Year,ID,Player,POS,HT,WT,High School,City,State,Rating,National_Rank,Position_Rank,State_Rank,Team
2008,5666,Brian Baucham, CB ,5-11,170,Unknown,Nashville,TN,0.8684,522,34,10,usc
2008,14054,Greg Childs, WR ,6-3,217,Warren,Warren,AR,0.8684,523,68,7,arkansas
2008,54811,Christian Thompson, S ,6-1,195,St. Thomas Aquinas,Fort Lauderdale,FL,0.8684,524,45,75,auburn
2008,54841,Jonathan Owens, OG ,6-5,295,Susan Moore Sch,Blountsville,AL,0.8684,525,33,26,georgia
2008,55121,Ralph Bolden, ATH ,5-10,185,Charlton County,Folkston,GA,0.8684,526,26,39,purdue
2008,5016,Sanders Commings, CB ,6-1,195,Westside,Augusta,GA,0.8684,527,35,40,georgia
2008,54903,Brandon Davis, APB ,5-8,184,Peachtree Ridge,Suwanee,GA,0.8684,528,12,41,central florida
2008,56830,Allen Stephens, OLB ,6-2,252,Halifax County,South Boston,VA,0.8684,529,44,16,virginia tech
2008,54952,Gahn McGaffie, APB ,5-10,170,Galena Park,Galena Park,TX,0.8684,530,13,77,missouri
2008,19774,Kenjon Barner, RB ,5-10,170,Notre Dame,Riverside,CA,0.8684,531,47,63,oregon
2008,54800,Neiko Lipscomb, S ,6-2,175,Tucker,Tucker,GA,0.8683,532,46,42,auburn
2008,24363,Cody Bruns, WR ,5-11,175,Prosser,Prosser,WA,0.8676,533,69,11,washington
2008,55539,Tre Newton, RB ,6-0,194,Southlake Carroll,Southlake,TX,0.8670,534,48,78,texas
2008,19060,Marcus Davis, WR ,6-4,220,Ocean Lakes,Virginia Beach,VA,0.8670,535,70,17,virginia tech
2008,55130,Joe Wylie, S ,6-2,171,Boyd Anderson,Fort Lauderdale,FL,0.8670,536,47,76,miami
2008,55216,Morgan Carter, ATH ,6-3,197,C. D. Hylton,Woodbridge,VA,0.8670,537,27,18,rutgers
2008,56582,Patrick Neumann, OT ,6-6,260,St Joseph Regional,Montvale,NJ,0.8670,538,50,14,boston college
2008,54803,Philip Pierre-Louis, ATH ,5-10,175,St. Thomas Aquinas,Fort Lauderdale,FL,0.8670,539,28,77,auburn
2008,5201,Joe Schafer, OG ,6-5,265,Cretin Derham Hall,Saint Paul,MN,0.8670,540,34,4,wisconsin
2008,11692,Cameron Meredith, WDE ,6-4,222,Mater Dei,Santa Ana,CA,0.8670,541,15,64,nebraska
2008,11721,P.J. Smith, S ,6-2,205,John Curtis,New Orleans,LA,0.8670,542,48,16,nebraska
2008,55780,Brian Mulroe, OG ,6-6,263,Loyola Academy,Wilmette,IL,0.8670,543,35,10,northwestern
2008,56744,Attrail Snipes, WR ,6-1,180,Bakersfield Christian,Bakersfield,CA,0.8667,544,71,65,kansas state
2008,11562,Herman Davidson, S ,6-3,215,Long Beach Poly,Long Beach,CA,0.8667,545,49,66,north carolina
2008,55014,Tarik Rollins, OLB ,6-2,187,Chaminade-Madonna Prep,Hollywood,FL,0.8662,546,45,78,clemson
2008,56985,Jake Murphy, ATH ,6-5,215,American Fork,American Fork,UT,0.8656,547,29,4,byu
2008,22356,Mario  Benavides, OC ,6-4,301,Los Fresnos,Brownsville,TX,0.8653,548,8,79,louisville
2008,56989,Daniel Sorensen, S ,6-2,195,Colton,Colton,CA,0.8653,549,50,67,byu
2008,55053,DeAndre Jones, OLB ,6-0,223,Memphis University School,Memphis,TN,0.8653,550,46,11,vanderbilt
2008,56759,Joey Fowler, SDE ,6-4,260,Westmoore,Oklahoma City,OK,0.8653,551,27,8,texas tech
2008,56000,Kyle Johnson, OT ,6-7,260,Norco,Norco,CA,0.8653,552,51,68,arizona state
2008,14041,Lavunce Askew, DT ,6-3,290,Camden Fairview,Camden,AR,0.8653,553,39,8,arkansas
2008,56813,Austin Fuller, WR ,6-2,210,Richlands,Richlands,VA,0.8653,554,72,19,virginia tech
2008,18915,Donovan Miles, OLB ,6-0,220,Brooke Point,Stafford,VA,0.8653,555,47,20,west virginia
2008,56470,Ahmed Shakoor, CB ,5-11,189,Stephenson,Stone Mountain,GA,0.8653,556,36,43,marshall
2008,56810,Xavier Boyce, ATH ,6-4,200,Landstown,Virginia Beach,VA,0.8653,557,30,21,virginia tech
2008,56459,Bradly Roussel, ILB ,5-11,215,Redemptorist,Baton Rouge,LA,0.8653,558,30,17,washington
2008,5518,Carlton Lewis, S ,6-3,-,Unknown,Saint Augustine,FL,0.8653,559,51,12,clemson
2008,13913,Michael McAdoo, WDE ,6-7,220,Antioch,Antioch,TN,0.8653,560,16,13,north carolina
2008,6084,David Spurlock, OG ,6-4,300,Riverdale,Murfreesboro,TN,0.8653,561,36,14,florida state
2008,56024,Andrew Sampson, OG ,6-3,285,Overland,Aurora,CO,0.8653,562,37,5,arizona state
2008,55536,Zach Kerr, DT ,6-2,323,Quince Orchard,Gaithersburg,MD,0.8653,563,40,9,maryland
2008,14611,Darius Willis, RB ,6-0,215,Franklin Central,Indianapolis,IN,0.8653,564,49,5,indiana
2008,55532,Demetrius Hartsfield, ILB ,6-2,208,Southeast Raleigh,Raleigh,NC,0.8653,565,31,16,maryland
2008,54852,Ryan St. Julien, CB ,6-1,169,Catholic,New Iberia,LA,0.8653,566,37,18,lsu
2008,24360,Antwuan Reed, CB ,5-9,175,Greater Johnstown,Johnstown,PA,0.8642,567,38,25,pittsburgh
2008,56584,Ugo Okpara, CB ,6-1,175,Dulles,Sugar Land,TX,0.8641,568,39,80,boston college
2008,5393,Ty Howle, OC ,-,-,Bunn,Wake Forest,NC,0.8641,569,9,17,penn state
2008,56155,Rashad Evans, CB ,5-9,160,James Logan,Union City,CA,0.8639,570,40,69,fresno state
2008,55836,Willie Packer, DT ,6-2,260,Moss Point,Moss Point,MS,0.8639,571,41,9,southern mississippi
2008,56951,John Williams, OG ,6-4,335,Booker T. Washington,Tulsa,OK,0.8639,572,38,9,kansas
2008,55334,Jaybo Shaw, DUAL ,6-1,176,Flowery Branch,Flowery Branch,GA,0.8639,573,8,44,georgia tech
2008,55282,Tim Wright, ATH ,6-4,200,Wall,Belmar,NJ,0.8639,574,31,15,rutgers
2008,54988,Horatio Williams, ATH ,6-2,175,Oxford,Oxford,MS,0.8639,575,32,10,ole miss
2008,10749,Undra Billingsley, SDE ,6-2,288,Woodlawn ,Birmingham,AL,0.8639,576,28,27,alabama
2008,56481,Drew Schaefer, OT ,6-5,273,Eastlake,Sammamish,WA,0.8639,577,52,12,washington
2008,56816,Cooper Bassett, TE ,6-5,235,Tuttle,Tuttle,OK,0.8639,578,28,10,oklahoma state
2008,13872,Riley Reiff, OT ,6-6,300,Parkston,Parkston,SD,0.8639,579,53,1,iowa
2008,54853,Jhyryn Taylor, ATH ,6-1,172,Franklinton,Franklinton,LA,0.8639,580,33,19,lsu
2008,8249,Tyler Hoover, DT ,6-7,265,Novi,Novi,MI,0.8639,581,42,12,michigan state
2008,54848,Tim Molton, WR ,6-3,185,Destrehan,Destrehan,LA,0.8639,582,73,20,lsu
2008,56597,Joe Caprioglio, OT ,6-6,260,Highlands Ranch,Littleton,CO,0.8639,583,54,6,colorado state
2008,54909,Brynn Harvey, RB ,5-10,204,Largo,Largo,FL,0.8639,584,50,79,central florida
2008,56563,Isaac Johnson, RB ,5-11,185,Everett,Everett,MA,0.8639,585,51,1,boston college
2008,55635,DeAundre Brown, WR ,5-11,181,Seguin,Arlington,TX,0.8622,587,74,81,tulsa
2008,56519,Ricky Holloway, OLB ,6-2,220,Fayette Ware Comprehensive,Somerville,TN,0.8622,588,48,15,memphis
2008,15863,Joey Ehrmann, OLB ,6-4,210,Gilman,Baltimore,MD,0.8622,589,49,10,wake forest
2008,12561,Jay Spearman, ATH ,6-1,190,Greenwood,Greenwood,SC,0.8622,590,34,14,south carolina
2008,56223,Sam Brenner, OG ,6-3,270,Oceanside,Oceanside,CA,0.8622,591,39,70,utah
2008,21488,Casey Walker, DT ,6-2,308,Garland,Garland,TX,0.8622,592,43,82,oklahoma
2008,55797,Eric Harper, WDE ,6-4,220,John Ehret,Marrero,LA,0.8622,593,17,21,louisiana tech
2008,54972,Robert Steeples, CB ,6-1,189,DeSmet,Saint Louis,MO,0.8622,594,41,6,missouri
2008,13860,James Ferentz, OC ,6-2,275,Iowa City,Iowa City,IA,0.8622,595,10,3,iowa
2008,5474,Jaron Brown, WR ,6-2,187,Cheraw,Cheraw,SC,0.8622,596,75,15,clemson
2008,56799,Trey Fairchild, ATH ,6-1,175,Dublin Coffman,Dublin,OH,0.8622,597,35,22,syracuse
2008,55206,Tommie Thomas, S ,6-2,175,H L Richards,Oak Lawn,IL,0.8622,598,52,11,purdue
2008,55610,Caulton Ray, RB ,5-9,185,Brother Rice,Bloomfield Hills,MI,0.8622,599,52,13,michigan state
2008,55591,Anthony Lewis, OLB ,6-2,210,Aldine,Houston,TX,0.8622,600,50,83,houston
2008,16013,Ramon Booi, OG ,6-6,290,Nease,Ponte Vedra Beach,FL,0.8622,601,40,81,wake forest
2008,5789,Derrick Coleman, RB ,6-0,233,Troy,Fullerton,CA,0.8622,602,53,71,ucla
2008,56743,Blake Slaughter, ILB ,6-0,225,Elkins,Missouri City,TX,0.8622,603,32,84,kansas state
2008,56021,A.J. Pickens, ATH ,5-11,161,Don Lugo,Chino,CA,0.8622,604,36,72,arizona state
2008,56412,Jacob Charest, PRO ,6-4,192,Butler,Matthews,NC,0.8622,605,21,18,illinois
2008,56386,Montario Patterson, RB ,6-0,197,Biggersville,Corinth,MS,0.8622,606,54,11,mississippi state
2008,54815,Reggie Bowens, OLB ,6-2,210,Garner,Garner,NC,0.8620,607,51,19,south carolina
2008,5770,Jeff Baca, OG ,6-4,280,Mission Viejo,Mission Viejo,CA,0.8608,608,41,73,ucla
2008,54920,Chris Palmer, DT ,6-3,285,St John Neumann,Williamsport,PA,0.8608,609,44,26,west virginia
2008,15996,Joe Looney, OG ,6-3,310,Lake Worth,Lake Worth,FL,0.8608,610,42,82,wake forest
2008,31572,Brandon Magee, OLB ,6-0,226,Centennial,Corona,CA,0.8608,611,52,74,arizona state
2008,56923,Adrian Richards, WR ,6-4,187,Mesquite,Mesquite,TX,0.8608,612,76,85,oklahoma state
2008,56926,Tim Biere, TE ,6-4,226,Westside,Omaha,NE,0.8608,613,30,5,kansas
2008,54885,Chris Lathrop, OG ,6-4,288,Cy-Fair,Cypress,TX,0.8608,614,43,86,texas am
2008,14364,Seth Doege, DUAL ,6-1,200,Frenship,Wolfforth,TX,0.8608,615,9,87,texas tech
2008,55139,Juron Criner, WR ,6-4,200,Canyon Springs,North Las Vegas,NV,0.8608,616,77,5,arizona
2008,55189,Zack Stoudt, PRO ,6-5,210,Dublin Coffman,Dublin,OH,0.8608,617,22,23,louisville
2008,5827,Jeff Locke, K ,6-1,210,Mountain Ridge,Glendale,AZ,0.8604,618,1,12,ucla
2008,56828,Eddie Whitley, S ,6-1,185,Butler,Matthews,NC,0.8604,619,53,20,virginia tech
2008,56579,Luther Ambrose, APB ,5-9,160,St. James,Saint James,LA,0.8604,620,14,22,louisiana monroe
2008,56201,Adrian Jones, ATH ,5-11,180,Scotland County,Laurinburg,NC,0.8604,621,37,21,east carolina
2008,56940,Darius Parish, DT ,6-3,325,Wichita North,Wichita,KS,0.8604,622,45,4,kansas
2008,55925,Kelly Page, PRO ,6-3,202,Mesquite,Mesquite,TX,0.8604,623,23,88,ball state
2008,55245,Malcolm Johnson, WR ,6-0,149,Bartow,Bartow,FL,0.8604,624,78,83,rutgers
2008,56384,Josh Jackson, DT ,6-4,273,Canton,Canton,MS,0.8600,625,46,12,mississippi state
2008,55854,Marcal Robinson, CB ,6-0,164,Vigor,Mobile,AL,0.8600,626,42,28,southern mississippi
2008,54819,Kenneth Miles, RB ,5-10,200,Brookwood,Snellville,GA,0.8600,627,55,45,south carolina
2008,56233,David Kruger, DT ,6-5,264,Timpanogos,Orem,UT,0.8594,628,47,5,utah
2008,56074,Shane Turner, APB ,5-9,170,Cy Falls,Houston,TX,0.8590,629,15,89,rice
2008,6086,Toshmon Stevens, WDE ,6-5,230,Crescent City,Crescent City,FL,0.8590,630,18,84,florida state
2008,56535,Donnie Fletcher, CB ,6-0,169,Glenville,Cleveland,OH,0.8590,631,43,24,boston college
2008,56550,Jeff Brinson, RB ,5-11,203,Northeast,Saint Petersburg,FL,0.8590,632,56,85,iowa
2008,55180,Randy Salmon, DT ,6-1,293,Stockbridge,Stockbridge,GA,0.8590,633,48,46,louisville
2008,55290,Brandon Leslie, S ,5-11,194,Edison,Fresno,CA,0.8590,634,54,75,georgia tech
2008,6901,T.J. Johnson, OC ,6-4,302,Aynor Hi,Aynor,SC,0.8590,635,11,16,south carolina
2008,55466,Doug Rippy, OLB ,6-2,218,Trotwood-Madison,Dayton,OH,0.8590,636,53,25,colorado
2008,55898,Marcus Cromartie, CB ,6-0,159,Mansfield Timberview,Arlington,TX,0.8590,637,44,90,wisconsin
2008,56944,Kale Pick, DUAL ,6-1,198,Dodge City,Dodge City,KS,0.8590,638,10,5,kansas
2008,55796,Jeff Radek, OT ,6-6,277,Neuqua Valley,Naperville,IL,0.8590,639,55,12,northwestern
2008,31487,Dwayne Gratz, CB ,5-11,176,Piscataway Twp,Piscataway,NJ,0.8576,640,45,16,uconn
2008,4658,Justin Tucker, K ,6-1,172,Westlake,Austin,TX,0.8573,641,2,91,texas
2008,22839,P.J. Lonergan, OG ,6-4,288,Archbishop Rummel,Metairie,LA,0.8573,642,44,23,lsu
2008,55327,Tobais Palmer, ATH ,5-10,170,Northwood,Pittsboro,NC,0.8573,643,38,22,north carolina state
2008,56603,Jonathan Gaye, RB ,6-0,178,Mullen,Denver,CO,0.8573,644,57,7,colorado state
2008,19869,Nick Florence, DUAL ,6-1,205,South Garland,Garland,TX,0.8573,645,11,92,baylor
2008,55823,Desmond Johnson, RB ,6-0,185,Yazoo City,Yazoo City,MS,0.8573,646,58,13,southern mississippi
2008,14583,John Boyett, S ,5-11,180,Napa,Napa,CA,0.8569,647,55,76,oregon
2008,55513,Scott Grady, CB ,5-11,172,Tigard,Portland,OR,0.8559,648,46,2,colorado
2008,54949,Derrick Herman, CB ,5-11,185,Cleveland,Cleveland,MS,0.8559,649,47,14,ole miss
2008,54915,Vance King, ATH ,6-1,183,Stockbridge,Stockbridge,GA,0.8559,650,39,47,central florida
2008,55677,Michael Thomas, ATH ,5-11,180,Aldine Nimitz,Houston,TX,0.8559,651,40,93,stanford
2008,56760,Ryan Haliburton, SDE ,6-5,234,Frenship,Wolfforth,TX,0.8559,652,29,94,texas tech
2008,5632,Supo Sanni, CB ,6-3,220,Unknown,Nashville,TN,0.8559,653,48,16,illinois
2008,55308,Mychal Kendricks, OLB ,6-0,202,Herbert Hoover,Fresno,CA,0.8559,654,54,77,california
2008,56733,Collin Klein, PRO ,6-4,202,Loveland,Loveland,CO,0.8559,655,24,8,kansas state
2008,56938,D.J. Marshall, SDE ,6-4,230,Mesquite,Mesquite,TX,0.8559,656,30,95,kansas
2008,54966,Justin Smith, SDE ,6-3,256,Chattahoochee,Alpharetta,GA,0.8559,657,31,48,ole miss
2008,55187,Brian Moore, OG ,6-3,275,Ransom Everglades School,Miami,FL,0.8559,658,45,86,duke
2008,55699,Justin Rogers, RB ,5-11,180,Vestavia Hills,Birmingham,AL,0.8559,659,59,29,nebraska
2008,54884,Jim Youngblood, DUAL ,6-2,217,Camden Fairview,Camden,AR,0.8559,660,12,9,arkansas
2008,54968,Nathan Stanley, PRO ,6-5,185,Sequoyah,Claremore,OK,0.8559,661,25,11,ole miss
2008,56407,Demitrius Bronson, RB ,5-10,197,Kentwood,Kent,WA,0.8559,662,60,13,washington
2008,55483,Gary Mason, WDE ,6-5,211,Waxahachie,Waxahachie,TX,0.8559,663,19,96,baylor
2008,55301,William Beasley, ILB ,6-1,236,Milton,Milton,FL,0.8556,664,33,87,north carolina state
2008,54985,Rolandis Woodland, WR ,6-8,185,Harmony Community School,Cincinnati,OH,0.8556,665,79,26,missouri
2008,55268,Cameron Johnson, S ,6-4,228,Gonzaga ,Washington,DC,0.8556,666,56,2,virginia
2008,8475,Dallas Thomas, OT ,6-5,284,Scotlandville Magnet,Baton Rouge,LA,0.8556,667,56,24,tennessee
2008,56188,Matt Hunt, OG ,6-2,311,Carson,Carson,CA,0.8556,668,46,78,fresno state
2008,56427,Adam Long, CB ,6-0,170,St. Bernard,Playa Del Rey,CA,0.8556,669,49,79,washington
2008,30951,Kenny Anunike, SDE ,6-5,260,Olentangy,Lewis Center,OH,0.8556,670,32,27,duke
2008,55065,Cortez Smith, CB ,5-11,193,Cass Technical,Detroit,MI,0.8556,671,50,14,indiana
2008,19070,Isaiah Hamlette, SDE ,6-5,250,Brooke Point,Stafford,VA,0.8556,672,33,22,virginia tech
2008,27103,Jake Johnson, OLB ,6-3,230,Stafford,Fredericksburg,VA,0.8556,673,55,23,virginia tech
2008,31489,Zac Dysert, PRO ,6-3,180,Ada,Ada,OH,0.8556,674,26,28,miami ohio
2008,56800,Dorian Graham, S ,5-10,168,St. Thomas Aquinas,Fort Lauderdale,FL,0.8556,675,57,88,syracuse
2008,56910,Johnny Thomas, S ,6-0,173,Texas City,Texas City,TX,0.8556,676,58,97,oklahoma state
2008,4748,Kyle Quinn, OC ,6-2,310,Liberty,Brentwood,CA,0.8556,677,12,80,arizona
2008,8268,Keshawn Martin, WR ,6-0,180,John Glenn,Westland,MI,0.8556,678,80,15,michigan state
2008,22831,Alex Hurst, OT ,6-6,312,Arlington,Arlington,TN,0.8556,679,57,17,lsu
2008,56817,Lyndell Gibson, ILB ,6-0,212,Salem,Virginia Beach,VA,0.8556,680,34,24,virginia tech
2008,4966,Matt Mihalik, OG ,6-7,295,Gilmour Academy,Gates Mills,OH,0.8556,681,47,29,virginia
2008,5622,Nate Palmer, OLB ,6-3,220,Simeon,Chicago,IL,0.8556,682,56,13,illinois
2008,54866,Adren Dorsey, DT ,6-4,285,John Tyler,Tyler,TX,0.8556,683,49,98,texas am
2008,55431,Steven Hicks, S ,5-10,175,Whitehouse,Whitehouse,TX,0.8556,684,59,99,colorado
2008,56720,Brandon Harold, SDE ,6-5,260,East St. Louis,East Saint Louis,IL,0.8556,685,34,14,kansas state
2008,56952,Duane Zlatnik, SDE ,6-4,260,Rossville Jr.-sr.,Rossville,KS,0.8556,686,35,6,kansas
2008,55412,Eric Lair, TE ,6-3,210,Lamar,Houston,TX,0.8556,687,31,100,minnesota
2008,54897,Kip Edwards, CB ,6-1,172,Bowie,Arlington,TX,0.8556,688,51,101,missouri
2008,54925,Brandon Bolden, RB ,5-11,208,Scotlandville Magnet,Baton Rouge,LA,0.8556,689,61,25,ole miss
2008,54937,Jarien Moreland, OG ,6-5,319,Glades Central,Belle Glade,FL,0.8556,690,48,89,central florida
2008,5207,Kevin Zeitler, OG ,6-4,279,Wisconsin Lutheran,Milwaukee,WI,0.8556,691,49,3,wisconsin
2008,31126,Kawann Short, DT ,6-5,270,East Chicago Central,East Chicago,IN,0.8556,692,50,6,purdue
2008,56868,Patrick Hoog, OG ,6-4,293,Medina Valley,Castroville,TX,0.8556,693,50,102,oklahoma state
2008,56950,Lubbock Smith, S ,5-11,182,Carter,Dallas,TX,0.8556,694,60,103,kansas
2008,54959,Travis Ruth, OG ,6-2,300,Jefferson City,Jefferson City,MO,0.8556,695,51,7,missouri
2008,23129,Tyler Evans, OG ,6-6,300,Strafford,Strafford,MO,0.8546,696,52,8,oklahoma
2008,11707,Kyler Reed, ATH ,6-3,204,St. Thomas Aquinas,Overland Park,KS,0.8546,697,41,7,nebraska
2008,55279,Klinton Ruff, DT ,6-4,298,Norview,Norfolk,VA,0.8545,698,51,25,virginia
2008,5614,Whitney Mercilus, SDE ,6-3,265,Garfield,Akron,OH,0.8542,699,36,30,illinois
2008,5655,Tavon Wilson, CB ,6-0,205,Unknown,Nashville,TN,0.8542,700,52,18,illinois
2008,14384,Terry McDaniel, OT ,6-6,328,New Diana,Diana,TX,0.8542,701,58,104,texas tech
2008,11728,Brandon Thompson, OT ,6-6,280,The Woodlands,The Woodlands,TX,0.8542,702,59,105,nebraska
2008,5110,Blair Walsh, K ,5-10,163,Cardinal Gibbons,Fort Lauderdale,FL,0.8542,703,3,90,georgia
2008,55452,Troy Stoudermire, ATH ,5-10,163,Skyline,Dallas,TX,0.8542,704,42,106,minnesota
2008,15998,Andrew Parker, TE ,6-5,235,Bartram Trail,Jacksonville,FL,0.8542,705,32,91,wake forest
2008,5132,Devin Smith, CB ,5-11,179,Unknown,Coppell,TX,0.8542,706,53,19,wisconsin
2008,55558,Britt Mitchell, OT ,6-8,315,Roscoe,Roscoe,TX,0.8542,707,60,107,oklahoma
2008,54971,Steven Robinson, OG ,6-3,305,Lincoln,Tallahassee,FL,0.8542,708,53,92,central florida
2008,56553,David Cato, S ,5-10,190,Mansfield Summit,Arlington,TX,0.8542,709,61,108,iowa
2008,8239,Steve Gardiner, OLB ,6-1,205,Dublin Coffman,Dublin,OH,0.8542,710,57,31,michigan state
2008,56947,Sean Ransburg, ATH ,6-1,185,Harrisonville,Harrisonville,MO,0.8542,711,43,9,kansas
2008,55029,Chris Scott, S ,6-0,190,Southern University Lab School,Baton Rouge,LA,0.8542,712,62,26,tcu
2008,56237,Luke Matthews, RB ,6-2,199,Desert Vista,Phoenix,AZ,0.8542,713,62,13,utah
2008,6186,Donte Rumph, SDE ,6-3,265,Calhoun County,Saint Matthews,SC,0.8542,714,37,17,kentucky
2008,15912,Riley Haynes, ILB ,6-1,210,Nease,Ponte Vedra Beach,FL,0.8542,715,35,93,wake forest
2008,56392,Bo Walters, ILB ,6-2,220,Briarwood Christian,Birmingham,AL,0.8542,716,36,30,mississippi state
2008,8445,Willie Bohannon, WDE ,6-3,230,Blount,Eight Mile,AL,0.8528,717,20,31,tennessee
2008,56927,Greg Brown, CB ,5-11,164,Cedar Hill,Cedar Hill,TX,0.8528,718,54,109,kansas
2008,5234,Brendan Kelly, SDE ,6-6,225,Academy Of Holy Angels,Minneapolis,MN,0.8528,719,38,5,wisconsin
2008,5066,Jeremy Longo, WDE ,6-5,212,Cardinal Gibbons,Fort Lauderdale,FL,0.8528,720,21,94,georgia
2008,55143,Peters Drey, OT ,6-5,260,McGill Toolen,Mobile,AL,0.8528,721,61,32,purdue
2008,56821,Justin Blackmon, WR ,6-2,190,Plainview,Ardmore,OK,0.8528,722,81,12,oklahoma state
2008,55134,Jordan Brewer, TE ,6-6,220,Carmel,Carmel,IN,0.8528,723,33,7,purdue
2008,56710,Khalif Staten, WR ,6-3,219,Abraham Lincoln,Brooklyn,NY,0.8528,724,82,4,iowa
2008,56785,Colin Shumate, ILB ,6-1,222,Las Vegas,Las Vegas,NV,0.8528,725,37,6,san diego state
2008,55395,Chance Blackmon, WR ,6-3,185,Tatum,Tatum,TX,0.8528,726,83,110,colorado
2008,56478,Jamal Wilson, WR ,5-11,176,Oscar Smith,Chesapeake,VA,0.8528,727,84,26,marshall
2008,18900,Jeff Braun, OG ,6-4,300,Winters Mill,Westminster,MD,0.8528,728,54,11,west virginia
2008,24413,Jarred Holley, CB ,5-10,175,Easton Area,Easton,PA,0.8517,729,55,27,pittsburgh
2008,54860,Blake Chavis, SDE ,6-5,230,Westbrook School,Westbrook,TX,0.8516,730,39,111,texas am
2008,54980,George White, ILB ,5-2,252,Harmony Community School,Cincinnati,OH,0.8516,731,38,32,missouri
2008,16230,Rocko Khoury, OT ,6-6,280,Traverse City West,Traverse City,MI,0.8514,732,62,16,michigan
2008,55852,Kendrick Presley, ATH ,6-1,189,Kosciusko,Kosciusko,MS,0.8514,733,44,15,southern mississippi
2008,54962,Aldon Smith, SDE ,6-5,235,Raytown,Kansas City,MO,0.8514,734,40,10,missouri
2008,56538,Nick Halloran, SDE ,6-6,260,Buckingham Browne & Nichols School,Cambridge,MA,0.8514,735,41,2,boston college
2008,10773,Brad Smelley, TE ,6-3,229,American Christian ,Tuscaloosa,AL,0.8510,736,34,33,alabama
2008,55342,Tim Dandridge, CB ,6-1,175,Highland Park Community,Highland Park,MI,0.8510,737,56,17,minnesota
2008,15725,Blake Cantu, WR ,6-0,191,Southlake Carroll,Southlake,TX,0.8510,738,85,112,oregon
2008,55346,Deleon Eskridge, APB ,5-11,181,Junipero Serra,San Mateo,CA,0.8510,738,16,81,minnesota
2008,56032,Toa Tuitea, SDE ,6-4,250,Westminster,Westminster,CA,0.8510,740,42,82,arizona state
2008,5407,Pete Massaro, WDE ,6-4,255,Marple Newtown,Newtown Square,PA,0.8510,741,22,28,penn state
2008,5641,Fred Sykes, WR ,6-0,190,Unknown,Nashville,TN,0.8510,742,86,20,illinois
2008,54880,Jelani Smith, ILB ,6-1,207,Abbeville,Abbeville,LA,0.8510,743,39,27,arkansas
2008,14096,Dennis Johnson, RB ,5-9,213,Arkansas,Texarkana,AR,0.8510,744,63,10,arkansas
2008,56840,Daniel Bryant, WR ,6-2,185,Lawton Chiles,Tallahassee,FL,0.8510,745,87,95,south florida
2008,56406,Dominique Blackman, PRO ,6-5,242,Carson,Carson,CA,0.8510,746,27,83,washington
2008,55458,Gary Tinsley, ILB ,6-1,220,First Coast,Jacksonville,FL,0.8510,747,40,96,minnesota
2008,5995,Marcus Wright, RB ,5-6,163,Reagan,San Antonio,TX,0.8510,748,64,113,georgia tech
2008,6183,Cartier Rice, CB ,5-10,182,Byrnes,Duncan,SC,0.8510,749,57,18,NULL
2008,15856,Scott Betros, ILB ,6-1,230,The Bolles School,Jacksonville,FL,0.8510,750,41,97,wake forest
2008,55621,Harold Bernard, ATH ,6-1,170,Chandler,Chandler,AZ,0.8510,751,45,14,stanford
2008,55156,Jay Hollingsworth, RB ,5-11,180,Lee County,Sanford,NC,0.8510,752,65,23,duke
2008,54911,Jerrell Jackson, ATH ,6-2,180,Davis,Houston,TX,0.8510,753,46,114,missouri
2008,56859,Jeremy Gray, SDE ,6-7,240,Sherman,Sherman,TX,0.8510,754,43,115,oklahoma state
2008,55168,Damion Dixon, WR ,6-4,186,Port Allen,Port Allen,LA,0.8510,755,88,28,louisville
2008,56702,Shaun Prater, CB ,5-10,159,Central,Omaha,NE,0.8510,756,58,6,iowa
2008,56426,Luther Leonard, DUAL ,6-2,190,Evergreen,Burien,WA,0.8510,757,13,14,washington
2008,55856,Joel Ross, DT ,6-1,312,Vandebilt Catholic,Houma,LA,0.8510,758,52,29,southern mississippi
2008,55323,Roy Mangram, S ,6-2,190,Glynn Academy,Brunswick,GA,0.8510,759,63,49,north carolina state
2008,56958,O'Neil Chambers, WR ,6-1,199,Harmony,Saint Cloud,FL,0.8510,760,89,98,byu
2008,55448,Jake McDonough, SDE ,6-6,238,Valley,West Des Moines,IA,0.8510,761,44,4,iowa state
2008,54767,D'Antoine Hood, CB ,5-9,185,Central,Phenix City,AL,0.8510,762,59,34,auburn
2008,5196,Jake Current, OC ,6-3,270,Troy,Troy,OH,0.8510,763,13,33,wisconsin
2008,54805,Jomarcus Savage, DT ,6-2,260,J.O. Johnson,Huntsville,AL,0.8497,764,53,35,auburn
2008,56701,Logan Dold, ATH ,6-1,200,Garden Plain,Garden Plain,KS,0.8497,765,47,8,kansas state
2008,19032,Tony Gregory, RB ,6-0,180,First Colonial,Virginia Beach,VA,0.8497,766,66,27,virginia tech
2008,55860,Quin Sanford, OG ,6-1,295,South Panola,Batesville,MS,0.8497,767,55,16,southern mississippi
2008,54983,Kermit Tyler, OG ,6-5,290,L.W. Higgins,Marrero,LA,0.8497,768,56,30,ole miss
2008,56812,Jharron Armstrong, ATH ,6-2,187,Dunbar,Washington,DC,0.8497,769,48,3,kent state
2008,31651,Donovan Varner, WR ,5-9,160,Gulliver Prep,Miami,FL,0.8493,770,90,99,duke
2008,54976,Drew Temple, RB ,5-9,186,Rockhurst,Kansas City,MO,0.8483,771,67,11,missouri
