Year,ID,Player,POS,Team,Rating,Round,RD_pick,Draft_pick
2018,20221,Jermaine Kelly,DB,HOU, 0.9072 ,7,4,222
2018,18844,Jullian Taylor,DE,SF, 0.7832 ,7,5,223
2018,85887,Javon Wims,WR,CHI, 0.9025 ,7,6,224
2018,25254,Devante Downs,LB,MIN, 0.8926 ,7,7,225
2018,11159,David Williams,RB,DEN, 0.9305 ,7,8,226
2018,21803,Quentin Poling,LB,MIA, 0.7631 ,7,9,227
2018,12788,Marcell Ateman,WR,LV, 0.9047 ,7,10,228
2018,46049971,Jason Sanders,K,MIA,NULL,7,11,229
2018,27629,Leon Jacobs,LB,JAX, 0.8064 ,7,12,230
2018,28565,Travin Howard,LB,LAR, 0.8314 ,7,13,231
2018,18552,James Looney,DE,GB, 0.8396 ,7,14,232
2018,46055181,Jordan Mailata,OT,PHI,NULL,7,15,233
2018,29426,Andre Smith,LB,CAR, 0.8681 ,7,16,234
2018,27002,Zaire Franklin,LB,IND, 0.8549 ,7,17,235
2018,14987,Bo Scarbrough,RB,DAL, 0.9918 ,7,18,236
2018,31202,Nick Bawden,RB,DET, 0.8332 ,7,19,237
2018,46054612,Zach Sieler,DE,BAL,NULL,7,20,238
2018,14752,Hunter Bradley,LS,GB, 0.7098 ,7,21,239
2018,37215,Richie James,WR,SF, 0.8199 ,7,22,240
2018,32092,Greg Stroman,DB,WAS, 0.8254 ,7,23,241
2018,29341,Kendrick Norton,DT,CAR, 0.8888 ,7,24,242
2018,46055180,Keion Crossen,DB,NE,NULL,7,25,243
2018,21866,Justin Lawler,DE,LAR, 0.7899 ,7,26,244
2018,16982,Will Clapp,OG,NO, 0.9054 ,7,27,245
2018,15045,Joshua Frazier,DT,PIT, 0.9636 ,7,28,246
2018,29953,Logan Cooke,P,JAX, 0.8250 ,7,29,247
2018,32513,Kendall Donnerson,DE,GB,NULL,7,30,248
2018,20825,Logan Woodside,QB,CIN, 0.8040 ,7,31,249
2018,30692,Ryan Izzo,TE,NE, 0.8715 ,7,32,250
2018,23376,Justin Jackson,RB,LAC, 0.9284 ,7,33,251
2018,21572,Rod Taylor,OG,CIN, 0.9767 ,7,34,252
2018,36489,Auden Tate,WR,CIN, 0.9025 ,7,35,253
2018,20185,Korey Cunningham,TE,ARI, 0.8147 ,7,36,254
2018,25195,Austin Proehl,WR,BUF, 0.8132 ,7,37,255
2018,16974,Trey Quinn,WR,WAS, 0.9631 ,7,38,256
