Year,ID,Player,POS,HT,WT,High School,City,State,Rating,National_Rank,Position_Rank,State_Rank,Team
2019,45573420,Alex Powell, PF ,6-11,175,Duluth,Duluth,GA,0.8813,243,51,10,NULL
2019,46036193,Amani Harris, CG ,6-3,160,St. Bernard,Playa Del Rey,CA,0.8813,244,31,20,NULL
2019,46049647,Jalen Thomas, C ,6-10,220,University Of Detroit Jesuit HS,Detroit,MI,0.8812,245,43,2,georgia state
2019,46058112,John Ojiako, PF ,6-10,190,Admiral Farragut Academy,Saint Petersburg,FL,0.8812,246,52,22,virginia tech
2019,46036007,Mika Adams-Woods, CG ,6-3,175,New Hampton School,Syracuse,NY,0.8811,247,32,7,cincinnati
2019,46055233,Justin Champagnie, SF ,6-5,180,Bishop Loughlin Memorial,Brooklyn,NY,0.8808,248,56,4,pittsburgh
2019,46038554,Ben Roderick, SF ,6-5,185,Olentangy Liberty,Powell,OH,0.8808,249,57,6,ohio
2019,46044731,Darren Jones, PF ,6-8,185,Cajon,San Bernardino,CA,0.8806,250,53,21,NULL
2019,92751,Kobe Brown, SF ,6-7,220,Lee,Huntsville,AL,0.8806,251,58,3,missouri
2019,46055999,Marquise Kennedy, CG ,6-1,165,Brother Rice,Oak Lawn,IL,0.8802,252,33,4,loyola
2019,46057762,Carter Murphy, SG ,6-4,180,Arcadia,Phoenix,AZ,0.8800,253,36,11,air force
2019,46050429,Tory San Antonio, SG ,6-4,175,Rancho Verde,Moreno Valley,CA,0.8800,254,37,22,cal state fullerton
2019,46047586,Anderson Kopp, SG ,6-5,185,Wasatch Academy,Mount Pleasant,UT,0.8800,255,38,7,NULL
2019,46041541,Jaden Bediako, C ,6-10,230,Canada,Canada,CANA,0.8800,256,44,2,NULL
2019,46076857,Mikal Gjerde, SF ,6-6,180,Woodstock Academy,Norway,NORW,0.8800,257,59,7,san diego
2019,46057953,Mate Okros, SG ,6-5,175,Scotland,Scotland,SCOT,0.8800,258,39,1,drexel
2019,46056997,Robert Jones, C ,6-9,220,Prior Lake,Prior Lake,MN,0.8800,259,45,5,denver
2019,46055212,Tyson Garff, SG ,6-5,185,Davis,Kaysville,UT,0.8800,260,40,8,NULL
2019,46048661,Jakov Kukic, C ,6-10,220,La Lumiere School,La Porte,IN,0.8800,261,46,9,uc santa barbara
2019,46055216,Jaxon Pollard, SF ,6-7,200,Lone Peak,American Fork,UT,0.8800,262,60,9,NULL
2019,46055958,Lance Terry, PG ,6-2,170,Christian Heritage School Inc,Dalton,GA,0.8800,263,31,11,NULL
2019,46051767,Derrick Carter-Hollinger Jr., SF ,6-5,185,Foothills Christian,El Cajon,CA,0.8800,264,61,23,NULL
2019,46047880,Jamil Safieddine, PG ,6-2,150,Regis Jesuit,Aurora,CO,0.8800,265,32,1,NULL
2019,46051133,Greg Tribble, CG ,6-3,175,Winton Woods,Cincinnati,OH,0.8800,266,34,7,akron
2019,46055372,Josh Corbin, SG ,6-4,170,Gahanna Lincoln,Columbus,OH,0.8800,267,41,8,NULL
2019,46050192,Jordan Griffin, SG ,6-4,165,Narbonne,Harbor City,CA,0.8800,268,42,24,NULL
2019,46050848,Joe Dalton, SG ,6-5,150,Chaparral,Parker,CO,0.8800,269,43,2,NULL
2019,46050302,Joshua Jones, SF ,6-7,180,Rancho Dominguez,Long Beach,CA,0.8800,270,62,25,NULL
2019,46048349,Jackson Ruai, SG ,6-3,160,Amphitheater,Tucson,AZ,0.8800,271,44,12,NULL
2019,46047632,Bryce Okpoh, PF ,6-7,190,The Colony,The Colony,TX,0.8800,272,54,22,NULL
2019,46050256,K.K. Curry, PF ,6-6,190,St. Thomas More,Oakdale,CT,0.8800,273,55,8,south alabama
2019,46058779,David Skogman, C ,6-10,210,Waukesha West,Waukesha,WI,0.8800,274,47,2,buffalo
2019,46083378,Kendall Lewis, SF ,6-7,190,Shiloh,Snellville,GA,0.8800,275,63,12,appalachian state
2019,46056895,Jackson Harlan, SG ,6-5,-,Clinton County,Albany,KY,0.8800,276,45,6,western kentucky
2019,46057876,Ayinde Hikim, PG ,5-10,165,Woodrow Wilson,Washington,DC,0.8800,277,33,4,la salle
2019,46047842,Rodney Howard, C ,6-10,230,Legacy Charter,Greenville,SC,0.8798,279,48,7,georgia
2019,46035795,Donovan Gregory, SG ,6-5,190,Carmel Christian Academy,Charlotte,NC,0.8797,280,47,10,appalachian state
2019,46036494,Jay Heath, SG ,6-3,180,Woodrow Wilson,Washington,DC,0.8792,281,48,5,boston college
2019,46055171,Gregory Hammond, SG ,6-5,190,Sophie B. Wright,New Orleans,LA,0.8790,282,49,1,rhode island
2019,46039602,Essam Mostafa, PF ,6-8,220,Long Island Lutheran,Glen Head,NY,0.8787,283,56,5,coastal carolina
2019,46049011,Jahcobi Neath, PG ,6-3,170,Crestwood Prep,Toronto,ON,0.8786,284,34,5,wake forest
2019,46035838,Antavion Collum, SF ,6-7,215,Tennessee Preparatory Academy,Memphis,TN,0.8785,285,64,7,ole miss
2019,46056764,Nick Ongenda, C ,6-10,200,Southwest Christian Academy,Little Rock,AR,0.8785,286,49,2,depaul
2019,46035895,Justin Webster, CG ,6-1,160,Hargrave Military Academy,HS) ,NULL,0.8785,287,35,11,NULL
2019,94236,Jamal King, SG ,6-4,207,Wayne Country Day School,Goldsboro,NC,0.8785,288,50,11,NULL
2019,46055859,Myron Gardner, SF ,6-6,185,Loyola,Detroit,MI,0.8782,289,65,3,georgetown
2019,46047589,Malcolm Wilson, C ,6-11,205,Ridge View,Columbia,SC,0.8781,290,50,8,georgetown
2019,45572897,Babatunde Akingbola, C ,6-8,220,McEachern,Powder Springs,GA,0.8778,291,51,13,auburn
2019,46036997,Majok Deng, SF ,6-5,175,Salpointe Catholic,Tucson,AZ,0.8773,292,66,13,pepperdine
2019,45572941,Joe Toussaint, PG ,6-0,165,Cardinal Hayes,Bronx,NY,0.8764,293,35,6,iowa
2019,90258,Andre Gordon, CG ,6-2,185,Huntington Prep,Sidney,OH,0.8764,294,36,2,texas am
2019,46038428,Jarod Lucas, CG ,6-2,180,Los Altos,Hacienda Heights,CA,0.8764,295,37,26,oregon state
2019,46042249,Isiaih Mosley, SG ,6-5,185,Rock Bridge,Columbia,MO,0.8764,296,51,5,missouri state
2019,93052,Marcedus Leech, SF ,6-5,170,Poplar Bluff,Poplar Bluff,MO,0.8764,297,67,6,iowa state
2019,46057950,Allen Flanigan, SF ,6-5,200,Parkview Magnet,Little Rock,AR,0.8764,298,68,3,auburn
2019,46048800,Yavuz Gultekin, PF ,6-8,198,Bishop Walsh School,Bel Air,MD,0.8760,299,57,5,texas am
2019,46038553,Maceo Austin, SG ,6-4,170,Kennedy Catholic,Hermitage,PA,0.8758,300,52,10,duquesne
2019,46051045,Miles McBride, PG ,6-1,185,Archbishop Moeller,Cincinnati,OH,0.8752,301,36,9,west virginia
2019,46042160,Tylor Perry, PG ,5-10,165,Har-Ber,Springdale,AR,0.8744,302,37,4,NULL
2019,46047502,Jason Jitoboh, C ,6-11,290,Hamilton Heights Christian Academy,Chattanooga,TN,0.8744,303,52,8,florida
2019,45573418,DeAntoni Gordon, PF ,6-8,175,LeFlore,Mobile,AL,0.8744,304,58,4,wichita state
2019,45572923,Noah Williams, SF ,6-5,190,O Dea,Seattle,WA,0.8743,305,69,6,washington state
2019,45572904,Kobe Langley, PG ,6-1,150,Southwest Guilford,High Point,NC,0.8743,306,38,12,uncg
2019,45572961,Keyshaun Langley, PG ,6-0,140,Southwest Guilford,High Point,NC,0.8743,307,39,13,uncg
2019,46038811,Charles Smith IV, SG ,6-5,180,McEachern,Houston,TX,0.8743,308,53,14,smu
2019,46048491,John-Michael Mulloy, C ,6-9,195,Carmel,Carmel,IN,0.8743,309,53,10,butler
2019,45572886,Sherif Kenney, SF ,6-4,230,Aasta - Orr,Chicago,IL,0.8743,310,70,5,NULL
2019,46047693,Wildens Leveque, PF ,6-10,230,Gould Academy,Brockton,MA,0.8743,311,59,1,south carolina
2019,86849,Justin Winston, PF ,6-7,175,Putnam Science Academy,West Orange,NJ,0.8743,312,60,9,saint bonaventure
2019,46055275,Keshad Johnson, PF ,6-7,200,San Leandro,San Leandro,CA,0.8743,313,61,27,san diego state
2019,45572945,Jordyn Adams, PG ,6-2,170,Silsbee,Silsbee,TX,0.8739,314,40,23,NULL
2019,94249,Marcus Tsohonis, PG ,6-3,170,Jefferson,Portland,OR,0.8731,315,41,1,washington
2019,46035928,Brenden Tucker, CG ,6-3,180,Dacula,Dacula,GA,0.8723,316,38,15,cofc
2019,45572916,Mekhi Long, SF ,6-5,195,Massanutten Military Academy,Woodstock,VA,0.8723,317,71,12,rhode island
2019,94170,Jarren McAllister, SG ,6-3,165,Massanutten Military Academy,Woodstock,VA,0.8723,318,54,13,virginia commonwealth
2019,46054630,Abdou Tsimbila, C ,6-8,220,St Maria Goretti,Hagerstown,MD,0.8723,319,54,6,penn state
2019,46035502,Quinn Slazinski, PF ,6-8,200,Huntington Prep,Huntington,WV,0.8723,320,62,3,louisville
2019,46041334,Tyson Jackson, C ,6-8,205,Hargrave Military Academy,HS) ,NULL,0.8723,321,55,14,middle tennessee state
2019,88910,Jordan Mitchell, SF ,6-7,192,Gahanna Lincoln,Columbus,OH,0.8723,322,72,10,NULL
2019,46043153,Gianni Hunt, PG ,6-2,170,Bishop Montgomery,Torrance,CA,0.8723,323,42,28,oregon state
2019,46038768,Terrence Hargrove Jr., SF ,6-6,180,East St. Louis,East Saint Louis,IL,0.8723,324,73,6,saint louis
2019,46037696,Xzavier Jones, SF ,6-5,185,Martin Luther,Greendale,WI,0.8723,325,74,3,NULL
2019,46057563,Akol Arop, SF ,6-5,190,Creighton Preparatory School,Omaha,NE,0.8723,326,75,1,nebraska
2019,46055544,Daniel Buie, PG ,6-2,160,Gould Academy,Albany,NY,0.8723,327,43,2,northwestern
2019,46047601,Ethan Anderson, PG ,6-1,195,Fairfax Senior,Los Angeles,CA,0.8723,328,44,29,usc
2019,46051760,Julian Rishwain, SG ,6-5,165,Notre Dame,Sherman Oaks,CA,0.8715,329,55,30,boston college
2019,46048664,Brandon Nicholas, SG ,6-2,170,Tennessee Preparatory Academy,Memphis,TN,0.8715,330,56,9,NULL
2019,46048543,Jordan Wright, SG ,6-6,200,Dunham School,Baton Rouge,LA,0.8715,331,57,2,vanderbilt
2019,46046972,Dearon Tucker, PF ,6-10,220,Universal Academy,Irving,TX,0.8715,332,63,24,oregon state
2019,45572869,Sedrick Hammonds, PG ,6-4,170,Faith Lutheran,Los Angeles,CA,0.8710,333,45,5,NULL
2019,46044613,Jake Kyman, SF ,6-6,180,Santa Margarita Catholic,Rancho Santa Margarita,CA,0.8710,334,76,31,ucla
2019,87684,Nobal Days, PF ,6-9,195,Park,Racine,WI,0.8710,335,64,4,tulane
2019,45572937,Noah Hutchins, PG ,6-1,165,The Park School Of Buffalo,Buffalo,NY,0.8706,336,46,7,NULL
2019,46048043,Mylik Wilson, SG ,6-3,160,Rayville,Rayville,LA,0.8702,337,58,3,louisiana
2019,46047303,Michael Christmas, SF ,6-6,195,Landstown,Virginia Beach,VA,0.8702,338,77,15,james madison
2019,87323,B.J. Mack, C ,6-7,250,Oak Hill Academy,Mouth Of Wilson,VA,0.8702,339,56,16,south florida
2019,46055172,Jonathan Salazar, PF ,6-6,235,St. John Bosco,Bellflower,CA,0.8702,340,65,32,pacific
2019,77300,Tony Johnson, PG ,6-3,183,Eufaula,Eufaula,AL,0.8702,341,47,5,central florida
2019,46039758,Charles Coleman, C ,7-0,240,Dexter School,Boston,MA,0.8702,342,57,4,east carolina
2019,46048958,Dakota Rivers, SF ,6-7,175,Windermere Prep,Windermere,FL,0.8700,343,78,23,NULL
2019,46055426,Abba Lawal, C ,6-11,180,Withrow,Cincinnati,OH,0.8700,344,58,11,NULL
2019,46055169,DeAngelo Epps, SF ,6-5,200,Charlotte Country Day,Charlotte,NC,0.8700,345,79,14,NULL
2019,46035855,Joe Jones, C ,6-10,225,Orangeville Prep,Buffalo,NY,0.8700,346,59,6,georgia state
2019,46055752,Aaron Deloney, PG ,6-0,165,Grant,Portland,OR,0.8700,347,48,2,vermont
2019,46036715,Cobie Barnes, SF ,6-5,175,Floyd Central,Floyds Knobs,IN,0.8700,348,80,11,indiana state
2019,46048722,Noel Coleman, PG ,6-1,165,Sunrise Christian,Wichita,KS,0.8700,349,49,14,NULL
2019,46055695,Bernard Kouma, PF ,6-10,240,Our Saviour Lutheran School,Bronx,NY,0.8700,350,66,8,illinois
2019,46057622,Sean Bairstow, SF ,6-7,180,Australia,Australia,AUST,0.8700,351,81,4,utah state
2019,46082217,Tyrone Weeks Jr, SG ,6-4,185,Woodstock Academy,Warwick,RI,0.8700,352,59,10,massachusetts
2019,46040439,Dischon Thomas, PF ,6-9,190,Hillcrest Prep,Phoenix,AZ,0.8700,353,67,14,colorado state
2019,46051765,"Kwane Marble, Jr.", SG ,6-3,180,East,Denver,CO,0.8700,354,60,3,wyoming
2019,46055518,Dante Wilcox, SF ,6-5,200,Oxbridge Academy,West Palm Beach,FL,0.8700,355,82,24,florida international
2019,46055522,Lance Erving, PG ,6-2,170,Leesburg,Leesburg,FL,0.8700,356,50,25,louisiana tech
2019,46076793,Jahvon Garcia, PG ,-,-,Pickerington Central,Pickerington,OH,0.8700,357,51,12,miami ohio
2019,46076971,Anzac Rissetto, C ,6-10,-,New Zealand,New Zealand,NEW,0.8700,358,60,1,charlotte
2019,46076982,Evan Bainbridge, PF ,6-9,-,Stow-Munroe Falls,Stow,OH,0.8700,359,68,13,kent state
2019,46036614,Damari Monsanto, SG ,6-5,200,Western,Fort Lauderdale,FL,0.8689,360,61,26,etsu
2019,46048041,Moulaye Sissoko, C ,6-10,225,Lincoln Academy,Mali,MALI,0.8689,361,61,16,dayton
2019,46059374,Bernardo Da Silva, C ,6-9,210,Wasatch Academy,Mount Pleasant,UT,0.8681,362,62,10,byu
2019,46048626,Emmanuel Taban, SF ,6-7,180,Apollo,Glendale,AZ,0.8681,363,83,15,NULL
2019,46037776,Brandon Stone, PF ,6-9,205,Christ School,Arden,NC,0.8681,364,69,15,la salle
2019,46035938,Orlando Robinson, C ,6-9,200,Middlebrooks Academy,Los Angeles,CA,0.8678,365,63,33,fresno state
2019,46055567,DaShawn Davis, SG ,6-3,180,Our Saviour Lutheran School,Bronx,NY,0.8678,366,62,9,seton hall
2019,46051853,Jalen Jackson, PG ,5-10,155,Karen Wagner,San Antonio,TX,0.8678,367,52,25,north texas
2019,46051654,Jalen Windham, SG ,6-5,180,Ben Davis,Indianapolis,IN,0.8678,368,63,12,creighton
2019,46057282,Ibrahima Diallo, C ,7-0,200,Prolific Prep,Napa,CA,0.8678,369,64,34,ohio state
2019,46052550,Edward Turner, PF ,6-8,190,Foothill,Bakersfield,CA,0.8678,370,70,35,NULL
2019,46057084,Kuany Kuany, PF ,6-10,200,Prolific Prep,Napa,CA,0.8678,371,71,36,california
2019,45573409,T.J. Bickerstaff, PF ,6-7,190,Sandy Creek,Tyrone,GA,0.8678,372,72,17,drexel
2019,46046907,Isaiah Hill, PG ,5-11,160,Liberty,Bakersfield,CA,0.8678,373,53,37,tulsa
2019,46054473,Tom Welch, PF ,6-8,200,Naperville North,Naperville,IL,0.8678,374,73,7,loyola
2019,46054719,Keylan Boone, PF ,6-6,175,Memorial,Tulsa,OK,0.8678,375,74,3,oklahoma state
2019,46047320,Issa Muhammad, PF ,6-9,230,Lakeside,Atlanta,GA,0.8678,376,75,18,NULL
2019,46050413,Isaiah Pope, SG ,6-4,180,Orange Lutheran,Orange,CA,0.8678,378,65,38,NULL
2019,46055189,Chase Paar, C ,6-9,230,Glenelg Country School,Ellicott City,MD,0.8678,379,65,8,george washington
2019,46036999,Deuce Dean, PG ,6-4,200,Dutch Fork,Irmo,SC,0.8678,380,54,9,NULL
2019,46051246,James Keefe, PF ,6-9,200,Loyola,Los Angeles,CA,0.8678,381,76,39,stanford
2019,46045636,Tyrek Chambers, CG ,6-2,170,Desert Vista,Phoenix,AZ,0.8678,382,39,16,NULL
2019,46035968,Kyle Rode, PF ,6-5,195,Lexington Christian Academy,Lexington,KY,0.8678,383,77,7,liberty
2019,46046068,Chris Payton, PF ,6-7,200,Bloomington,Bloomington,IL,0.8678,384,78,8,NULL
2019,46036018,Alex Hemenway, SG ,6-3,170,Castle,Newburgh,IN,0.8678,385,66,13,clemson
2019,46055750,Sama'Zha Hart, SF ,6-8,185,Pinkston,Dallas,TX,0.8678,386,84,26,sfasu
2019,46051915,Caleb Stone-Carrawell, SF ,6-6,195,Cox Mill,Concord,NC,0.8678,387,85,16,charlotte
2019,46047488,Paxson Wojcik, SG ,6-4,170,La Lumiere School,La Porte,IN,0.8678,388,67,14,loyola
2019,46035527,Amari Davis, CG ,6-3,170,Trotwood-Madison,Dayton,OH,0.8678,389,40,14,wisconsin green bay
2019,46051901,Oton Jankovic, PF ,6-9,205,Montverde Academy,Montverde,FL,0.8678,390,79,27,vanderbilt
2019,46042245,Blaise Keita, C ,6-11,230,Sunrise Christian,Wichita,KS,0.8678,391,66,15,NULL
2019,87498,Pierre Crockrell Jr., PG ,5-11,160,Garfield,Seattle,WA,0.8678,392,55,7,NULL
2019,46051917,Marial Mading, PF ,6-11,195,Commonwealth Academy,Hagerstown,MD,0.8678,394,80,5,rhode island
2019,46035680,Julien Franklin, SF ,6-5,175,Villa Park,Villa Park,CA,0.8678,395,86,40,oregon state
2019,88942,Justice Hill, PG ,5-11,175,Little Rock Christian Academy,Little Rock,AR,0.8678,396,56,5,arkansas
2019,46054881,Devin Butts, CG ,6-5,175,Stratford Academy,Macon,GA,0.8678,397,41,19,mississippi state
2019,46055062,Oscar Lopez, SG ,6-4,210,Veritas Prep,Garden Grove,CA,0.8678,398,68,41,depaul
2019,46056835,Marcus Sasser, SG ,6-2,170,Red Oak,Red Oak,TX,0.8678,399,69,28,houston
2019,46058484,Dexter Akanno, CG ,6-4,200,Blair Academy,Blairstown,NJ,0.8678,400,42,9,marquette
2019,46043135,Joel Soriano, PF ,6-9,190,Archbishop Stepinac,White Plains,NY,0.8678,401,81,10,fordham
2019,46056993,Isaiah Cozart, SF ,6-7,180,Madison Central,Richmond,KY,0.8678,402,87,8,western kentucky
2019,46076852,Timothy Igohoefe, C ,6-11,240,Nigeria,Nigeria,NIGE,0.8678,403,68,1,georgetown
2019,46035661,Mickey Pearson, SF ,6-7,180,Hargrave Military Academy,HS) ,NULL,0.8678,404,88,17,tcu
2019,46057209,Sam Freeman, C ,6-10,220,Northwest,Justin,TX,0.8678,405,69,29,minnesota
2019,46041494,Clarence Nadolny, CG ,6-3,190,Scotland Campus,Scotland,PA,0.8678,406,43,11,texas tech
2019,46057516,Isaiah Stevens, PG ,5-11,160,Allen,Allen,TX,0.8678,407,57,30,colorado state
2019,45573072,David Roddy, SF ,6-5,250,Breck School,Minneapolis,MN,0.8678,408,89,6,colorado state
2019,94022,Kamari Williams, SG ,6-7,175,St Andrews Episcopal School,Sandy Spring,MD,0.8678,409,70,9,boston college
2019,46057434,Hason Ward, C ,6-9,200,Springfield Central,Springfield,MA,0.8678,410,70,6,virginia commonwealth
2019,46084258,Ques Glover, PG ,5-11,175,Bearden,Knoxville,TN,0.8678,411,58,10,florida
2019,46056536,Nahiem Alleyne, SG ,6-3,170,Mountain View,Lawrenceville,GA,0.8678,412,71,20,virginia tech
2019,46042298,Michael Peake, PF ,6-7,220,Northeast,Kansas City,MO,0.8678,413,82,7,georgia
2019,46049153,Carrington Mccaskill, PF ,6-7,185,Renaissance,Detroit,MI,0.8668,414,83,4,florida atlantic
2019,46035529,KVonn Cramer, SF ,6-7,165,Mount Pleasant,Wilmington,DE,0.8660,415,90,2,NULL
2019,45572851,Marvin Price, SF ,6-5,210,Patterson,Baltimore,MD,0.8639,416,91,10,ohio
2019,46043120,Trae Broadnax, PG ,6-3,170,Montverde Academy,Savannah,GA,0.8628,417,59,28,NULL
2019,46035748,Isaiah Turner, SG ,6-5,175,Auburndale,Auburndale,FL,0.8628,418,72,29,NULL
2019,46035599,Isaiah Palermo, SF ,6-5,175,Osceola,Kissimmee,FL,0.8628,419,92,30,NULL
2019,46036185,Bruce Guy Jr., SF ,6-5,185,Cordova,Cordova,TN,0.8628,420,93,11,NULL
2019,46055542,Bas Leyte, PF ,6-10,210,New Hampton School,New Hampton,NH,0.8628,421,84,8,uncg
2019,46035929,Kenny Foster, SG ,6-4,180,Smoky Hill,Aurora,CO,0.8628,422,73,4,wyoming
2019,46048113,Isaiah Hawthorne, SF ,6-7,180,Tracy,Tracy,CA,0.8628,423,94,42,pacific
2019,46042201,Darius McBride, SG ,6-4,165,Westlake,Austin,TX,0.8628,424,74,31,smu
2019,46076700,Goodnews Kpegeol, SG ,6-6,180,Taylor Made Basketball,Pensacola,FL,0.8628,425,75,31,kansas state
2019,46079817,Anyang Garang, PF ,6-8,195,NBA Global Academy,Australia,AUST,0.8628,426,85,5,oklahoma
2019,46059187,Russel Tchewa, C ,7-0,215,Putnam Science Academy,Putnam,CT,0.8628,427,71,11,texas tech
2019,46037863,Dajour Rucker, SF ,6-6,220,Cape Henry Collegiate School,Virginia Beach,VA,0.8628,428,95,18,marshall
2019,46054885,Jamir Chaplin, SG ,6-4,180,Meadowcreek,Norcross,GA,0.8628,429,76,21,south florida
2019,46055909,Mattia Acunzo, SF ,6-8,200,Kennedy Catholic,Hermitage,PA,0.8628,430,96,12,toledo
2019,46059327,Brice Williams, PF ,6-7,190,Hopewell,Huntersville,NC,0.8628,431,86,17,charlotte
2019,46076771,Quincy Olivari, PG ,-,-,Westlake,Atlanta,GA,0.8628,432,60,22,rice
2019,46035773,Christian Ray, SG ,6-4,165,Haverford School,Haverford,PA,0.8628,433,77,13,la salle
2019,46055420,Jake Cook, PF ,6-9,180,Shaker,Latham,NY,0.8625,434,87,11,NULL
2019,46036493,Johnathan McGriff, PG ,5-9,160,Huntington Prep,District Heights,MD,0.8619,435,61,4,saint johns
2019,45572920,Zach Crisler, PF ,6-9,205,LaSalle College,Glenside,PA,0.8600,436,88,14,rice
2019,45572994,Isaiah Palmero, SF ,6-5,175,Osceola,Kissimmee,FL,0.8600,437,97,32,NULL
2019,45572932,Jamil Riggins, SF ,6-6,190,Imhotep Institute,Philadelphia,PA,0.8600,438,98,15,binghamton
2019,45572898,Bryan Sanders, SG ,6-3,-,Oak Ridge,Orlando,FL,0.8600,439,78,33,NULL
2019,45572903,Tommy Bruner, SG ,6-2,170,Gray Academy,Columbia,SC,0.8600,440,79,10,south carolina upstate
2019,45572958,Chaz Gwynn, CG ,6-0,155,Winston-Salem Prep,Winston Salem,NC,0.8600,441,44,18,NULL
2019,46057864,Jared Hankins, SG ,6-2,175,Lawrence North,Indianapolis,IN,0.8600,442,80,15,indiana state
2019,46057200,Luke Bumbalough, PG ,6-0,180,New Castle Chrysler Sch,New Castle,IN,0.8600,443,62,16,ball state
2019,46055235,Lucas Kroft, SG ,6-5,195,North Side,Fort Wayne,IN,0.8600,444,81,17,ball state
2019,46043158,Christian Ings, PG ,5-10,160,Neumann Goretti,Philadelphia,PA,0.8600,445,63,16,rider
2019,46056585,Jarred Hyder, SG ,6-3,170,Damien,La Verne,CA,0.8600,446,82,43,fresno state
2019,46076784,Anthony Holland, SG ,6-6,212,Notre Dame,Riverside,CA,0.8600,447,83,44,fresno state
2019,46058113,Maleeck Harden, SF ,6-6,170,Moorhead,Moorhead,MN,0.8600,448,99,7,north dakota state
2019,46057939,Jahein Spencer, SG ,6-4,205,Assumption,Napoleonville,LA,0.8600,449,84,4,alabama birmingham
2019,46057871,Nate Hansen, PG ,6-3,165,Timpview,Provo,UT,0.8600,450,64,11,byu
2019,46048859,James Moors, PF ,6-9,200,Westlake Boys HS,New Zealand,NEW,0.8600,451,89,2,colorado state
2019,46047543,Mitch Doherty, PF ,6-7,180,Worcester Academy,Acton,MA,0.8600,452,90,7,albany
2019,46057965,Le'Jon Doss, SF ,6-5,225,Nolan Catholic,Fort Worth,TX,0.8600,453,100,32,NULL
2019,46076770,Eli Lawrence, SG ,-,-,Washington,Atlanta,GA,0.8600,454,85,23,middle tennessee state
2019,46076773,Max Fiedler, C ,-,-,Melbourne Senior,Melbourne,FL,0.8600,455,72,34,rice
2019,46076972,Kenan Blackshear, SG ,6-5,-,Jones,Orlando,FL,0.8600,456,86,35,florida atlantic
2019,46076973,Dardan Kapiti, PF ,6-10,-,The Rock School,Gainesville,FL,0.8600,457,91,36,florida atlantic
2019,46083733,Goran Miladinovic, C ,7-0,-,Hoosac School,Hoosick Falls,NY,0.8600,458,73,12,marshall
2019,46083734,Marko Sarenac, SF ,6-7,-,Hoosac School,Hoosick Falls,NY,0.8600,459,101,13,marshall
2019,91035,Makani Whiteside, PG ,6-2,185,Liberty,Madera,CA,0.8594,460,65,45,utsa
2019,45572934,Tariq Ingraham, PF ,6-9,230,Monsignor Bonner,Wilmington,DE,0.8578,461,92,17,wake forest
2019,45572959,Khyree Temple, SF ,6-5,180,Academy Park,Sharon Hill,PA,0.8578,462,102,18,NULL
2019,45572952,Damian Dunn, SG ,6-4,165,Meadowcreek,Kinston,NC,0.8578,463,87,24,temple
2019,46046276,Jihaun Westbrook, SF ,6-7,180,Aspire Basketball Academy,Louisville,KY,0.8578,464,103,9,NULL
2019,46041219,Gibson Jimerson, SG ,6-5,210,Montverde Academy,Richmond,VA,0.8578,465,88,37,saint louis
2019,46076775,Jesse Zarzuela, PG ,-,-,Spring Woods,Houston,TX,0.8578,466,66,33,utep
2019,46057585,Hakim Hart, SG ,6-5,185,Roman Catholic,Philadelphia,PA,0.8578,467,89,19,maryland
2019,46059127,Josaphat Bilau, PF ,6-11,230,SPIRE Academy,Geneva,OH,0.8578,468,93,15,wichita state
2019,94675,Idan Tretout, SG ,6-4,185,Wilbraham & Monson Academy,Brooklyn,NY,0.8573,469,90,8,harvard
2019,46055854,Caleb Hodgson, PF ,6-10,225,Dansville,Dansville,MI,0.8559,470,94,5,central michigan
2019,46058645,Damerius Wash, SG ,6-4,180,Sunrise Christian,Wichita,KS,0.8556,471,91,16,NULL
2019,46057677,RayJ Dennis, PG ,6-2,170,Oswego East,Oswego,IL,0.8556,472,67,9,boise state
2019,46083888,Kevin Cross, PF ,6-8,240,Wilbur D. Mills,Little Rock,AR,0.8556,473,95,6,nebraska
2019,46049058,Cody Collinsworth, C ,6-9,180,Pilot Point,Pilot Point,TX,0.8556,474,74,34,NULL
2019,46045633,Bakari Simmons, SF ,6-7,210,Victory Rock Prep,Chicago,IL,0.8556,475,104,38,texas am
2019,46057830,Bryan Greenlee, PG ,6-3,175,The Rock School,Gainesville,FL,0.8556,476,68,39,minnesota
2019,46055210,Giordan Williams, SG ,6-3,175,Long Beach Poly,Long Beach,CA,0.8556,477,92,46,NULL
2019,46081610,Lök Wur, PF ,6-9,190,Papillion-La Vista South,Papillion,NE,0.8556,478,96,2,oregon
2019,46056417,Jimmy Bell, C ,6-10,290,Bella Vista Prep,SCOTTSDALE,AZ,0.8556,479,75,17,NULL
2019,45572917,John Bol Ajak, C ,6-10,205,Westtown School,Paoli,PA,0.8535,480,76,20,syracuse
2019,45572901,Marquise Walker, PG ,6-0,170,St. Joseph,Westchester,IL,0.8528,481,69,10,NULL
2019,86030,Preston Santos, SF ,6-5,170,Woodstock Academy,East Providence,RI,0.8528,482,105,12,massachusetts
2019,46037550,Perry Cowan, SG ,6-4,180,DePaul College Prep,Chicago,IL,0.8528,483,93,11,brown
2019,46076871,Tyson Walker, PG ,-,-,New Hampton School,New Hampton,NH,0.8528,484,70,9,northeastern
2019,46057354,Aaron Etherington, SF ,6-5,190,Hamilton Southeastern,Fishers,IN,0.8500,485,106,18,toledo
2019,89493,Marcus Domask, SF ,6-3,180,Waupun Area,Waupun,WI,0.8500,486,107,5,NULL
