Year,ID,Player,POS,HT,WT,High School,City,State,Rating,National_Rank,Position_Rank,State_Rank,Team
2019,93006,Isaiah Mobley, PF ,6-9,220,Rancho Christian,Temecula,CA,0.9925,20,5,1,usc
2019,46038313,Tre Mann, PG ,6-3,170,Villages Charter School,The Villages,FL,0.9919,21,2,5,florida
2019,45572919,Josiah-Jordan James, CG ,6-6,200,Porter-Gaud School,Charleston,SC,0.9913,22,4,1,tennessee
2019,85459,LaMelo Ball, PG ,6-6,180,SPIRE Academy,Chino,CA,0.9912,23,3,1,NULL
2019,45572870,Keion Brooks, SF ,6-7,185,La Lumiere School,Fort Wayne,IN,0.9909,24,6,2,kentucky
2019,88727,Onyeka Okongwu, C ,6-8,235,Chino Hills,Chino,CA,0.9907,25,5,2,usc
2019,46036501,Patrick Williams, SF ,6-6,215,West Charlotte,Charlotte,NC,0.9906,26,7,1,florida state
2019,94692,Armando Bacot, C ,6-10,240,IMG Academy,Bradenton,FL,0.9904,27,6,6,north carolina
2019,46035576,CJ Walker, PF ,6-8,200,Oak Ridge,Orlando,FL,0.9903,28,6,7,oregon
2019,86679,Wendell Moore, SF ,6-5,210,Cox Mill,Concord,NC,0.9898,29,8,2,duke
2019,46041487,Trayce Jackson-Davis, C ,6-9,230,Center Grove,Greenwood,IN,0.9890,30,7,3,indiana
2019,88237,Oscar Tshiebwe, C ,6-9,250,Kennedy Catholic,Hermitage,PA,0.9888,31,8,1,west virginia
2019,46041702,Jahmi'us Ramsey, CG ,6-4,195,Duncanville,Mansfield,TX,0.9886,32,5,4,texas tech
2019,93002,Johnny Juzang, SF ,6-6,200,Harvard Westlake,Studio City,CA,0.9885,33,9,3,kentucky
2019,46040438,DJ Carton, PG ,6-1,190,Bettendorf,Bettendorf,IA,0.9880,34,4,1,ohio state
2019,46038385,Will Baker, C ,7-0,235,Westlake,Austin,TX,0.9880,35,9,5,texas
2019,94379,Isaac Okoro, SF ,6-5,200,McEachern,Powder Springs,GA,0.9871,36,10,2,auburn
2019,92755,Cassius Stanley, SG ,6-5,180,Sierra Canyon,Chatsworth,CA,0.9870,37,3,4,duke
2019,46047755,Boogie Ellis, CG ,6-2,165,Mission Bay,San Diego,CA,0.9868,38,6,5,memphis
2019,94190,Rocket Watts, CG ,6-2,175,SPIRE Academy,Geneva,OH,0.9865,39,7,2,michigan state
2019,46041762,Zeke Nnaji, PF ,6-11,215,Hopkins,Hopkins,MN,0.9854,40,7,2,arizona
2019,86982,Jalen Lecque, CG ,6-4,190,Brewster Academy,Wolfeboro,NH,0.9846,41,8,1,north carolina state
2019,46035883,Addison Patterson, SG ,6-6,180,Bella Vista Prep,Scottsdale,AZ,0.9842,42,4,2,oregon
2019,45572951,Drew Timme, C ,6-10,235,Pearce,Richardson,TX,0.9829,43,10,6,gonzaga
2019,45572957,EJ Liddell, PF ,6-6,220,Belleville West,Belleville,IL,0.9828,44,8,1,ohio state
2019,45572993,Omar Payne, C ,6-9,215,Montverde Academy,Montverde,FL,0.9818,45,11,8,florida
2019,94270,Kofi Cockburn, C ,6-10,290,Oak Hill Academy,Mouth Of Wilson,VA,0.9818,46,12,2,illinois
2019,86619,De'Vion Harmon, PG ,6-0,192,Guyer,Denton,TX,0.9814,47,5,7,oklahoma
2019,46047757,Anton Watson, SF ,6-8,210,Gonzaga Prep School,Spokane,WA,0.9813,48,11,2,gonzaga
2019,85722,Zach Harvey, SG ,6-4,170,Prolific Prep,Topeka,KS,0.9812,49,5,6,cincinnati
2019,90376,Alonzo Gaffney, SF ,6-9,190,Brewster Academy,Cleveland,OH,0.9805,50,12,2,ohio state
2019,46050847,Kai Jones, C ,6-10,205,Brewster Academy,Wolfeboro,NH,0.9804,51,13,3,texas
2019,84187,DJ Jeffries, PF ,6-7,218,Olive Branch,Olive Branch,MS,0.9801,52,9,1,memphis
2019,45572947,Jalen Wilson, SF ,6-8,215,Guyer,Denton,TX,0.9800,53,13,8,kansas
2019,46040841,Harlond Beverly, CG ,6-4,170,Montverde Academy,Montverde,FL,0.9796,54,9,9,miami
2019,45572927,Aidan Igiehon, C ,6-10,235,Lawrence Woodmere Academy,Woodmere,NY,0.9794,55,14,1,louisville
2019,46041052,Casey Morsell, SG ,6-2,175,St. John's,Washington,DC,0.9789,56,6,1,virginia
2019,94192,Justin Moore, SG ,6-4,200,DeMatha Catholic,Hyattsville,MD,0.9785,57,7,1,villanova
2019,46047862,Lester Quinones, SG ,6-5,180,IMG Academy,Bradenton,FL,0.9781,58,8,10,memphis
2019,46046275,Max Agbonkpolo, SF ,6-8,180,Santa Margarita Catholic,Rancho Santa Margarita,CA,0.9780,59,14,7,usc
2019,46058552,Pavel Zakharov, C ,6-10,235,Montverde Academy,Montverde,FL,0.9780,60,15,11,gonzaga
2019,94278,Malik Hall, PF ,6-7,190,Sunrise Christian,Wichita,KS,0.9775,61,10,2,michigan state
2019,94252,Romeo Weems, PF ,6-7,215,New Haven,New Haven,MI,0.9770,62,11,1,depaul
2019,88250,Terry Armstrong, SG ,6-6,185,Bella Vista Prep,Scottsdale,AZ,0.9768,63,9,3,NULL
2019,46048833,Tristan Enaruna, SF ,6-9,205,Wasatch Academy,Mount Pleasant,UT,0.9763,64,15,1,kansas
2019,46086627,Santiago Aldama, PF ,6-10,205,Spain,Spain,SPAI,0.9759,65,12,1,loyola maryland
2019,46047993,James Bouknight, SG ,6-4,180,MacDuffie School,Granby,MA,0.9749,66,10,1,uconn
2019,45572930,Greg Gantt, SF ,6-7,195,Trinity Christian School,Fayetteville,NC,0.9743,67,16,3,providence
2019,46049641,Kadin Shedrick, C ,6-11,200,Holly Springs,Holly Springs,NC,0.9737,68,16,4,virginia
2019,88154,Makhi Mitchell, C ,6-9,225,Woodrow Wilson,Washington,DC,0.9731,69,17,2,maryland
2019,93039,Christian Brown, SF ,6-6,205,Oak Hill Academy,Mouth Of Wilson,VA,0.9730,70,17,3,georgia
2019,45572931,Eric Dixon, PF ,6-7,250,Abington,Abington,PA,0.9730,71,13,2,villanova
2019,45572938,Anthony Harris, CG ,6-3,180,Paul VI Catholic,Fairfax,VA,0.9729,72,10,4,north carolina
2019,46049374,Donovan Williams, SG ,6-5,180,Elkins,Missouri City,TX,0.9725,73,11,9,texas
2019,45572868,Isaac Johnson, C ,6-11,220,American Fork,American Fork,UT,0.9717,74,18,2,oregon
2019,46048261,Symir Torrence, CG ,6-3,170,Vermont Academy,Syracuse,NY,0.9713,75,11,1,marquette
2019,92259,P.J. Fuller, SG ,6-4,170,Findlay Prep,Henderson,NV,0.9712,76,12,1,tcu
2019,87378,Balsa Koprivica, C ,7-0,240,Montverde Academy,Montverde,FL,0.9710,77,19,12,florida state
2019,46079214,Oumar Ballo, C ,6-10,245,NBA Academy Latin America,Mali,MALI,0.9703,78,20,1,gonzaga
2019,45573462,Isaiah Wong, CG ,6-2,165,Monsignor Bonner,Trenton,NJ,0.9695,79,12,3,miami
2019,46055772,RaeQuan Battle, SG ,6-4,175,Marysville Pilchuck,Marysville,WA,0.9693,80,13,3,washington
2019,46047821,Nah'shon Hyland, PG ,6-3,165,St. Georges Tech,Middletown,DE,0.9693,81,6,1,virginia commonwealth
2019,46035707,David Johnson, CG ,6-5,170,Trinity,Louisville,KY,0.9686,82,13,1,louisville
2019,45572513,Jaykwon Walton, SF ,6-6,195,Carver,Montgomery,AL,0.9682,83,18,2,georgia
2019,46043234,Tre Mitchell, C ,6-9,235,Woodstock Academy,Pittsburgh,PA,0.9673,84,21,1,massachusetts
2019,46055071,Tray Jackson, PF ,6-8,200,Sunrise Christian,Detroit,MI,0.9673,85,14,3,missouri
2019,45572992,Pat McCaffery, SF ,6-8,175,West Senior,Iowa City,IA,0.9670,86,19,2,iowa
2019,91003,Jaime Jaquez, SF ,6-7,210,Adolfo Camarillo,Camarillo,CA,0.9659,87,20,8,ucla
2019,45572921,Marcus Watson, SG ,6-6,205,Buford,Buford,GA,0.9658,88,14,3,oklahoma state
2019,46035830,KyKy Tandy, CG ,6-1,190,University Heights Academy,Hopkinsville,KY,0.9652,89,14,2,xavier
2019,46054973,Terrence Shannon, SF ,6-6,185,IMG Academy,Bradenton,FL,0.9652,90,21,13,texas tech
2019,46056562,Jalen Bridges, SF ,6-7,180,Fairmont,Fairmont,WV,0.9649,91,22,1,west virginia
2019,46035535,Akok Akok, PF ,6-10,195,Putnam Science Academy,Putnam,CT,0.9646,92,15,2,uconn
2019,94241,Juwan Gary, SF ,6-6,200,Gray Academy,Columbia,SC,0.9641,93,23,2,alabama
2019,46042247,Dajuan Harris, PG ,6-2,160,Rock Bridge,Columbia,MO,0.9633,94,7,1,kansas
2019,85569,Chandler Lawson, PF ,6-8,205,Wooddale,MEMPHIS,TN,0.9613,95,16,2,oregon
2019,46051656,Chris Ledlum, SF ,6-6,215,St Peters Boys,Staten Island,NY,0.9605,96,24,2,harvard
2019,46047031,Brycen Goodine, SG ,6-4,170,St Andrews School,New Bedford,MA,0.9596,97,15,1,syracuse
2019,46080931,Isaiah Ihnen, PF ,6-9,190,Germany,Germany,GERM,0.9578,98,17,1,minnesota
2019,45572677,Khalif Battle, SG ,6-5,180,Trenton Catholic School,Metuchen,NJ,0.9572,99,16,4,butler
2019,45572883,Sahvir Wheeler, PG ,5-8,175,Houston Christian,Houston,TX,0.9570,100,8,10,georgia
2019,45572467,Josh Nickelberry, SG ,6-4,175,Northwood Temple Academy,Fayetteville,NC,0.9566,101,17,5,louisville
2019,46047824,Jalen Cone, PG ,5-11,163,Walkertown,Walkertown,NC,0.9561,102,9,6,virginia tech
2019,46057654,Toumani Camara, SF ,6-6,190,Chaminade-Madonna Prep,Belgium,BELG,0.9557,103,25,14,georgia
2019,46055645,Jaylen Forbes, SG ,6-5,190,Florence,Florence,MS,0.9555,104,18,2,alabama
2019,91815,Jalen Gaffney, CG ,6-2,170,Westtown School,Columbus,NJ,0.9545,105,15,4,uconn
2019,94690,Malcolm Dandridge, C ,6-8,245,East,Memphis,TN,0.9522,106,22,3,memphis
2019,46051759,Jaden Shackelford, SG ,6-3,185,Hesperia,Hesperia,CA,0.9489,107,19,9,alabama
2019,91752,Al-Amir Dawes, CG ,6-2,175,St. Patrick,Newark,NJ,0.9474,108,16,5,clemson
2019,45572911,Tyrell Terry, PG ,6-1,160,De La Salle,Minneapolis,MN,0.9465,109,10,3,stanford
2019,46057258,Robbie Beran, PF ,6-9,210,Collegiate School,Richmond,VA,0.9451,110,18,5,northwestern
2019,46035698,Dontaie Allen, SF ,6-6,185,Pendleton County,Falmouth,KY,0.9447,111,26,3,kentucky
2019,46057725,Cole Bajema, SF ,6-7,175,Lynden Christian School,Lynden,WA,0.9443,112,27,4,michigan
2019,45572873,Rylan Jones, PG ,6-1,165,Olympus,Logan,UT,0.9430,113,11,3,utah
2019,46056818,Franz Wagner, SF ,6-7,190,Germany,Germany,GERM,0.9416,114,28,2,michigan
2019,46041323,Damion Baugh, CG ,6-4,185,Tennessee Preparatory Academy,Memphis,TN,0.9401,115,17,4,memphis
2019,46048445,Tyrell Jones, CG ,6-1,170,West Oaks Academy,Orlando,FL,0.9384,116,18,15,auburn
2019,46054601,Gerald Drumgoole, SF ,6-6,195,La Lumiere School,Rochester,NY,0.9376,117,29,4,pittsburgh
2019,46044696,Jaelen House, PG ,6-2,160,Shadow Mountain,Phoenix,AZ,0.9374,118,12,4,arizona state
2019,46047686,Dahmir Bishop, SG ,6-4,175,Imhotep Institute,Philadelphia,PA,0.9368,119,20,5,xavier
2019,45572965,Jaylin Williams, PF ,6-8,225,Brantley County,Nahunta,GA,0.9358,120,19,4,auburn
2019,46040326,Quincy Guerrier, SF ,6-7,190,Thetford Academy,Quebec City,QC,0.9358,121,30,2,syracuse
2019,45572912,Elias King, SF ,6-7,204,Lincoln Academy,Snellville,GA,0.9357,122,31,5,mississippi state
2019,46036184,Avery Anderson III, CG ,6-2,170,Northwest,Justin,TX,0.9353,123,19,11,oklahoma state
2019,46040950,Austin Crowley, SG ,6-6,185,Sunrise Christian,Wichita,KS,0.9352,124,21,4,ole miss
2019,46049384,Jaelyn Withers, PF ,6-8,215,Cleveland Heights,Cleveland,OH,0.9348,125,20,3,louisville
2019,46050544,Brandon Newman, SG ,6-4,175,Valparaiso,Valparaiso,IN,0.9348,126,22,5,purdue
2019,46038317,Chase Hunter, CG ,6-3,180,Westlake,Atlanta,GA,0.9341,127,20,6,clemson
2019,46035334,Chris Harris Jr., SG ,6-3,195,South Garland,Garland,TX,0.9336,128,23,12,oklahoma state
2019,46058939,Dereon Seabron, CG ,6-6,192,Massanutten Military Academy,Woodstock,VA,0.9335,129,21,6,north carolina state
2019,46042246,Christian Braun, SF ,6-5,175,Blue Valley Northwest,Overland Park,KS,0.9334,130,32,5,kansas
2019,46047684,Cashius McNeilly, SG ,6-4,180,Thornlea Secondary School,Thornhill,ON,0.9323,131,24,1,texas am
2019,46054535,Dylan Disu, PF ,6-8,185,Hendrickson,Pflugerville,TX,0.9315,132,21,13,vanderbilt
2019,46046489,Tre Williams, SG ,6-4,180,Wasatch Academy,Mount Pleasant,UT,0.9314,133,25,4,minnesota
2019,46055213,Zach Freemantle, C ,6-9,215,Bergen Catholic,Oradell,NJ,0.9306,134,23,6,xavier
2019,46047507,Martynas Arlauskas, SF ,6-6,185,Lithuania,Lithuania,LITH,0.9301,135,33,1,gonzaga
2019,45572850,Qudus Wahab, C ,6-10,230,Flint Hill School,Ashburn,VA,0.9300,136,24,7,georgetown
2019,46057775,Issac McBride, CG ,6-1,170,Arkansas Baptist School System,Little Rock,AR,0.9293,137,22,1,kansas
2019,46042032,Jalen Hill, SF ,6-7,180,Ed W Clark,Las Vegas,NV,0.9291,138,34,2,oklahoma
2019,46054718,Kalib Boone, C ,6-8,190,Memorial,Tulsa,OK,0.9288,139,25,1,oklahoma state
2019,46043154,Tyson Etienne, CG ,6-1,175,Putnam Science Academy,Putnam,CT,0.9284,140,23,3,wichita state
2019,46057458,Luka Sakota, SG ,6-5,180,King's Christian Collegiate,Oakville,ON,0.9277,141,26,2,harvard
2019,46056731,Francisco Farabello, PG ,6-1,165,NBA Global Academy,Australia,AUST,0.9275,142,13,1,tcu
2019,45572888,Kyle Sturdivant, PG ,6-3,190,Norcross,Norcross,GA,0.9274,143,14,7,usc
2019,46046798,Tyreek Smith, PF ,6-8,205,Trinity Christian School,Cedar Hill,TX,0.9272,144,22,14,texas tech
2019,45572915,Donta Scott, SF ,6-6,200,Imhotep Institute,Philadelphia,PA,0.9271,145,35,6,maryland
2019,46041939,Emanuel Miller, PF ,6-6,200,Prolific Prep,Canada,CANA,0.9270,146,23,10,texas am
2019,46055190,J'Wan Roberts, PF ,6-7,190,Shoemaker,Killeen,TX,0.9267,147,24,15,houston
2019,45572966,Ismael Massoud, SF ,6-8,200,MacDuffie School,Bronx,NY,0.9264,148,36,2,wake forest
2019,46048639,Jonathan Aku, C ,6-10,210,iSchool Entrepreneurial Academy,Lewisville,TX,0.9264,149,26,16,texas am
2019,46056713,Jalyn McCreary, PF ,6-8,215,Legacy Charter,Greenville,SC,0.9257,150,25,3,south carolina
2019,46048921,Armaan Franklin, SG ,6-4,185,Cathedral,Indianapolis,IN,0.9257,151,27,6,indiana
2019,46055287,Victor Iwuakor, C ,6-8,210,Sulphur Springs,Sulphur Springs,TX,0.9255,152,27,17,oklahoma
2019,46050682,Trae Hannibal, SG ,6-2,204,Hartsville,Hartsville,SC,0.9251,153,28,4,south carolina
2019,46036729,Diante Smith, SF ,6-6,195,Choctawhatchee Senior,Fort Walton Beach,FL,0.9250,154,37,16,tcu
2019,46043160,James Bishop, CG ,6-2,170,Mount Saint Joseph,Baltimore,MD,0.9244,155,24,2,lsu
2019,91753,Paul Mulcahy, SF ,6-6,186,Gill St Bernard S School,Bayonne,NJ,0.9232,156,38,7,rutgers
2019,46083371,Hyunjung Lee, SF ,6-7,180,NBA Global Academy,Australia,AUST,0.9225,157,39,2,davidson
2019,46038303,Jordan Turner, SF ,6-6,180,Sunrise Christian,Wichita,KS,0.9222,158,40,6,baylor
2019,45572913,Markese Jacobs, PG ,5-11,170,Uplift,Chicago,IL,0.9218,159,15,2,depaul
2019,45572936,Joshua Pierre-Louis, PG ,6-3,180,Roselle Catholic,Roselle,NJ,0.9213,160,16,8,temple
2019,46037741,Richard Springs, PF ,6-9,200,Brewster Academy,Brooklyn,NY,0.9211,161,26,4,uconn
2019,46043161,Daniel Ramsey, PF ,6-8,220,Norcross,Albany,GA,0.9208,162,27,8,xavier
2019,46055176,DaJuan Gordon, SG ,6-3,170,Curie Metropolitan,Chicago,IL,0.9208,163,29,3,kansas state
2019,91805,Grant Sherfield, CG ,6-2,180,Sunrise Christian,Wichita,KS,0.9206,164,25,7,wichita state
2019,46057945,Golden Dike, PF ,6-7,210,Spain,Spain,SPAI,0.9201,165,28,2,loyola maryland
2019,45572503,Mario McKinney, CG ,6-2,180,Vashon,Saint Louis,MO,0.9185,166,26,2,missouri
2019,46080869,Olivier Nkamhoua, PF ,6-8,210,Bishop Walsh School,Finland,FINL,0.9163,167,29,3,tennessee
2019,46084584,Yvan Ouedraogo, PF ,6-8,240,INSEP Paris,Paris,FR,0.9161,168,30,1,nebraska
2019,46057637,Jalen Graham, C ,6-9,205,Mountain Pointe,Phoenix,AZ,0.9161,169,28,5,arizona state
2019,46048961,Keeshawn Barthelemy, PG ,6-2,170,Thornlea Secondary School,Thornhill,ON,0.9158,170,17,3,colorado
2019,45572933,Makhel Mitchell, C ,6-9,230,Woodrow Wilson,Washington,DC,0.9153,171,29,3,maryland
2019,46048038,Romelle Mansel, PF ,6-7,200,St. Bernard,Playa Del Rey,CA,0.9132,172,31,11,long beach state
2019,46057792,Liam Mcchesney, PF ,6-9,195,Canada,Canada,CANA,0.9121,173,32,1,utah state
2019,46056377,Joshua Morgan, C ,6-10,185,Pleasant Grove,Elk Grove,CA,0.9114,174,30,12,long beach state
2019,46057545,Caleb Grill, PG ,6-3,180,Maize,Maize,KS,0.9111,175,18,8,iowa state
2019,46043162,Kareem Reid, PF ,6-8,200,Putnam Science Academy,Putnam,CT,0.9105,176,33,4,gardner webb
2019,83596,Antwan January, C ,6-11,240,Santa Monica,Santa Monica,CA,0.9096,178,31,13,new mexico
2019,88613,Jeremiah Francis, PG ,6-3,190,Pickerington Central,Pickerington,OH,0.9067,179,19,4,north carolina
2019,86628,Chol Marial, C ,7-2,230,Compass Prep,Chandler,AZ,0.9055,180,32,6,maryland
2019,46048880,Shon Robinson, PF ,6-10,210,Eduprize,Gilbert,AZ,0.9025,181,34,7,ole miss
2019,46047244,Brock Ravet, CG ,6-1,174,Kittitas,Mabton,WA,0.9007,182,27,5,gonzaga
2019,46043156,Montavious Murphy, PF ,6-8,190,Concordia Lutheran,Spring,TX,0.9007,183,35,18,kansas state
2019,46040350,Tyrese Samuel, PF ,6-8,210,Orangeville Prep,Mono,ON,0.9003,184,36,4,seton hall
2019,46046305,Daniel Boatwright, SF ,6-6,185,St Genevieve,Panorama City,CA,0.9000,185,42,14,NULL
2019,46047453,Mahamadou Diawara, PF ,6-10,220,Massanutten Military Academy,Woodstock,VA,0.9000,186,37,8,NULL
2019,46051032,Christian Koloko, C ,7-0,195,Sierra Canyon,Chatsworth,CA,0.8996,187,33,15,arizona
2019,46050255,Ford Cooper, PG ,6-3,175,United Faith Christian Academy,Charlotte,NC,0.8991,188,20,7,missouri state
2019,46047205,Drake London, SG ,6-4,200,Moorpark,Moorpark,CA,0.8984,189,30,16,usc
2019,46038430,Raymond Hawkins, C ,6-9,225,Findlay Prep,Henderson,NV,0.8978,190,34,3,alabama
2019,46081435,Santiago Vescovi, PG ,6-2,175,NBA Global Academy,Uruguay,URUG,0.8977,191,21,3,tennessee
2019,46035525,Samari Curtis, SG ,6-4,180,Xenia,Xenia,OH,0.8971,192,31,5,nebraska
2019,46058072,Dieonte Miles, C ,6-10,210,Walton-verona,Walton,KY,0.8970,193,35,4,xavier
2019,46047723,Kevin McCullar, SF ,6-6,180,Karen Wagner,San Antonio,TX,0.8964,194,43,19,texas tech
2019,46035649,Joel Brown, PG ,6-2,180,Brewster Academy,Canada,CANA,0.8963,195,22,5,california
2019,46046201,Carl Lewis, C ,6-9,250,Hillcrest Prep,Phoenix,AZ,0.8947,196,36,8,new mexico state
2019,46048917,Naheem McLeod, C ,7-3,230,Plymouth-Whitemarsh,Plymouth Meeting,PA,0.8945,197,37,7,florida state
2019,46082370,Jesse Edwards, C ,6-11,205,IMG Academy,Netherlands,NETH,0.8945,198,38,17,syracuse
2019,46056579,Caleb Mills, CG ,6-3,170,Asheville Christian Academy,Swannanoa,NC,0.8944,199,28,8,houston
2019,46056994,Jordan Rawls, PG ,6-2,165,Hamilton Heights Christian Academy,Chattanooga,TN,0.8943,200,23,5,western kentucky
2019,46047896,Jacob Germany, C ,6-11,225,Kingston,Kingston,OK,0.8936,201,39,2,utsa
2019,45572935,Joseph Girard, CG ,6-1,178,Glens Falls Senior,Glens Falls,NY,0.8934,202,29,3,syracuse
2019,46046623,D.J. Thorpe, C ,6-8,230,Lake Travis,Austin,TX,0.8931,203,40,20,california
2019,46047251,Tyler Wahl, SF ,6-7,200,Lakeville North,Lakeville,MN,0.8926,204,44,4,wisconsin
2019,46057767,Emmanuel Andrew, SF ,6-6,205,Kearns,Salt Lake City,UT,0.8922,205,45,5,new mexico
2019,46055170,Drew Pember, PF ,6-9,190,Bearden,Knoxville,TN,0.8919,206,38,6,tennessee
2019,46057638,Jourdan Smith, SF ,6-6,170,Sunrise Christian,New Orleans,LA,0.8912,207,46,10,NULL
2019,46055765,Iverson Molinar, SG ,6-3,185,Veritas Prep,Garden Grove,CA,0.8911,208,32,17,mississippi state
2019,46058223,Sammy Hunter, PF ,6-9,230,Bahamas,Bahamas,BAHA,0.8908,209,39,1,ole miss
2019,46058443,Tre Jackson, PG ,6-1,170,Blythewood,Blythewood,SC,0.8904,210,24,5,iowa state
2019,45572940,Isaiah Thompson, PG ,6-0,165,Zionsville,Zionsville,IN,0.8904,211,25,7,purdue
2019,46039928,Luke Anderson, PF ,6-8,215,Lakeland,Lakeland,FL,0.8893,212,40,18,iowa state
2019,46048039,Scotty Pippen Jr., PG ,6-0,160,Sierra Canyon,Chatsworth,CA,0.8893,213,26,18,vanderbilt
2019,46058028,Mikael Jantunen, PF ,6-8,215,Helsinki Basketball Academy,Finland,FINL,0.8888,214,41,1,utah
2019,46045860,Jamon Kemp, SF ,6-6,175,Woodstock Academy,Woodstock,CT,0.8884,215,47,5,NULL
2019,93320,Zimife Nwokeji, SF ,6-7,180,Maclay School,Tallahassee,FL,0.8880,216,48,19,dayton
2019,46055509,Devan Cambridge, SF ,6-6,190,Hillcrest Prep,Phoenix,AZ,0.8876,217,49,9,auburn
2019,46043232,Davonte Gaines, SF ,6-7,175,Hargrave Military Academy,HS) ,NULL,0.8875,218,50,9,tennessee
2019,46048045,Deandre Wilkins, PF ,6-8,250,Wesleyan Christian,High Point,NC,0.8875,219,42,9,NULL
2019,46049731,Mason Gillis, PF ,6-6,215,New Castle Chrysler Sch,New Castle,IN,0.8873,220,43,8,purdue
2019,46038493,Seth Lundy, SF ,6-6,195,Roman Catholic,Philadelphia,PA,0.8868,221,51,8,penn state
2019,46055249,Shereef Mitchell, PG ,6-0,155,Sunrise Christian,Wichita,KS,0.8866,222,27,11,creighton
2019,46057584,Julius Marble, PF ,6-8,225,Jesuit,Dallas,TX,0.8862,223,44,21,michigan state
2019,46046890,Noah Fernandes, PG ,5-11,155,Woodstock Academy,Mattapoisett,MA,0.8861,224,28,6,wichita state
2019,94237,Jared Jones, C ,6-9,232,McEachern,Powder Springs,GA,0.8860,225,41,9,northwestern
2019,46049170,Anthony Walker, PF ,6-8,205,Brewster Academy,Wolfeboro,NH,0.8854,226,45,6,miami
2019,46054996,Yuri Collins, PG ,5-10,175,St. Mary's,Saint Louis,MO,0.8850,227,29,3,saint louis
2019,46045774,Matthew Van Komen, C ,7-4,220,Pleasant Grove,Pleasant Grove,UT,0.8850,228,42,6,utah
2019,46054839,Justin McKoy, SF ,6-8,225,Panther Creek,Cary,NC,0.8848,229,52,10,virginia
2019,84691,Maxwell Lorca-Lloyd, PF ,6-9,205,Northfield Mount Hermon,GILL,MA,0.8844,230,46,3,pennsylvania
2019,46084715,Spencer Jones, SF ,6-7,195,Bishop Miege,Mission,KS,0.8842,231,53,12,stanford
2019,45573407,Michael Moreno, PF ,6-6,195,Scott County,Georgetown,KY,0.8837,232,47,5,eastern kentucky
2019,46042251,Tyem Freeman, SF ,6-6,180,Hillcrest,Springfield,MO,0.8837,233,54,4,missouri state
2019,46051752,Robert McRae III, SG ,6-3,180,Fairfax Senior,Los Angeles,CA,0.8837,234,33,19,NULL
2019,46051855,Jahmir Young, PG ,6-0,160,DeMatha Catholic,Hyattsville,MD,0.8836,235,30,4,charlotte
2019,46081327,Taryn Todd, SG ,6-2,170,Findlay Prep,Henderson,NV,0.8832,236,34,4,tcu
2019,45572872,Karim Coulibaly, PF ,6-8,220,Scotland Campus,Mali,MALI,0.8828,237,48,9,pittsburgh
2019,46041326,CJ Felder, PF ,6-7,225,Sumter,Sumter,SC,0.8824,238,49,6,boston college
2019,86261,Deontay Long, SF ,6-4,200,Washington Expeditionary Learning,Milwaukee,WI,0.8819,240,55,1,NULL
2019,46036389,Niven Hart, SG ,6-5,180,Oak Ridge,Orlando,FL,0.8818,241,35,21,fresno state
2019,46047744,Jalen Williams, CG ,6-3,180,Perry,Gilbert,AZ,0.8814,242,30,10,NULL
