Year,ID,Player,POS,HT,WT,High School,City,State,Rating,National_Rank,Position_Rank,State_Rank,Team
2021,46085855,Peyton Daniels, CG ,6-2,165,Tri-Cities,Atlanta,GA,0.9247,139,15,9,vanderbilt
2021,46085888,Payton Sandfort, PF ,6-8,210,Waukee Senior,Waukee,IA,0.9235,140,23,3,iowa
2021,46086865,Jake Wahlin, PF ,6-7,180,Timpview,Provo,UT,0.9231,141,24,2,byu
2021,46057257,Ryan Conway, PG ,6-1,160,Dulaney,Lutherville Timonium,MD,0.9230,142,22,4,seton hall
2021,46059504,Kalen Etzler, PF ,6-8,195,Crestview,Convoy,OH,0.9224,143,25,3,ohio state
2021,46076615,Kenny Pohto, C ,6-11,240,Sunrise Christian,Wichita,KS,0.9219,144,22,4,NULL
2021,46101000,Will Tschetter, PF ,6-8,225,Stewartville Senior,Stewartville,MN,0.9216,145,26,2,michigan
2021,46054952,KeShawn Murphy, PF ,6-10,220,Ramsay,Birmingham,AL,0.9216,146,27,3,mississippi state
2021,46076614,Anton Brookshire, CG ,6-0,155,Kickapoo,Springfield,MO,0.9209,147,16,2,missouri
2021,46047367,Tyler Beard, CG ,6-2,175,Hargrave Military Academy,HS) ,NULL,0.9203,148,17,7,georgetown
2021,46057141,Matthew Mors, PF ,6-7,220,Yankton - 01,Yankton,SD,0.9195,149,28,1,wisconsin
2021,46080586,Yaya Keita, C ,6-9,210,DeSmet,Saint Louis,MO,0.9172,150,23,3,missouri
2021,46086379,Malachi Smith, CG ,6-0,155,St. Raymond For Boys,Bronx,NY,0.9167,151,18,3,dayton
2021,46093854,Brooks Barnhizer, SF ,6-6,200,Jefferson,Lafayette,IN,0.9154,152,30,7,northwestern
2021,46058930,Julian Roper, SG ,6-3,183,St. Mary's,Franklin,MI,0.9150,153,32,4,northwestern
2021,46100420,Ian Schieffelin, PF ,6-8,225,Grayson,Loganville,GA,0.9142,154,29,10,clemson
2021,46056678,Chris Hodges, PF ,6-8,235,Schaumburg,Schaumburg,IL,0.9142,155,30,5,wisconsin
2021,46102625,Keeyan Itejere, PF ,6-9,190,Grace Christian School,Raleigh,NC,0.9142,156,31,6,marquette
2021,46082379,Marsalis Roberson, SG ,6-5,180,Bishop O'Dowd,Oakland,CA,0.9091,157,33,9,california
2021,46102373,Brandin Podziemski, SG ,6-5,195,St. John's Northwestern Academies,Delafield,WI,0.9071,158,34,4,illinois
2021,46086961,"Glenn Taylor, Jr.", SF ,6-6,190,Compass Prep,Chandler,AZ,0.9057,159,31,5,NULL
2021,46101019,Ramon Walker, SF ,6-5,195,Shadow Creek,Pearland,TX,0.9045,160,32,9,houston
2021,46102687,Kameron Jones, SG ,6-4,180,Evangelical Christian,Cordova,TN,0.9039,161,35,4,marquette
2021,46055230,Obinna Anyanwu, PF ,6-7,215,Cathedral Catholic,San Diego,CA,0.9039,162,32,10,california
2021,46110552,Teafale Lenard, SF ,6-7,170,Link Year Prep,Branson,MO,0.9029,163,33,4,tulsa
2021,46057212,Alden Applewhite, SF ,6-7,210,Compass Prep,Chandler,AZ,0.9025,164,34,6,mississippi state
2021,46083463,Breon Pass, PG ,6-0,175,Reidsville,Reidsville,NC,0.8982,165,23,7,north carolina state
2021,46050625,Jaquan Carlos, PG ,6-1,160,Thomas Jefferson HS,Brooklyn,NY,0.8973,166,24,4,hofstra
2021,46076613,Kordell Charles, SF ,6-6,190,IMG Academy,Bradenton,FL,0.8972,167,35,20,NULL
2021,46102367,Jamel King, SF ,6-7,180,Bella Vista Prep,Scottsdale,AZ,0.8967,168,36,7,new mexico
2021,46101613,Gianni Thompson, PF ,6-8,205,Brimmer And May School,Chestnut Hill,MA,0.8957,169,33,2,boston college
2021,46097918,Gabe Dorsey, SF ,6-6,200,The Hill School,Pottstown,PA,0.8957,170,37,8,vanderbilt
2021,46058043,Louis Lesmond, SG ,6-5,190,Notre Dame College Prep,Evanston,IL,0.8955,171,36,6,harvard
2021,46085093,James Nobles, SG ,6-3,160,Birmingham,Van Nuys,CA,0.8953,172,37,11,NULL
2021,46086001,"Mike Mitchell, Jr.", PG ,6-2,175,Archbishop Mitty,San Jose,CA,0.8945,173,25,12,pepperdine
2021,46093802,Lucas Taylor, SG ,6-6,185,Heritage,Wake Forest,NC,0.8945,174,38,8,wake forest
2021,46084460,Demari Williams, SG ,6-6,210,Dream City Christian,Glendale,AZ,0.8943,175,39,8,arizona state
2021,46085761,Jalen Brown, SG ,6-3,175,Trezevant,Memphis,TN,0.8940,176,40,5,NULL
2021,46093836,William Felton, PF ,6-8,220,Hargrave Military Academy,HS) ,NULL,0.8935,177,34,8,arizona state
2021,46076620,Harrison Hornery, PF ,6-9,210,Mater Dei,Santa Ana,CA,0.8931,178,35,13,usc
2021,46102819,Mannie Harris, CG ,6-3,170,Mitchell County,Camilla,GA,0.8930,179,19,11,georgia southern
2021,46097732,"Demarshay Johnson, Jr.", C ,6-9,210,Salesian,Richmond,CA,0.8926,180,24,14,san diego state
2021,46058669,Bijan Cortes, PG ,6-1,160,Kingfisher,Kingfisher,OK,0.8926,181,26,3,oklahoma
2021,46101081,James White, SG ,6-5,175,Heritage,Conyers,GA,0.8923,182,41,12,ole miss
2021,46103325,Trevon Brazile, SF ,6-7,180,Parkview,Springfield,MO,0.8921,183,38,5,missouri
2021,46083683,Houston Mallette, CG ,6-5,170,Pacifica Christian,Newport Beach,CA,0.8914,184,20,15,pepperdine
2021,46079376,Lamaj Lewis, CG ,6-4,175,St. John Bosco,Bellflower,CA,0.8912,185,21,16,NULL
2021,46051866,Seth Wilson, CG ,6-1,185,Lorain,Lorain,OH,0.8911,186,22,4,west virginia
2021,46085570,Kok Yat, PF ,6-8,185,Norcross,Norcross,GA,0.8908,187,36,13,depaul
2021,46086320,Erik Reynolds, CG ,6-2,170,The Bullis School,Potomac,MD,0.8901,188,23,5,saint josephs
2021,46059525,Brayon Freeman, PG ,6-1,160,Huntington Prep,Arlington,VA,0.8898,189,27,1,george washington
2021,46057444,Alexis Reyes, SG ,6-7,190,Cushing Academy,Roxbury,MA,0.8892,190,42,3,east carolina
2021,46086727,Oleg Kojenets, C ,6-10,215,Western Reserve Academy,Hudson,OH,0.8890,191,25,17,nebraska
2021,46109968,Nate Barnhart, C ,6-10,195,De Soto   School,De Soto,KS,0.8886,192,26,5,wyoming
2021,46101496,Javon Ruffin, SG ,6-5,195,Isidore Newman,New Orleans,LA,0.8886,193,43,1,colorado
2021,46095050,Harold Yu, C ,7-3,260,Sierra Canyon,Chatsworth,CA,0.8881,194,27,18,NULL
2021,46099442,Trey Moss, PG ,6-3,170,Windermere Prep,Windermere,FL,0.8880,195,28,21,south florida
2021,46058067,Jalen Ricks, SG ,6-6,195,Oak Hill Academy,Mouth Of Wilson,VA,0.8876,196,44,9,NULL
2021,46085640,Eric Van Der Heijden, PF ,6-9,205,Millbrook,Raleigh,NC,0.8874,197,37,9,ole miss
2021,46059049,Akoldah Gak, PF ,6-11,200,Blair Academy,Australia,AUST,0.8873,198,38,5,NULL
2021,46101614,Khalil Brantley, PG ,6-0,165,Boys & Girls,Brooklyn,NY,0.8873,199,29,5,NULL
2021,46056581,Pierce Thomas, SF ,6-5,195,Brownsburg,Brownsburg,IN,0.8872,200,39,8,butler
2021,46086186,Jalin Billingsley, PF ,6-7,195,Lutheran East,Cleveland,OH,0.8868,201,39,5,georgetown
2021,46101363,Markus Ilver, PF ,6-8,195,Western Reserve Academy,Hudson,OH,0.8866,202,40,6,wisconsin
2021,46059501,Josh Farmer, PF ,6-9,180,Sharpstown,Houston,TX,0.8864,203,41,10,utsa
2021,46076619,John Christofilis, SG ,6-4,170,O'Dea,Seattle,WA,0.8863,204,45,5,creighton
2021,46058665,Rafael Pinzon, SG ,6-5,175,Long Island Lutheran,Glen Head,NY,0.8859,205,46,6,saint johns
2021,46079141,Tre Carroll, PF ,6-7,205,Charlotte,Punta Gorda,FL,0.8854,206,42,22,florida atlantic
2021,46085165,Wayne McKinney, CG ,5-11,185,Coronado,Coronado,CA,0.8854,207,24,19,san diego
2021,46036338,Elijah Hutchins-Everett, C ,6-10,225,Putnam Science Academy,Orange,NJ,0.8849,208,28,2,austin peay
2021,46079344,Keshon Gilbert, PG ,6-1,170,Durango,Las Vegas,NV,0.8848,209,30,5,unlv
2021,46094968,Ty Harper, CG ,6-3,170,Santa Clarita Christian School,Canyon Country,CA,0.8847,210,25,20,louisiana
2021,46100050,Jalen Miller, PG ,6-3,190,Bishop Walsh School,Washington,DC,0.8846,211,31,6,rutgers
2021,46101516,Ashton Smith, C ,6-9,230,Legacy the School of Sport Sciences,Spring,TX,0.8845,212,29,11,texas am
2021,46086235,Robbie Armbrester, PF ,6-6,215,Wasatch Academy,Atlanta,GA,0.8836,213,43,3,houston
2021,46085715,Nathan Rawlins-Kibonge, PF ,6-7,240,Jefferson,Portland,OR,0.8835,214,44,1,NULL
2021,46083718,Justin Rochelin, SF ,6-4,175,Heritage Christian,Northridge,CA,0.8831,215,40,21,arizona state
2021,46102234,Camron McDowell, SG ,6-5,170,McEachern,Powder Springs,GA,0.8830,216,47,14,georgia
2021,46103157,Jalen Lake, SG ,6-4,185,Waxahachie,Waxahachie,TX,0.8826,217,48,12,colorado state
2021,46082607,PJ Eason, PF ,6-9,210,Potter's House Christian Academy,Dadeville,AL,0.8823,218,45,23,NULL
2021,46094905,Grant Slatten, SG ,6-5,192,White County,Sparta,TN,0.8823,219,49,6,ole miss
2021,46054937,D.J. Hughes, PF ,6-7,215,Lawrence North,Indianapolis,IN,0.8822,220,46,9,butler
2021,46083631,Bennett Pitcher, C ,6-7.5,273,Deerfield Academy,Deerfield,MA,0.8821,221,30,4,harvard
2021,46102889,Myles Rice, PG ,6-2,175,Sandy Creek,Tyrone,GA,0.8819,222,32,15,washington state
2021,46036179,Lynn Greer III, PG ,6-2,185,Roman Catholic,Philadelphia,PA,0.8817,223,33,9,dayton
2021,46104076,Stefan Todorovic, SF ,6-8,190,Prolific Prep,Napa,CA,0.8814,224,41,22,smu
2021,46097758,Kuluel Mading, PF ,6-9,190,The Burlington School,Burlington,NC,0.8814,225,47,10,buffalo
2021,46101923,Logan Landers, C ,6-10,230,Cedarburg,Cedarburg,WI,0.8812,226,31,5,kansas state
2021,46100948,Sean Durugordon, SF ,6-7,215,Putnam Science Academy,Putnam,CT,0.8811,227,42,3,missouri
2021,46085356,David Elliott, CG ,6-2,175,Birmingham,Van Nuys,CA,0.8806,228,26,23,NULL
