Year,ID,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2021,46035504,TJ Goodwin, PRO ,NULL,utep,NULL,Conference USA,NULL
2021,46111836,Darren Grainger, DUAL ,NULL,furman,georgia state,Southern,Sun Belt
2021,46051404,Drew Gunther, PRO ,NULL,syracuse,bowling green,ACC,Mid-American
2021,46053226,Jack Kristofek, DUAL ,NULL,sam houston state,mississippi state,Southland,SEC
2021,75430,Jack Lindsey, PRO ,NULL,arkansas,NULL,SEC,NULL
2021,46081846,Johnathan Mosley, PRO ,NULL,kentucky,NULL,SEC,NULL
2021,90758,John Seter, PRO ,NULL,georgia,smu,SEC,American Athletic
2021,81493,Colton Taylor, PRO ,NULL,texas am,NULL,SEC,NULL
2021,46076999,Greyson Thompson, PRO ,NULL,north texas,jackson state,Conference USA,SWAC
2021,46048830,Demarkcus Bowman, RB ,0.9909,clemson,florida,ACC,SEC
2021,81840,Eric Gray, RB ,0.9244,tennessee,oklahoma,SEC,Big 12
2021,36064,Ty Chandler, RB ,0.9679,tennessee,north carolina,SEC,ACC
2021,46045836,Zach Charbonnet, RB ,0.9760,michigan,ucla,Big Ten,Pacific-12
2021,94655,Keaontay Ingram, RB ,0.9324,texas,usc,Big 12,Pacific-12
2021,83735,Markese Stepp, RB ,0.8991,usc,nebraska,Pacific-12,Big Ten
2021,91908,David Bailey, RB ,0.8381,boston college,NULL,ACC,NULL
2021,46056565,D.J. Williams, RB ,0.8975,auburn,florida state,SEC,ACC
2021,46040381,Jordan Wilmore, RB ,0.8919,utah,fresno state,Pacific-12,Mountain West
2021,46045047,Jaylen Warren, RB ,0.8083,utah state,oklahoma state,Mountain West,Big 12
2021,87041,Deondrick Glass, RB ,0.9133,oklahoma state,NULL,Big 12,NULL
2021,87773,Chez Mellusi, RB ,0.9105,clemson,NULL,ACC,NULL
2021,46036437,Re'Mahn Davis, RB ,0.8235,temple,vanderbilt,American Athletic,SEC
2021,46055138,Kenneth Walker, RB ,0.8122,wake forest,michigan state,ACC,Big Ten
2021,81035,T.J. Pledger, RB ,0.9543,oklahoma,utah,Big 12,Pacific-12
2021,45572871,Chris Curry, RB ,0.8924,lsu,utah,SEC,Pacific-12
2021,89825,John Lovett, RB ,0.8684,baylor,penn state,Big 12,Big Ten
2021,83677,Tre Siggers, RB ,0.8228,north texas,smu,Conference USA,American Athletic
2021,94167,Harold Joiner, RB ,0.9375,auburn,michigan state,SEC,Big Ten
2021,46050207,Drake Anderson, RB ,0.8361,northwestern,arizona,Big Ten,Pacific-12
2021,86755,Iverson Clement, RB ,0.8958,florida,temple,SEC,American Athletic
2021,77191,Chase Hayden, RB ,0.8899,east carolina,illinois,American Athletic,Big Ten
2021,92674,Jaren Mangham, RB ,0.8858,colorado,south florida,Pacific-12,American Athletic
2021,77372,Christian Turner, RB ,0.8784,michigan,wake forest,Big Ten,ACC
2021,46037641,Deshaun Fenwick, APB ,0.8763,south carolina,oregon state,SEC,Pacific-12
2021,61008,Alan Lamar, RB ,0.7817,yale,arkansas state,Ivy,Sun Belt
2021,94554,Mark-Antony Richards, RB ,0.9589,auburn,central florida,SEC,American Athletic
2021,46041773,Tirek Murphy, RB ,0.9047,purdue,NULL,Big Ten,NULL
2021,46049141,Jayvaun Wilson, RB ,0.8863,oregon,unlv,Pacific-12,Mountain West
2021,26367,Kentrail Moran, RB ,0.8832,new mexico,NULL,Mountain West,NULL
2021,45573237,Nakia Watson, RB ,0.8822,wisconsin,washington state,Big Ten,Pacific-12
2021,89288,Cyrus Habibi-Likio, RB ,0.8789,oregon,boise state,Pacific-12,Mountain West
2021,35905,Bradrick Shaw, RB ,0.8779,california,NULL,Pacific-12,NULL
2021,37417,Kareem Walker, RB ,0.8750,mississippi state,NULL,SEC,NULL
2021,41537,Robert Burns, RB ,0.8732,miami,NULL,ACC,NULL
2021,46036511,Jahmir Smith, RB ,0.8721,notre dame,appalachian state,FBS Independents,Sun Belt
2021,46051728,Kay'Ron Adams, RB ,0.8673,rutgers,massachusetts,Big Ten,FBS Independents
2021,46058943,Lee Witherspoon, RB ,0.8668,mississippi state,alabama birmingham,SEC,Conference USA
2021,94573,Jawhar Jordan, RB ,0.8660,syracuse,NULL,ACC,NULL
2021,82092,Devin Brumfield, RB ,0.8646,utah,tulane,Pacific-12,American Athletic
2021,46038955,Isaiah Bowser, RB ,0.8639,northwestern,miami ohio,Big Ten,Mid-American
2021,94387,Anthony Williams Jr., RB ,0.8635,michigan state,akron,Big Ten,Mid-American
2021,46040532,Zidane Thomas, RB ,0.8625,san diego state,NULL,Mountain West,NULL
2021,86234,La’Damian Webb, RB ,0.8615,florida state,troy,ACC,Sun Belt
2021,46042081,Kendrell Flowers, RB ,0.8614,wake forest,NULL,ACC,NULL
2021,46049695,Keyon Henry-Brooks, RB ,0.8552,vanderbilt,NULL,SEC,NULL
2021,87222,Antwuan Branch, RB ,0.8544,north carolina,NULL,ACC,NULL
2021,46039942,Tyreese Jackson, RB ,0.8539,colorado state,NULL,Mountain West,NULL
2021,89576,Demetrious Flowers, RB ,0.8539,arizona state,NULL,Pacific-12,NULL
2021,76208,Peter Hayes-Patrick, RB ,0.8538,akron,NULL,Mid-American,NULL
2021,86396,Devin Darrington, RB ,0.8498,harvard,virginia,Ivy,ACC
2021,82466,Jacob Kibodi, RB ,0.8488,uiw,louisiana,Southland,Sun Belt
2021,46053484,Thomas Grayson, RB ,0.8485,kansas state,NULL,Big 12,NULL
2021,83472,Paris Brown Jr., RB ,0.8466,pittsburgh,NULL,ACC,NULL
2021,80322,DeMarcus Townsend, RB ,0.8466,florida international,NULL,Conference USA,NULL
2021,94095,T.J. Green, RB ,0.8465,utah,liberty,Pacific-12,FBS Independents
2021,46757,Jamari Peacock, RB ,0.8463,virginia,NULL,ACC,NULL
2021,78166,Chawntez Moss, RB ,0.8462,grand valley state,NULL,NULL,NULL
2021,29135,Alec Sinkfield, RB ,0.8444,west virginia,boston college,Big 12,ACC
2021,46055339,Jahmon McClendon, RB ,0.8444,ucla,NULL,Pacific-12,NULL
2021,46036011,Garrison Johnson, RB ,0.8431,syracuse,NULL,ACC,NULL
2021,85302,Calvin Tyler, RB ,0.8430,oregon state,utah state,Pacific-12,Mountain West
2021,46049439,Da'Joun Hewitt, RB ,0.8418,purdue,NULL,Big Ten,NULL
2021,46049819,Shadrick Byrd, RB ,0.8389,iowa,charlotte,Big Ten,Conference USA
2021,46039361,Kenyon Sims, RB ,0.8377,illinois,NULL,Big Ten,NULL
2021,32896,Malik Staples, RB ,0.8372,western kentucky,NULL,Conference USA,NULL
2021,46036158,TaMerik Williams, RB ,0.8335,smu,north dakota state,American Athletic,Missouri Valley
2021,46036134,Amare Jones, RB ,0.8326,tulane,georgia southern,American Athletic,Sun Belt
2021,78799,Jamauri Wakefield, RB ,0.8326,vanderbilt,NULL,SEC,NULL
2021,75839,Marcus Williams Jr, APB ,0.8316,appalachian state,louisiana tech,Sun Belt,Conference USA
2021,80536,Ra'Von Bonner, RB ,0.8315,illinois,temple,Big Ten,American Athletic
2021,46036564,Donovan Marshall, RB ,0.8305,arkansas state,NULL,Sun Belt,NULL
2021,45573225,Dylan Downing, RB ,0.8287,unlv,purdue,Mountain West,Big Ten
2021,46085263,Isiah Childs, RB ,0.8281,akron,NULL,Mid-American,NULL
