Year,ID,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2019,62921,Cole Brownholtz, PRO ,0.8006,hawaii,uiw,Mountain West,Southland
2019,80542,Caleb Griffin, PRO ,0.7982,texas tech,sfasu,Big 12,Southland
2019,85547,Jordan McAfee, PRO ,0.7981,uconn,NULL,FBS Independents,NULL
2019,91211,Bryce Rivers, PRO ,0.7971,utsa,northwestern state,Conference USA,Southland
2019,79702,Holden Hotchkiss, PRO ,0.7965,north dakota state,NULL,Missouri Valley,NULL
2019,46056033,Hunter Raquet, DUAL ,0.7933,fresno state,NULL,Mountain West,NULL
2019,85853,Jordan Loving, PRO ,0.7898,lsu,southeastern louisiana,SEC,Southland
2019,46042479,Jake Neufeld, DUAL ,0.7898,tcu,NULL,Big 12,NULL
2019,46047407,Jiya Wright, DUAL ,0.7898,northern illinois,NULL,Mid-American,NULL
2019,56883,Aaron Winchester, DUAL ,0.7893,georgia state,ccsu,Sun Belt,Northeast
2019,76957,Preston Weeks, PRO ,0.7892,baylor,sfasu,Big 12,Southland
2019,93475,Reow Jackson, PRO ,0.7882,wyoming,NULL,Mountain West,NULL
2019,32920,Logan Marchi, PRO ,0.7878,etsu,sacred heart,Southern,Northeast
2019,58516,Andre Sale, PRO ,0.7798,lsu,NULL,SEC,NULL
2019,92121,Peyton Derrick, DUAL ,0.7783,appalachian state,wofford,Sun Belt,Southern
2019,38052,Beau English, PRO ,0.7682,air force,richmond,Mountain West,CAA
2019,85811,Brayden Hawkins, PRO ,0.7681,maryland,louisiana,Big Ten,Sun Belt
2019,46044358,Ivan Corbin Jr., PRO ,0.7667,georgia southern,mvsu,Sun Belt,SWAC
2019,46044826,Cam Thomas, PRO ,0.7667,army,jacksonville state,FBS Independents,Ohio Valley
2019,75844,Quinton Maxwell, PRO ,0.7531,ohio,NULL,Mid-American,NULL
2019,58947,Henry Van Dellen, PRO ,0.7481,north dakota state,liberty,Missouri Valley,FBS Independents
2019,87569,Chance Amie, DUAL ,NULL,syracuse,NULL,ACC,NULL
2019,38679,Michael Beaudry, PRO ,NULL,uconn,NULL,FBS Independents,NULL
2019,36971,Conor Blount, DUAL ,NULL,oregon state,eastern kentucky,Pacific-12,Ohio Valley
2019,46041836,Cooper Callis, PRO ,NULL,southern illinois,NULL,Missouri Valley,NULL
2019,46041099,Jacob Cendoya, PRO ,NULL,ole miss,troy,SEC,Sun Belt
2019,38629,Mason Cunningham, DUAL ,NULL,liberty,NULL,FBS Independents,NULL
2019,84692,Kory Curtis, PRO ,NULL,ohio state,bryant,Big Ten,Northeast
2019,76187,Griffin Dahn, PRO ,NULL,nevada,albany,Mountain West,CAA
2019,92071,Darius Douglas, DUAL ,NULL,south carolina,charleston southern,SEC,Big South
2019,91115,Matthew Downing, PRO ,NULL,georgia,tcu,SEC,Big 12
2019,23187,Alin Edouard, DUAL ,NULL,utsa,rhode island,Conference USA,CAA
2019,83507,Colt Garrett, PRO ,NULL,texas tech,NULL,Big 12,NULL
2019,46037211,Nick Gerber, PRO ,NULL,texas tech,NULL,Big 12,NULL
2019,46080007,Gage Gubrud, DUAL ,NULL,eastern washington,washington state,Big Sky,Pacific-12
2019,46049081,John Keller, PRO ,NULL,cincinnati,NULL,American Athletic,NULL
2019,91387,Jagger LaRoe, PRO ,NULL,texas am,ohio state,SEC,Big Ten
2019,90498,Micah Leon, PRO ,NULL,north carolina state,uconn,ACC,FBS Independents
2019,58944,Sean McCormack, PRO ,NULL,louisville,western kentucky,ACC,Conference USA
2019,63683,Connor Neville, PRO ,NULL,washington state,NULL,Pacific-12,NULL
2019,77884,Cade Pearson, PRO ,NULL,north texas,NULL,Conference USA,NULL
2019,46041953,Drake Peer, PRO ,NULL,western kentucky,chattanooga,Conference USA,Southern
2019,46035816,Justin Sliwoski, PRO ,NULL,pittsburgh,saint francis,ACC,Northeast
2019,46081037,Tom Stewart, PRO ,NULL,harvard,rice,Ivy,Conference USA
2019,46043354,Holden Thomas, PRO ,NULL,usc,NULL,Pacific-12,NULL
2019,46039333,Ford Werness, PRO ,NULL,ole miss,charlotte,SEC,Conference USA
2019,86645,Asa Martin, RB ,0.9207,auburn,miami,SEC,ACC
2019,23889,James Gilbert, RB ,0.8284,ball state,kansas state,Mid-American,Big 12
2019,34533,Ty'Son Williams, RB ,0.9024,south carolina,byu,SEC,FBS Independents
2019,23557,Taj Griffin, APB ,0.9751,oregon,NULL,Pacific-12,NULL
2019,35481,Tavien Feaster, RB ,0.9816,clemson,south carolina,ACC,SEC
2019,27164,Eric Swinney, RB ,0.9453,ole miss,NULL,SEC,NULL
2019,77478,Toneil Carter, RB ,0.9316,texas,sam houston state,Big 12,Southland
2019,86645,Asa Martin, RB ,0.9207,miami,memphis,ACC,American Athletic
2019,37371,Kyle Porter, RB ,0.9073,texas,houston,Big 12,American Athletic
2019,90281,O'Maury Samuels, RB ,0.9025,michigan,new mexico state,Big Ten,FBS Independents
2019,86521,Greg Bell, RB ,0.8846,nebraska,san diego state,Big Ten,Mountain West
2019,26188,Stephen Davis Jr., RB ,0.8802,south carolina,ncat,SEC,MEAC
2019,81996,Brian Snead, RB ,0.8800,ohio state,NULL,Big Ten,NULL
2019,36368,Brandon Stephens, RB ,0.8791,ucla,smu,Pacific-12,American Athletic
2019,89436,Charles Strong, RB ,0.8717,texas am,troy,SEC,Sun Belt
2019,47631,Jordon Brown, APB ,0.8715,north carolina,kansas state,ACC,Big 12
2019,27560,Deshawn McClease, RB ,0.8711,virginia tech,virginia tech,ACC,ACC
2019,19677,Tristian Houston, RB ,0.8705,texas,NULL,Big 12,NULL
2019,90917,Tae Provens, RB ,0.8625,lsu,NULL,SEC,NULL
2019,62531,Trelon Smith, RB ,0.8615,arizona state,arkansas,Pacific-12,SEC
2019,88935,Morgan Ellison, RB ,0.8600,indiana,NULL,Big Ten,NULL
2019,37146,Da'Leon Ward, RB ,0.8593,texas tech,sfasu,Big 12,Southland
2019,35908,Biaggio Ali Walsh, RB ,0.8584,california,unlv,Pacific-12,Mountain West
2019,28022,Reagan Williams, FB ,0.8527,stanford,rice,Pacific-12,Conference USA
2019,80313,Maleek Williams, RB ,0.8515,arkansas,florida international,SEC,Conference USA
2019,37917,Trey Sneed, RB ,0.8497,rutgers,fordham,Big Ten,Patriot League
2019,87473,JD King, RB ,0.8497,oklahoma state,georgia southern,Big 12,Sun Belt
2019,45573448,Caleb Perry, APB ,0.8472,washington state,NULL,Pacific-12,NULL
2019,81292,Derrick Clark, RB ,0.8462,california,NULL,Pacific-12,NULL
2019,38081,Sihiem King, RB ,0.8438,kentucky,NULL,SEC,NULL
2019,54062,Elijah Mack, RB ,0.8437,south florida,mcneese state,American Athletic,Southland
2019,59385,Trey Smith, RB ,0.8407,louisville,wyoming,ACC,Mountain West
2019,53435,Josh Crawford, RB ,0.8406,vanderbilt,aamu,SEC,SWAC
2019,46039488,Chase Brown, RB ,0.8403,western michigan,illinois,Mid-American,Big Ten
2019,20567,Johnathan Hawkins, RB ,0.8403,buffalo,campbell,Mid-American,Pioneer
2019,45572434,Abraham Alce, RB ,0.8399,akron,NULL,Mid-American,NULL
2019,85156,Ben Miles, FB ,0.8393,texas am,kansas,SEC,Big 12
2019,32896,Malik Staples, RB ,0.8372,louisville,western kentucky,ACC,Conference USA
2019,22591,Mark Allen, RB ,0.8355,penn state,duquesne,Big Ten,Northeast
2019,82189,Jordan Rowell, RB ,0.8355,northern illinois,maine,Mid-American,CAA
2019,37461,Dominik London, RB ,0.8341,minnesota,north dakota,Big Ten,Missouri Valley
2019,58506,Charles Snorweah, RB ,0.8335,rutgers,NULL,Big Ten,NULL
2019,30948,Deron Thompson, RB ,0.8321,kansas,NULL,Big 12,NULL
2019,86996,Ra'veion Hargrove, RB ,0.8276,bowling green,NULL,Mid-American,NULL
2019,44992,Jonathan Femi-Cole, RB ,0.8270,minnesota,NULL,Big Ten,NULL
2019,29693,Nick Ralston, RB ,0.8260,arizona state,louisiana,Pacific-12,Sun Belt
2019,78968,Joshua Fields, RB ,0.8254,utep,utep,Conference USA,Conference USA
2019,37308,Taylor Boose, RB ,0.8236,cincinnati,NULL,American Athletic,NULL
2019,84062,Brock Sturges, RB ,0.8225,arizona state,NULL,Pacific-12,NULL
2019,27536,Nevone McCrimmon, RB ,0.8204,toledo,NULL,Mid-American,NULL
2019,78253,Kurt Taylor, RB ,0.8200,michigan,NULL,Big Ten,NULL
2019,75243,Riley Burt, RB ,0.8165,byu,utah state,FBS Independents,Mountain West
2019,73093,Davon Jones, RB ,0.8163,boston college,bowling green,ACC,Mid-American
2019,62155,Arthur Thompkins, RB ,0.8157,toledo,uconn,Mid-American,FBS Independents
2019,31929,Ula Tolutau, RB ,0.8138,byu,NULL,FBS Independents,NULL
2019,55376,KirVonte Benson, FB ,0.8123,georgia tech,NULL,ACC,NULL
2019,91164,Reed Martin, RB ,0.8113,tulsa,NULL,American Athletic,NULL
2019,21760,Jordan Wright, RB ,0.8072,louisiana,NULL,Sun Belt,NULL
2019,71797,Jaylen Jackson, RB ,0.8059,georgia tech,NULL,ACC,NULL
2019,24598,Tyler Bell, RB ,0.8011,wake forest,NULL,ACC,NULL
2019,91311,Craig Nelson, RB ,0.7981,indiana,southern,Big Ten,SWAC
2019,92503,Nicholas Sims, RB ,0.7977,toledo,indiana state,Mid-American,Missouri Valley
2019,46042276,Erick Doke, RB ,0.7914,northern illinois,NULL,Mid-American,NULL
2019,80268,Alex James, RB ,0.7898,coastal carolina,albany,Sun Belt,CAA
2019,85562,Duran Bell Jr, RB ,0.7891,south florida,alabama state,American Athletic,SWAC
2019,75514,Jaire George, RB ,0.7824,vanderbilt,NULL,SEC,NULL
2019,92161,William Knight, RB ,0.7802,old dominion,delaware,Conference USA,CAA
2019,46040667,Fotis Kokosioulis, APB ,0.7792,northern illinois,fordham,Mid-American,Patriot League
2019,66380,Emmanuel Esukpa, RB ,0.7774,rice,byu,Conference USA,FBS Independents
2019,38431,Marquez Trigg, RB ,0.7731,western kentucky,wagner,Conference USA,Northeast
2019,93605,Trey Woods, RB ,0.7716,wyoming,NULL,Mountain West,NULL
2019,46040136,Bryson Godfrey, RB ,0.7691,coastal carolina,NULL,Sun Belt,NULL
2019,66410,Houston Robert, APB ,0.7683,rice,NULL,Conference USA,NULL
2019,46044659,Casey Harper, FB ,0.7667,oklahoma,NULL,Big 12,NULL
2019,23537,Emmanuel Reed, RB ,0.7642,buffalo,maine,Mid-American,CAA
2019,46042619,Jevon Bigelow, RB ,0.7631,wyoming,fresno state,Mountain West,Mountain West
2019,88848,Theo Dawson, RB ,0.7531,wyoming,byu,Mountain West,FBS Independents
2019,46035452,Colin Thurman, RB ,0.6996,cincinnati,NULL,American Athletic,NULL
2019,80936,Max Anthony, FB ,NULL,rutgers,albany,Big Ten,CAA
2019,38177,Charlie Booker, RB ,NULL,harvard,rice,Ivy,Conference USA
2019,92500,Mookie Collier, RB ,NULL,marshall,nccu,Conference USA,MEAC
2019,46048899,Jason Edwards, RB ,NULL,pittsburgh,west virginia,ACC,Big 12
2019,81761,Julian Garrett, RB ,NULL,michigan,NULL,Big Ten,NULL
2019,46047742,Darius Graves, RB ,NULL,north carolina,ncat,ACC,MEAC
2019,60988,Caperton Humphrey, FB ,NULL,kansas,NULL,Big 12,NULL
2019,46050817,Tyrese Johnson-Fisher, RB ,NULL,coastal carolina,NULL,Sun Belt,NULL
2019,46057865,Javonte Kemp, FB ,NULL,texas am,NULL,SEC,NULL
2019,43488,Branden Leon, RB ,NULL,arizona,NULL,Pacific-12,NULL
2019,46081384,Keshaun McGaugh, RB ,NULL,charlotte,NULL,Conference USA,NULL
2019,46052735,Mitch McNutt, RB ,NULL,illinois,NULL,Big Ten,NULL
2019,46049309,Jamyn Patu, RB ,NULL,washington,NULL,Pacific-12,NULL
2019,34832,Justin Rankin, RB ,NULL,kent state,NULL,Mid-American,NULL
2019,94180,Armand Shyne, RB ,NULL,utah,texas tech,Pacific-12,Big 12
2019,85431,Grant Walker, RB ,NULL,georgia southern,NULL,Sun Belt,NULL
2019,45729,Colin Wilson, RB ,NULL,louisville,NULL,ACC,NULL
2019,46037882,Luke Ford, TE ,0.9753,georgia,illinois,SEC,Big Ten
2019,78938,K.J. Osborn, WR ,0.7850,buffalo,miami,Mid-American,ACC
2019,61349,Jay Jay Wilson, TE ,0.8901,arizona state,auburn,Pacific-12,SEC
2019,29270,Jalen McCleskey, WR ,0.8528,oklahoma state,tulane,Big 12,American Athletic
2019,31894,Juwan Johnson, WR ,0.9428,penn state,oregon,Big Ten,Pacific-12
2019,25877,Lawrence Cager, WR ,0.8895,miami,georgia,ACC,SEC
2019,71357,Tyjon Lindsey, WR ,0.9769,nebraska,oregon state,Big Ten,Pacific-12
2019,37909,Eric Kumah, WR ,0.8641,virginia tech,old dominion,ACC,Conference USA
2019,35625,Justice Shelton-Mosley, WR ,0.8600,harvard,vanderbilt,Ivy,SEC
2019,19746,George Campbell, WR ,0.9903,florida state,west virginia,ACC,Big 12
2019,75304,Siaosi Mariner, WR ,0.8607,utah,utah state,Pacific-12,Mountain West
2019,83676,Sean Savoy, WR ,0.8603,virginia tech,maryland,ACC,Big Ten
2019,43464,Tabari Hines, WR ,0.8513,oregon,north carolina state,Pacific-12,ACC
2019,46039467,Ceejhay French-Love, TE ,NULL,arizona state,northern arizona,Pacific-12,Big Sky
2019,30699,Jalen Harris, TE ,0.8615,auburn,colorado,SEC,Pacific-12
2019,45489,Tre Hamilton, WR ,NULL,memphis,south alabama,American Athletic,Sun Belt
2019,43201,Eli Wolf, TE ,0.7778,tennessee,georgia,SEC,SEC
2019,88120,Bru McCoy, WR ,0.9944,texas,usc,Big 12,Pacific-12
2019,35335,Jeff Thomas, WR ,0.9807,miami,miami,ACC,ACC
2019,24834,Nate Craig-Myers, WR ,0.9767,auburn,colorado state,SEC,Mountain West
2019,36764,Kekoa Crawford, WR ,0.9455,michigan,california,Big Ten,Pacific-12
2019,76952,L'Christian Smith, WR ,0.9454,ohio state,cincinnati,Big Ten,American Athletic
2019,82938,Jeremiah Holloman, WR ,0.9431,georgia,florida international,SEC,Conference USA
2019,37743,Drake Davis, WR ,0.9419,lsu,southern,SEC,SWAC
2019,81326,D.D. Bowie, WR ,0.9380,ole miss,jackson state,SEC,SWAC
2019,49714,Trevon Sidney, WR ,0.9360,usc,illinois,Pacific-12,Big Ten
2019,36675,Naseir Upshur, TE ,0.9341,florida state,NULL,ACC,NULL
2019,60162,Damian Alloway, WR ,0.9316,ucla,florida atlantic,Pacific-12,Conference USA
2019,25522,Josh Imatorbhebhe, WR ,0.9314,usc,illinois,Pacific-12,Big Ten
2019,28086,Carlos Strickland, WR ,0.9291,kansas state,utsa,Big 12,Conference USA
2019,83423,Oliver Martin, WR ,0.9251,michigan,iowa,Big Ten,Big Ten
2019,35398,Klyde Chriss, WR ,0.9228,texas am,pvamu,SEC,SWAC
2019,66765,Darian Owens, WR ,0.9225,marshall,NULL,Conference USA,NULL
2019,75578,Daquon Green, WR ,0.9102,florida,murray state,SEC,Ohio Valley
2019,24070,Darnell Salomon, WR ,0.9005,south florida,NULL,American Athletic,NULL
2019,38837,Stephen Johnson, WR ,0.9002,ucla,NULL,Pacific-12,NULL
2019,31095,Irvin Charles, WR ,0.8971,penn state,NULL,Big Ten,NULL
2019,81359,Jimmy Jaggers, TE ,0.8967,ucla,ucla,Pacific-12,Pacific-12
2019,26879,Tyrone Wheatley Jr., TE ,0.8953,michigan,morgan state,Big Ten,MEAC
2019,30300,Brandon Polk, WR ,0.8947,penn state,james madison,Big Ten,CAA
2019,88655,Marquez Ezzard, WR ,0.8939,miami,georgia tech,ACC,ACC
2019,38732,Audie Omotosho, WR ,0.8933,ucla,east carolina,Pacific-12,American Athletic
2019,78298,Kedrick James, TE ,0.8921,alabama,smu,SEC,American Athletic
2019,20007,Gabe Angel, TE ,0.8911,ole miss,western illinois,SEC,Missouri Valley
2019,22032,Kyle Penniston, TE ,0.8894,wisconsin,rutgers,Big Ten,Big Ten
2019,79039,Montel Parker, WR ,0.8884,texas am,texas southern,SEC,SWAC
2019,37199,Terrell Chatman, WR ,0.8852,arizona state,virginia,Pacific-12,ACC
2019,88092,Jaylon Robinson, WR ,0.8837,oklahoma,central florida,Big 12,American Athletic
2019,35712,Keyshawn Pie Young, WR ,0.8825,usc,marshall,Pacific-12,Conference USA
2019,80109,Randal Grimes, WR ,0.8821,usc,unlv,Pacific-12,Mountain West
2019,19929,Traveon Samuel, WR ,0.8802,troy,memphis,Sun Belt,American Athletic
2019,46036860,Jatavious Harris, WR ,0.8784,louisville,tennessee state,ACC,Ohio Valley
2019,46036861,Matt Alaimo, TE ,0.8742,ucla,rutgers,Pacific-12,Big Ten
2019,31055,Shadell Bell, TE ,0.8721,clemson,coastal carolina,ACC,Sun Belt
2019,90002,Manuel Allen, WR ,0.8717,western kentucky,NULL,Conference USA,NULL
2019,78988,Zach Sheffer, TE ,0.8709,lsu,NULL,SEC,NULL
2019,78381,Danny Dalton, TE ,0.8691,penn state,boston college,Big Ten,ACC
2019,31610,A.J. Alexander, TE ,0.8691,gardner webb,NULL,Big South,NULL
2019,87990,Dillon Spalding, WR ,0.8681,west virginia,james madison,Big 12,CAA
2019,78802,Carmoni Green, WR ,0.8680,illinois,lamar,Big Ten,Southland
2019,32029,Keyston Fuller, WR ,0.8661,duke,richmond,ACC,CAA
2019,81601,Cam Sullivan-Brown, WR ,0.8640,penn state,penn state,Big Ten,Big Ten
2019,44304,Dion Ray, WR ,0.8640,louisiana,nicholls state,Sun Belt,Southland
2019,80800,Devaughn Cooper, WR ,0.8624,arizona,utep,Pacific-12,Conference USA
2019,23768,La'Michael Pettway, WR ,0.8616,arkansas,iowa state,SEC,Big 12
2019,46035272,Maleak Bryant, TE ,0.8613,miami ohio,NULL,Mid-American,NULL
2019,86379,Maleek Barkley, WR ,0.8605,arkansas,montana state,SEC,Big Sky
2019,89201,Kolbi Fuqua, WR ,0.8601,auburn,jacksonville state,SEC,Ohio Valley
2019,35513,Keith Mixon, WR ,0.8593,mississippi state,western michigan,SEC,Mid-American
2019,91819,Kenedy Snell, WR ,0.8590,tcu,NULL,Big 12,NULL
2019,9475,Josh Weeks, TE ,0.8590,utep,sfasu,Conference USA,Southland
2019,93372,Chase Van Wagoner, WR ,0.8580,tcu,NULL,Big 12,NULL
2019,83891,Jarrod Barnes, WR ,0.8579,arkansas,central arkansas,SEC,Southland
2019,77108,Samuel Denmark, WR ,0.8565,virginia tech,coastal carolina,ACC,Sun Belt
2019,89475,Keynel McZeal, WR ,0.8564,texas am,NULL,SEC,NULL
2019,76776,Christian Roberson, TE ,0.8559,mississippi state,charlotte,SEC,Conference USA
2019,53797,TaDarryl Marshall, WR ,0.8549,samford,alabama birmingham,Southern,Conference USA
2019,37447,Zy'Aire Hughes, WR ,0.8538,kentucky,NULL,SEC,NULL
2019,38551,Tony Nicholson, WR ,0.8529,baylor,new mexico state,Big 12,FBS Independents
2019,32986,Cole Blackman, WR ,0.8529,virginia,illinois state,ACC,Missouri Valley
2019,32741,Kanawai Noa, WR ,0.8528,california,nebraska,Pacific-12,Big Ten
2019,76542,Sean Ryan, WR ,0.8527,temple,west virginia,American Athletic,Big 12
2019,30760,A.D. Miller, WR ,0.8524,oklahoma,oklahoma,Big 12,Big 12
2019,78694,Lou Dorsey, TE ,0.8517,illinois,NULL,Big Ten,NULL
2019,83582,Josh Johnson, WR ,0.8515,iowa state,tulsa,Big 12,American Athletic
2019,36055,Drew Kobayashi, WR ,0.8513,washington state,alabama,Pacific-12,SEC
2019,88951,Quantino Allen, WR ,0.8510,oregon state,nccu,Pacific-12,MEAC
2019,46038333,Wooby Theork-Youmans, WR ,0.8493,virginia,NULL,ACC,NULL
2019,22181,Jonathan Giles, WR ,0.8488,lsu,texas southern,SEC,SWAC
2019,77785,Jusstis Warren, TE ,0.8481,washington,eastern washington,Pacific-12,Big Sky
2019,15471,Tavin Richardson, WR ,0.8479,kentucky,marshall,SEC,Conference USA
2019,26646,Rhashid Bonnette, WR ,0.8478,louisiana tech,mcneese state,Conference USA,Southland
2019,27970,Greyson Bankhead, WR ,0.8458,california,NULL,Pacific-12,NULL
2019,37729,Keenan Barnes, WR ,0.8456,louisiana,austin peay,Sun Belt,Ohio Valley
2019,84087,Jacob Coons, TE ,0.8451,iowa,NULL,Big Ten,NULL
2019,77907,Drue Jackson, WR ,0.8450,washington state,NULL,Pacific-12,NULL
2019,33060,Charlie Fessler, WR ,0.8447,northwestern,richmond,Big Ten,CAA
2019,46041721,Corey Fulcher, WR ,0.8446,texas tech,NULL,Big 12,NULL
