Year,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2020,Chris Seeley, SF ,0.8333,fresno state,null,Mountain West,NULL
2020,Cedrick Alley Jr., SF ,0.8333,houston,utsa,American Athletic,Conference USA
2020,Evan Cole, PF ,0.8274,georgia tech,utah valley,ACC,WAC
2020,James Love, SF ,0.8261,kansas state,eastern michigan,Big 12,Mid-American
2020,Ody Oguama, PF ,0.8228,wake forest,null,ACC,NULL
2020,Arnaldo Toro, SF ,0.8218,george washington,saint johns,Atlantic 10,Big East
2020,Andrei Savrasov, PF ,0.8000,texas tech,georgia southern,Big 12,Sun Belt
2020,Robert Brown, SF ,0.7857,new mexico state,null,WAC,NULL
2020,Reed Farley, SF ,0.7667,harvard,null,Ivy,NULL
2020,Riley Abercrombie, SF ,NULL,boise state,rice,Mountain West,Conference USA
2020,Warith Alatishe, SF ,NULL,nicholls state,oregon state,Southland,Pacific-12
2020,Galen Alexander, SF ,NULL,georgetown,texas southern,Big East,SWAC
2020,Robert Allen, PF ,NULL,samford,ole miss,Southern,SEC
2020,Bernie Andre, SF ,NULL,northern arizona,vermont,Big Sky,America East
2020,Christian Anigwe, PF ,NULL,san jose state,uc davis,Mountain West,Big West
2020,E.J. Anosike, SF ,NULL,sacred heart,tennessee,Northeast,SEC
2020,Destin Barnes, SF ,NULL,jacksonville,uc santa barbara,Atlantic Sun,Big West
2020,Jordan Bell, PF ,NULL,pacific,null,West Coast,NULL
2020,Chudier Bile, SF ,NULL,northwestern state,georgetown,Southland,Big East
2020,Maxime Boursiquot, SF ,NULL,northeastern,null,CAA,NULL
2020,Braden Burke, PF ,NULL,michigan state,central michigan,Big Ten,Mid-American
2020,Marvin Cannon, SF ,NULL,washington state,charlotte,Pacific-12,Conference USA
2020,Robert Carpenter, SF ,NULL,saint bonaventure,null,Atlantic 10,NULL
2020,Sy Chatman, PF ,NULL,massachusetts,illinois state,Atlantic 10,Missouri Valley
2020,Courtese Cooper, PF ,NULL,lsu,southern utah,SEC,Big Sky
2020,Hunter Dean, PF ,NULL,southern mississippi,george washington,Conference USA,Atlantic 10
2020,Jake DesJardins, SF ,NULL,arizona,null,Pacific-12,NULL
2020,Boubacar Diakite, SF ,NULL,weber state,null,Big Sky,NULL
2020,Kaosi Ezeagu, PF ,NULL,utep,kansas state,Conference USA,Big 12
2020,LJ Figueroa, SF ,NULL,saint johns,oregon,Big East,Pacific-12
2020,Myron Gardner, SF ,NULL,georgetown,null,Big East,NULL
2020,Amir Gholizadeh, SF ,NULL,chicago state,null,WAC,NULL
2020,Leon Goldsborough, SF ,NULL,winthrop,null,Big South,NULL
2020,Kayo Goncalves, PF ,NULL,south alabama,null,Sun Belt,NULL
2020,Chevez Goodwin, PF ,NULL,wofford,usc,Southern,Pacific-12
2020,Myles Hanson, SF ,NULL,xavier,null,Big East,NULL
2020,Cory Hightower, PF ,NULL,presbyterian,western carolina,Big South,Southern
2020,Christian Hinckson, SF ,NULL,manhattan,binghamton,MAAC,America East
2020,Casdon Jardine, SF ,NULL,utah valley,hawaii,WAC,Big West
2020,Brandon Johnson, PF ,NULL,western michigan,minnesota,Mid-American,Big Ten
2020,Chereef Knox, SF ,NULL,saint josephs,coppin state,Atlantic 10,MEAC
2020,Trevion Lamar, SF ,NULL,georgia southern,null,Sun Belt,NULL
