Year,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2020,Greg Lee, PF ,NULL,cal state bakersfield,null,WAC,NULL
2020,Marten Linssen, PF ,NULL,uncw,saint louis,CAA,Atlantic 10
2020,J.J. Matthews, PF ,NULL,arkansas state,null,Sun Belt,NULL
2020,Marquis Moore, SF ,NULL,detroit,southern utah,Horizon,Big Sky
2020,David Nzekwesi, PF ,NULL,denver,weber state,Summit,Big Sky
2020,Prince Oduro, PF ,NULL,mississippi state,south florida,SEC,American Athletic
2020,Mezie Offurum, SF ,NULL,george washington,mount st marys,Atlantic 10,Northeast
2020,Pauly Paulicap, PF ,NULL,manhattan,depaul,MAAC,Big East
2020,Trevelin Queen, SF ,NULL,western kentucky,new mexico state,Conference USA,WAC
2020,Frederick Scott, SF ,NULL,rider,boston college,MAAC,ACC
2020,Tirus Smith, PF ,NULL,louisiana,mvsu,Sun Belt,SWAC
2020,Nate Springs, PF ,NULL,ohio,kennesaw state,Mid-American,Atlantic Sun
2020,Trevon Taylor, SF ,NULL,wyoming,james madison,Mountain West,CAA
2020,Mark Tikhonenko, SF ,NULL,sam houston state,chattanooga,Southland,Southern
2020,Sage Tolbert, PF ,NULL,semo,temple,Ohio Valley,American Athletic
2020,Joshua Tomaic, PF ,NULL,maryland,san diego state,Big Ten,Mountain West
2020,Jacob Toppin, SF ,NULL,rhode island,kentucky,Atlantic 10,SEC
2020,Benjamin Uloko, PF ,NULL,houston baptist,null,Southland,NULL
2020,DeAndre Williams, PF ,NULL,evansville,memphis,Missouri Valley,American Athletic
2020,Dwight Wilson, SF ,NULL,james madison,ohio,CAA,Mid-American
2020,Horace Wyatt, SF ,NULL,arkansas little rock,null,Sun Belt,NULL
2020,Francis Okoro, C ,0.9808,oregon,saint louis,Pacific-12,Atlantic 10
2020,Makhi Mitchell, C ,0.9731,maryland,rhode island,Big Ten,Atlantic 10
2020,Romello White, C ,0.9700,arizona state,ole miss,Pacific-12,SEC
2020,M.J. Cage, C ,0.9447,pepperdine,null,West Coast,NULL
2020,Colin Castleton, C ,0.9371,michigan,florida,Big Ten,SEC
2020,Bryan Penn-Johnson, C ,0.9139,washington,lsu,Pacific-12,SEC
2020,Joshua Morgan, C ,0.9114,long beach state,usc,Big West,Pacific-12
2020,Raymond Hawkins, C ,0.8978,alabama,long beach state,SEC,Big West
2020,Joel Mensah, C ,0.8935,san diego state,null,Mountain West,NULL
2020,Morris Udeze, C ,0.8899,wichita state,null,American Athletic,NULL
2020,Jared Jones, C ,0.8860,northwestern,middle tennessee state,Big Ten,Conference USA
2020,Matthew Van Komen, C ,0.8850,utah,st marys,Pacific-12,West Coast
2020,Chukwuebuka Akabueze, C ,0.8837,alabama birmingham,null,Conference USA,NULL
2020,Russell Barlow, C ,0.8817,tcu,null,Big 12,NULL
2020,Rodney Howard, C ,0.8798,georgia,georgia tech,SEC,ACC
2020,Majur Majak, C ,0.8787,saint peters,null,MAAC,NULL
2020,Olivier Sarr, C ,0.8752,wake forest,kentucky,ACC,SEC
2020,Javian Davis, C ,0.8744,alabama,mississippi state,SEC,SEC
2020,Justyn Hamilton, C ,0.8655,temple,kent state,American Athletic,Mid-American
2020,Galin Smith, C ,0.8644,alabama,maryland,SEC,Big Ten
2020,Deshawn Thomas, C ,0.8628,lsu,coastal carolina,SEC,Sun Belt
2020,Russel Tchewa, C ,0.8628,texas tech,south florida,Big 12,American Athletic
2020,Gorjok Gak, C ,0.8575,florida,null,SEC,NULL
2020,Matt Haarms, C ,0.8530,purdue,byu,Big Ten,West Coast
2020,Darnell Brodie, C ,0.8517,seton hall,drake,Big East,Missouri Valley
2020,Theo Akwuba, C ,NULL,portland,louisiana,West Coast,Sun Belt
2020,Noah Bigirumwami, C ,NULL,chicago state,null,WAC,NULL
2020,Mark Gasperini, C ,NULL,american,massachusetts,Patriot League,Atlantic 10
2020,James Karnik, C ,NULL,lehigh,boston college,Patriot League,ACC
2020,Mattias Markusson, C ,NULL,null,null,NULL,NULL
2020,Brendan Medley-Bacon, C ,NULL,coppin state,virginia commonwealth,MEAC,Atlantic 10
2020,Jeffrey Otchere, C ,NULL,stony brook,utrgv,America East,WAC
2020,Liam Robbins, C ,NULL,drake,minnesota,Missouri Valley,Big Ten
2020,Patrick Tape, C ,NULL,columbia,duke,Ivy,ACC
