Year,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2019,McLane Carter, PRO ,0.8395,texas tech,rutgers,Big 12,Big Ten
2019,Swift Lyle, PRO ,0.8394,georgia state,null,Sun Belt,NULL
2019,Kingsley Ifedi, DUAL ,0.8379,east carolina,ncat,American Athletic,MEAC
2019,Luke Shiflett, DUAL ,0.8366,middle tennessee state,furman,Conference USA,Southern
2019,Cam Thomas, DUAL ,0.8356,illinois,null,Big Ten,NULL
2019,Chris Oladokun, PRO ,0.8327,south florida,samford,American Athletic,Southern
2019,Jack Walker, PRO ,0.8309,georgia state,null,Sun Belt,NULL
2019,Zeb Noland, PRO ,0.8300,iowa state,north dakota state,Big 12,Missouri Valley
2019,Terrell Carter, PRO ,0.8300,san jose state,null,Mountain West,NULL
2019,Christian Alexander, PRO ,0.8295,florida international,wagner,Conference USA,Northeast
2019,Will McBride, DUAL ,0.8268,tennessee,lamar,SEC,Southland
2019,Jeremy Moussa, PRO ,0.8250,hawaii,null,Mountain West,NULL
2019,Seth Washington, DUAL ,0.8241,tennessee,null,SEC,NULL
2019,Matthew McDonald, PRO ,0.8222,boston college,bowling green,ACC,Mid-American
2019,Jarret Doege, PRO ,0.8221,bowling green,west virginia,Mid-American,Big 12
2019,Jackson Tyner, DUAL ,0.8198,rice,texas tech,Conference USA,Big 12
2019,Stacy Conner, DUAL ,0.8190,byu,null,FBS Independents,NULL
2019,Brett Kean, PRO ,0.8185,south florida,charlotte,American Athletic,Conference USA
2019,Brady McBride, PRO ,0.8173,memphis,texas state,American Athletic,Sun Belt
2019,Bryce Veasley, PRO ,0.8154,bowling green,duquesne,Mid-American,Northeast
2019,K'hari Lane, PRO ,0.8132,arizona,null,Pacific-12,NULL
2019,Manny Miles, PRO ,0.8099,north carolina,kansas,ACC,Big 12
2019,Marvin Washington, PRO ,0.8077,uconn,null,FBS Independents,NULL
2019,Chance Thrasher, DUAL ,0.8053,coastal carolina,etsu,Sun Belt,Southern
2019,Layne Hatcher, DUAL ,0.8043,alabama,arkansas state,SEC,Sun Belt
2019,J.C. Robles, PRO ,0.8034,colorado state,null,Mountain West,NULL
2019,Kilton Anderson, PRO ,0.8021,coastal carolina,wm,Sun Belt,CAA
2019,Drayton Arnold, DUAL ,0.8011,old dominion,chattanooga,Conference USA,Southern
2019,Cole Brownholtz, PRO ,0.8006,hawaii,uiw,Mountain West,Southland
2019,Caleb Griffin, PRO ,0.7982,texas tech,sfasu,Big 12,Southland
2019,Jordan McAfee, PRO ,0.7981,uconn,null,FBS Independents,NULL
2019,Bryce Rivers, PRO ,0.7971,utsa,northwestern state,Conference USA,Southland
2019,Holden Hotchkiss, PRO ,0.7965,north dakota state,null,Missouri Valley,NULL
2019,Hunter Raquet, DUAL ,0.7933,fresno state,null,Mountain West,NULL
2019,Jordan Loving, PRO ,0.7898,lsu,southeastern louisiana,SEC,Southland
2019,Jake Neufeld, DUAL ,0.7898,tcu,null,Big 12,NULL
2019,Jiya Wright, DUAL ,0.7898,northern illinois,null,Mid-American,NULL
2019,Aaron Winchester, DUAL ,0.7893,georgia state,ccsu,Sun Belt,Northeast
2019,Preston Weeks, PRO ,0.7892,baylor,sfasu,Big 12,Southland
2019,Reow Jackson, PRO ,0.7882,wyoming,null,Mountain West,NULL
2019,Logan Marchi, PRO ,0.7878,etsu,sacred heart,Southern,Northeast
2019,Andre Sale, PRO ,0.7798,lsu,null,SEC,NULL
2019,Peyton Derrick, DUAL ,0.7783,appalachian state,wofford,Sun Belt,Southern
2019,Beau English, PRO ,0.7682,air force,richmond,Mountain West,CAA
2019,Brayden Hawkins, PRO ,0.7681,maryland,louisiana,Big Ten,Sun Belt
2019,Ivan Corbin Jr., PRO ,0.7667,georgia southern,mvsu,Sun Belt,SWAC
2019,Cam Thomas, PRO ,0.7667,army,jacksonville state,FBS Independents,Ohio Valley
2019,Quinton Maxwell, PRO ,0.7531,ohio,null,Mid-American,NULL
2019,Henry Van Dellen, PRO ,0.7481,north dakota state,liberty,Missouri Valley,FBS Independents
2019,Chance Amie, DUAL ,NULL,syracuse,null,ACC,NULL
2019,Michael Beaudry, PRO ,NULL,uconn,null,FBS Independents,NULL
2019,Conor Blount, DUAL ,NULL,oregon state,eastern kentucky,Pacific-12,Ohio Valley
2019,Cooper Callis, PRO ,NULL,southern illinois,null,Missouri Valley,NULL
2019,Jacob Cendoya, PRO ,NULL,ole miss,troy,SEC,Sun Belt
2019,Mason Cunningham, DUAL ,NULL,liberty,null,FBS Independents,NULL
2019,Kory Curtis, PRO ,NULL,ohio state,bryant,Big Ten,Northeast
2019,Griffin Dahn, PRO ,NULL,nevada,albany,Mountain West,CAA
2019,Darius Douglas, DUAL ,NULL,south carolina,charleston southern,SEC,Big South
2019,Matthew Downing, PRO ,NULL,georgia,tcu,SEC,Big 12
2019,Alin Edouard, DUAL ,NULL,utsa,rhode island,Conference USA,CAA
2019,Colt Garrett, PRO ,NULL,texas tech,null,Big 12,NULL
2019,Nick Gerber, PRO ,NULL,texas tech,null,Big 12,NULL
2019,Gage Gubrud, DUAL ,NULL,eastern washington,washington state,Big Sky,Pacific-12
2019,John Keller, PRO ,NULL,cincinnati,null,American Athletic,NULL
2019,Jagger LaRoe, PRO ,NULL,texas am,ohio state,SEC,Big Ten
2019,Micah Leon, PRO ,NULL,north carolina state,uconn,ACC,FBS Independents
2019,Sean McCormack, PRO ,NULL,louisville,western kentucky,ACC,Conference USA
2019,Connor Neville, PRO ,NULL,washington state,null,Pacific-12,NULL
2019,Cade Pearson, PRO ,NULL,north texas,null,Conference USA,NULL
2019,Drake Peer, PRO ,NULL,western kentucky,chattanooga,Conference USA,Southern
2019,Justin Sliwoski, PRO ,NULL,pittsburgh,saint francis,ACC,Northeast
2019,Tom Stewart, PRO ,NULL,harvard,rice,Ivy,Conference USA
2019,Holden Thomas, PRO ,NULL,usc,null,Pacific-12,NULL
2019,Ford Werness, PRO ,NULL,ole miss,charlotte,SEC,Conference USA
2019,Asa Martin, RB ,0.9207,auburn,miami,SEC,ACC
2019,James Gilbert, RB ,0.8284,ball state,kansas state,Mid-American,Big 12
2019,Ty'Son Williams, RB ,0.9024,south carolina,byu,SEC,FBS Independents
2019,Taj Griffin, APB ,0.9751,oregon,null,Pacific-12,NULL
2019,Tavien Feaster, RB ,0.9816,clemson,south carolina,ACC,SEC
2019,Eric Swinney, RB ,0.9453,ole miss,null,SEC,NULL
2019,Toneil Carter, RB ,0.9316,texas,sam houston state,Big 12,Southland
2019,Asa Martin, RB ,0.9207,miami,memphis,ACC,American Athletic
2019,Kyle Porter, RB ,0.9073,texas,houston,Big 12,American Athletic
2019,O'Maury Samuels, RB ,0.9025,michigan,new mexico state,Big Ten,FBS Independents
2019,Greg Bell, RB ,0.8846,nebraska,san diego state,Big Ten,Mountain West
2019,Stephen Davis Jr., RB ,0.8802,south carolina,ncat,SEC,MEAC
2019,Brian Snead, RB ,0.8800,ohio state,null,Big Ten,NULL
2019,Brandon Stephens, RB ,0.8791,ucla,smu,Pacific-12,American Athletic
2019,Charles Strong, RB ,0.8717,texas am,troy,SEC,Sun Belt
2019,Jordon Brown, APB ,0.8715,north carolina,kansas state,ACC,Big 12
2019,Deshawn McClease, RB ,0.8711,virginia tech,virginia tech,ACC,ACC
2019,Tristian Houston, RB ,0.8705,texas,null,Big 12,NULL
2019,Tae Provens, RB ,0.8625,lsu,null,SEC,NULL
2019,Trelon Smith, RB ,0.8615,arizona state,arkansas,Pacific-12,SEC
2019,Morgan Ellison, RB ,0.8600,indiana,null,Big Ten,NULL
2019,Da'Leon Ward, RB ,0.8593,texas tech,sfasu,Big 12,Southland
2019,Biaggio Ali Walsh, RB ,0.8584,california,unlv,Pacific-12,Mountain West
2019,Reagan Williams, FB ,0.8527,stanford,rice,Pacific-12,Conference USA
2019,Maleek Williams, RB ,0.8515,arkansas,florida international,SEC,Conference USA
2019,Trey Sneed, RB ,0.8497,rutgers,fordham,Big Ten,Patriot League
2019,JD King, RB ,0.8497,oklahoma state,georgia southern,Big 12,Sun Belt
2019,Caleb Perry, APB ,0.8472,washington state,null,Pacific-12,NULL
2019,Derrick Clark, RB ,0.8462,california,null,Pacific-12,NULL
2019,Sihiem King, RB ,0.8438,kentucky,null,SEC,NULL
2019,Elijah Mack, RB ,0.8437,south florida,mcneese state,American Athletic,Southland
2019,Trey Smith, RB ,0.8407,louisville,wyoming,ACC,Mountain West
2019,Josh Crawford, RB ,0.8406,vanderbilt,aamu,SEC,SWAC
2019,Chase Brown, RB ,0.8403,western michigan,illinois,Mid-American,Big Ten
2019,Johnathan Hawkins, RB ,0.8403,buffalo,campbell,Mid-American,Pioneer
2019,Abraham Alce, RB ,0.8399,akron,null,Mid-American,NULL
2019,Ben Miles, FB ,0.8393,texas am,kansas,SEC,Big 12
2019,Malik Staples, RB ,0.8372,louisville,western kentucky,ACC,Conference USA
2019,Mark Allen, RB ,0.8355,penn state,duquesne,Big Ten,Northeast
2019,Jordan Rowell, RB ,0.8355,northern illinois,maine,Mid-American,CAA
2019,Dominik London, RB ,0.8341,minnesota,north dakota,Big Ten,Missouri Valley
2019,Charles Snorweah, RB ,0.8335,rutgers,null,Big Ten,NULL
2019,Deron Thompson, RB ,0.8321,kansas,null,Big 12,NULL
2019,Ra'veion Hargrove, RB ,0.8276,bowling green,null,Mid-American,NULL
2019,Jonathan Femi-Cole, RB ,0.8270,minnesota,null,Big Ten,NULL
2019,Nick Ralston, RB ,0.8260,arizona state,louisiana,Pacific-12,Sun Belt
2019,Joshua Fields, RB ,0.8254,utep,utep,Conference USA,Conference USA
2019,Taylor Boose, RB ,0.8236,cincinnati,null,American Athletic,NULL
2019,Brock Sturges, RB ,0.8225,arizona state,null,Pacific-12,NULL
2019,Nevone McCrimmon, RB ,0.8204,toledo,null,Mid-American,NULL
2019,Kurt Taylor, RB ,0.8200,michigan,null,Big Ten,NULL
2019,Riley Burt, RB ,0.8165,byu,utah state,FBS Independents,Mountain West
2019,Davon Jones, RB ,0.8163,boston college,bowling green,ACC,Mid-American
2019,Arthur Thompkins, RB ,0.8157,toledo,uconn,Mid-American,FBS Independents
2019,Ula Tolutau, RB ,0.8138,byu,null,FBS Independents,NULL
2019,KirVonte Benson, FB ,0.8123,georgia tech,null,ACC,NULL
2019,Reed Martin, RB ,0.8113,tulsa,null,American Athletic,NULL
2019,Jordan Wright, RB ,0.8072,louisiana,null,Sun Belt,NULL
2019,Jaylen Jackson, RB ,0.8059,georgia tech,null,ACC,NULL
2019,Tyler Bell, RB ,0.8011,wake forest,null,ACC,NULL
2019,Craig Nelson, RB ,0.7981,indiana,southern,Big Ten,SWAC
2019,Nicholas Sims, RB ,0.7977,toledo,indiana state,Mid-American,Missouri Valley
2019,Erick Doke, RB ,0.7914,northern illinois,null,Mid-American,NULL
2019,Alex James, RB ,0.7898,coastal carolina,albany,Sun Belt,CAA
2019,Duran Bell Jr, RB ,0.7891,south florida,alabama state,American Athletic,SWAC
2019,Jaire George, RB ,0.7824,vanderbilt,null,SEC,NULL
2019,William Knight, RB ,0.7802,old dominion,delaware,Conference USA,CAA
2019,Fotis Kokosioulis, APB ,0.7792,northern illinois,fordham,Mid-American,Patriot League
2019,Emmanuel Esukpa, RB ,0.7774,rice,byu,Conference USA,FBS Independents
2019,Marquez Trigg, RB ,0.7731,western kentucky,wagner,Conference USA,Northeast
2019,Trey Woods, RB ,0.7716,wyoming,null,Mountain West,NULL
2019,Bryson Godfrey, RB ,0.7691,coastal carolina,null,Sun Belt,NULL
2019,Houston Robert, APB ,0.7683,rice,null,Conference USA,NULL
2019,Casey Harper, FB ,0.7667,oklahoma,null,Big 12,NULL
2019,Emmanuel Reed, RB ,0.7642,buffalo,maine,Mid-American,CAA
2019,Jevon Bigelow, RB ,0.7631,wyoming,fresno state,Mountain West,Mountain West
2019,Theo Dawson, RB ,0.7531,wyoming,byu,Mountain West,FBS Independents
2019,Colin Thurman, RB ,0.6996,cincinnati,null,American Athletic,NULL
2019,Max Anthony, FB ,NULL,rutgers,albany,Big Ten,CAA
2019,Charlie Booker, RB ,NULL,harvard,rice,Ivy,Conference USA
2019,Mookie Collier, RB ,NULL,marshall,nccu,Conference USA,MEAC
2019,Jason Edwards, RB ,NULL,pittsburgh,west virginia,ACC,Big 12
2019,Julian Garrett, RB ,NULL,michigan,null,Big Ten,NULL
2019,Darius Graves, RB ,NULL,north carolina,ncat,ACC,MEAC
2019,Caperton Humphrey, FB ,NULL,kansas,null,Big 12,NULL
2019,Tyrese Johnson-Fisher, RB ,NULL,coastal carolina,null,Sun Belt,NULL
2019,Javonte Kemp, FB ,NULL,texas am,null,SEC,NULL
2019,Branden Leon, RB ,NULL,arizona,null,Pacific-12,NULL
2019,Keshaun McGaugh, RB ,NULL,charlotte,null,Conference USA,NULL
2019,Mitch McNutt, RB ,NULL,illinois,null,Big Ten,NULL
2019,Jamyn Patu, RB ,NULL,washington,null,Pacific-12,NULL
2019,Justin Rankin, RB ,NULL,kent state,null,Mid-American,NULL
2019,Armand Shyne, RB ,NULL,utah,texas tech,Pacific-12,Big 12
2019,Grant Walker, RB ,NULL,georgia southern,null,Sun Belt,NULL
2019,Colin Wilson, RB ,NULL,louisville,null,ACC,NULL
2019,Luke Ford, TE ,0.9753,georgia,illinois,SEC,Big Ten
2019,K.J. Osborn, WR ,0.7850,buffalo,miami,Mid-American,ACC
2019,Jay Jay Wilson, TE ,0.8901,arizona state,auburn,Pacific-12,SEC
2019,Jalen McCleskey, WR ,0.8528,oklahoma state,tulane,Big 12,American Athletic
2019,Juwan Johnson, WR ,0.9428,penn state,oregon,Big Ten,Pacific-12
2019,Lawrence Cager, WR ,0.8895,miami,georgia,ACC,SEC
2019,Tyjon Lindsey, WR ,0.9769,nebraska,oregon state,Big Ten,Pacific-12
2019,Eric Kumah, WR ,0.8641,virginia tech,old dominion,ACC,Conference USA
2019,Justice Shelton-Mosley, WR ,0.8600,harvard,vanderbilt,Ivy,SEC
2019,George Campbell, WR ,0.9903,florida state,west virginia,ACC,Big 12
2019,Siaosi Mariner, WR ,0.8607,utah,utah state,Pacific-12,Mountain West
2019,Sean Savoy, WR ,0.8603,virginia tech,maryland,ACC,Big Ten
2019,Tabari Hines, WR ,0.8513,oregon,north carolina state,Pacific-12,ACC
2019,Ceejhay French-Love, TE ,NULL,arizona state,northern arizona,Pacific-12,Big Sky
2019,Jalen Harris, TE ,0.8615,auburn,colorado,SEC,Pacific-12
2019,Tre Hamilton, WR ,NULL,memphis,south alabama,American Athletic,Sun Belt
2019,Eli Wolf, TE ,0.7778,tennessee,georgia,SEC,SEC
2019,Bru McCoy, WR ,0.9944,texas,usc,Big 12,Pacific-12
2019,Jeff Thomas, WR ,0.9807,miami,miami,ACC,ACC
2019,Nate Craig-Myers, WR ,0.9767,auburn,colorado state,SEC,Mountain West
2019,Kekoa Crawford, WR ,0.9455,michigan,california,Big Ten,Pacific-12
2019,L'Christian Smith, WR ,0.9454,ohio state,cincinnati,Big Ten,American Athletic
2019,Jeremiah Holloman, WR ,0.9431,georgia,florida international,SEC,Conference USA
2019,Drake Davis, WR ,0.9419,lsu,southern,SEC,SWAC
2019,D.D. Bowie, WR ,0.9380,ole miss,jackson state,SEC,SWAC
2019,Trevon Sidney, WR ,0.9360,usc,illinois,Pacific-12,Big Ten
2019,Naseir Upshur, TE ,0.9341,florida state,null,ACC,NULL
2019,Damian Alloway, WR ,0.9316,ucla,florida atlantic,Pacific-12,Conference USA
2019,Josh Imatorbhebhe, WR ,0.9314,usc,illinois,Pacific-12,Big Ten
2019,Carlos Strickland, WR ,0.9291,kansas state,utsa,Big 12,Conference USA
2019,Oliver Martin, WR ,0.9251,michigan,iowa,Big Ten,Big Ten
2019,Klyde Chriss, WR ,0.9228,texas am,pvamu,SEC,SWAC
2019,Darian Owens, WR ,0.9225,marshall,null,Conference USA,NULL
2019,Daquon Green, WR ,0.9102,florida,murray state,SEC,Ohio Valley
2019,Darnell Salomon, WR ,0.9005,south florida,null,American Athletic,NULL
2019,Stephen Johnson, WR ,0.9002,ucla,null,Pacific-12,NULL
2019,Irvin Charles, WR ,0.8971,penn state,null,Big Ten,NULL
2019,Jimmy Jaggers, TE ,0.8967,ucla,ucla,Pacific-12,Pacific-12
2019,Tyrone Wheatley Jr., TE ,0.8953,michigan,morgan state,Big Ten,MEAC
2019,Brandon Polk, WR ,0.8947,penn state,james madison,Big Ten,CAA
2019,Marquez Ezzard, WR ,0.8939,miami,georgia tech,ACC,ACC
2019,Audie Omotosho, WR ,0.8933,ucla,east carolina,Pacific-12,American Athletic
2019,Kedrick James, TE ,0.8921,alabama,smu,SEC,American Athletic
2019,Gabe Angel, TE ,0.8911,ole miss,western illinois,SEC,Missouri Valley
2019,Kyle Penniston, TE ,0.8894,wisconsin,rutgers,Big Ten,Big Ten
2019,Montel Parker, WR ,0.8884,texas am,texas southern,SEC,SWAC
2019,Terrell Chatman, WR ,0.8852,arizona state,virginia,Pacific-12,ACC
2019,Jaylon Robinson, WR ,0.8837,oklahoma,central florida,Big 12,American Athletic
2019,Keyshawn Pie Young, WR ,0.8825,usc,marshall,Pacific-12,Conference USA
2019,Randal Grimes, WR ,0.8821,usc,unlv,Pacific-12,Mountain West
2019,Traveon Samuel, WR ,0.8802,troy,memphis,Sun Belt,American Athletic
2019,Jatavious Harris, WR ,0.8784,louisville,tennessee state,ACC,Ohio Valley
2019,Matt Alaimo, TE ,0.8742,ucla,rutgers,Pacific-12,Big Ten
2019,Shadell Bell, TE ,0.8721,clemson,coastal carolina,ACC,Sun Belt
2019,Manuel Allen, WR ,0.8717,western kentucky,null,Conference USA,NULL
2019,Zach Sheffer, TE ,0.8709,lsu,null,SEC,NULL
2019,Danny Dalton, TE ,0.8691,penn state,boston college,Big Ten,ACC
2019,A.J. Alexander, TE ,0.8691,gardner webb,null,Big South,NULL
2019,Dillon Spalding, WR ,0.8681,west virginia,james madison,Big 12,CAA
2019,Carmoni Green, WR ,0.8680,illinois,lamar,Big Ten,Southland
2019,Keyston Fuller, WR ,0.8661,duke,richmond,ACC,CAA
2019,Cam Sullivan-Brown, WR ,0.8640,penn state,penn state,Big Ten,Big Ten
2019,Dion Ray, WR ,0.8640,louisiana,nicholls state,Sun Belt,Southland
2019,Devaughn Cooper, WR ,0.8624,arizona,utep,Pacific-12,Conference USA
2019,La'Michael Pettway, WR ,0.8616,arkansas,iowa state,SEC,Big 12
2019,Maleak Bryant, TE ,0.8613,miami ohio,null,Mid-American,NULL
2019,Maleek Barkley, WR ,0.8605,arkansas,montana state,SEC,Big Sky
2019,Kolbi Fuqua, WR ,0.8601,auburn,jacksonville state,SEC,Ohio Valley
2019,Keith Mixon, WR ,0.8593,mississippi state,western michigan,SEC,Mid-American
2019,Kenedy Snell, WR ,0.8590,tcu,null,Big 12,NULL
2019,Josh Weeks, TE ,0.8590,utep,sfasu,Conference USA,Southland
2019,Chase Van Wagoner, WR ,0.8580,tcu,null,Big 12,NULL
2019,Jarrod Barnes, WR ,0.8579,arkansas,central arkansas,SEC,Southland
2019,Samuel Denmark, WR ,0.8565,virginia tech,coastal carolina,ACC,Sun Belt
2019,Keynel McZeal, WR ,0.8564,texas am,null,SEC,NULL
2019,Christian Roberson, TE ,0.8559,mississippi state,charlotte,SEC,Conference USA
2019,TaDarryl Marshall, WR ,0.8549,samford,alabama birmingham,Southern,Conference USA
2019,Zy'Aire Hughes, WR ,0.8538,kentucky,null,SEC,NULL
2019,Tony Nicholson, WR ,0.8529,baylor,new mexico state,Big 12,FBS Independents
2019,Cole Blackman, WR ,0.8529,virginia,illinois state,ACC,Missouri Valley
2019,Kanawai Noa, WR ,0.8528,california,nebraska,Pacific-12,Big Ten
2019,Sean Ryan, WR ,0.8527,temple,west virginia,American Athletic,Big 12
2019,A.D. Miller, WR ,0.8524,oklahoma,oklahoma,Big 12,Big 12
2019,Lou Dorsey, TE ,0.8517,illinois,null,Big Ten,NULL
2019,Josh Johnson, WR ,0.8515,iowa state,tulsa,Big 12,American Athletic
2019,Drew Kobayashi, WR ,0.8513,washington state,alabama,Pacific-12,SEC
2019,Quantino Allen, WR ,0.8510,oregon state,nccu,Pacific-12,MEAC
2019,Wooby Theork-Youmans, WR ,0.8493,virginia,null,ACC,NULL
2019,Jonathan Giles, WR ,0.8488,lsu,texas southern,SEC,SWAC
2019,Jusstis Warren, TE ,0.8481,washington,eastern washington,Pacific-12,Big Sky
2019,Tavin Richardson, WR ,0.8479,kentucky,marshall,SEC,Conference USA
2019,Rhashid Bonnette, WR ,0.8478,louisiana tech,mcneese state,Conference USA,Southland
2019,Greyson Bankhead, WR ,0.8458,california,null,Pacific-12,NULL
2019,Keenan Barnes, WR ,0.8456,louisiana,austin peay,Sun Belt,Ohio Valley
2019,Jacob Coons, TE ,0.8451,iowa,null,Big Ten,NULL
2019,Drue Jackson, WR ,0.8450,washington state,null,Pacific-12,NULL
2019,Charlie Fessler, WR ,0.8447,northwestern,richmond,Big Ten,CAA
2019,Corey Fulcher, WR ,0.8446,texas tech,null,Big 12,NULL
2019,Harry Ballard, WR ,0.8444,missouri,arkansas pine bluff,SEC,SWAC
2019,Brandon Benson, WR ,0.8440,smu,stony brook,American Athletic,CAA
2019,Devin Butler, WR ,0.8432,syracuse,null,ACC,NULL
2019,Demetri Burch, WR ,0.8431,oregon,null,Pacific-12,NULL
2019,Mitch Lewis, TE ,0.8429,miami ohio,illinois state,Mid-American,Missouri Valley
2019,Andrew Park, TE ,0.8422,maryland,null,Big Ten,NULL
2019,DeAndre McNeal, WR ,0.8417,florida atlantic,smu,Conference USA,American Athletic
2019,Isaiah Zuber, WR ,0.8406,kansas state,mississippi state,Big 12,SEC
2019,Dontay Mayfield, WR ,0.8406,central florida,duquesne,American Athletic,Northeast
2019,Chris Cunningham, TE ,0.8403,virginia tech,old dominion,ACC,Conference USA
2019,Justin Gibbs, WR ,0.8395,ball state,austin peay,Mid-American,Ohio Valley
2019,Nakia Griffin-Stewart, TE ,0.8383,rutgers,pittsburgh,Big Ten,ACC
2019,Michael Little, WR ,0.8381,purdue,null,Big Ten,NULL
2019,Trevion Armstrong, WR ,0.8371,nevada,campbell,Mountain West,Pioneer
2019,Caleb Repp, TE ,0.8362,utah,utah state,Pacific-12,Mountain West
2019,Darian Street, WR ,0.8353,pittsburgh,towson,ACC,CAA
2019,Rashad Blunt, WR ,0.8351,rutgers,null,Big Ten,NULL
2019,Zenden Dellinger, TE ,0.8322,indiana,null,Big Ten,NULL
2019,Austin Dorris, TE ,0.8319,indiana,bowling green,Big Ten,Mid-American
2019,Davarius Bargnare, WR ,0.8316,georgia southern,campbell,Sun Belt,Pioneer
2019,Noah Ellison, WR ,0.8314,old dominion,indiana state,Conference USA,Missouri Valley
2019,Reginald Henderson, WR ,0.8287,middle tennessee state,chattanooga,Conference USA,Southern
2019,Jared Scott, WR ,0.8280,wyoming,jacksonville state,Mountain West,Ohio Valley
2019,Vernon Grier, WR ,0.8271,north carolina state,south carolina state,ACC,MEAC
2019,Doug Bates, TE ,0.8266,cincinnati,toledo,American Athletic,Mid-American
2019,Jonathan Nance, WR ,0.8259,arkansas,missouri,SEC,SEC
2019,Marquez Perez, WR ,0.8255,tulsa,uiw,American Athletic,Southland
2019,Jailen Bailey, WR ,0.8252,arizona,null,Pacific-12,NULL
2019,Tyler Sear, TE ,0.8249,pittsburgh,temple,ACC,American Athletic
2019,Benaiah Franklin, WR ,0.8215,purdue,northwestern state,Big Ten,Southland
