Year,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2019,Spencer Gaddis, WR ,0.8215,western kentucky,georgia state,Conference USA,Sun Belt
2019,Steven Peterson, WR ,0.8215,coastal carolina,mercer,Sun Belt,Southern
2019,Antwaun Ayers, WR ,0.8214,san jose state,null,Mountain West,NULL
2019,McLane Mannix, WR ,0.8210,nevada,texas tech,Mountain West,Big 12
2019,Jayden Reed, WR ,0.8204,western michigan,michigan state,Mid-American,Big Ten
2019,Braden Collins, WR ,0.8204,appalachian state,tennessee,Sun Belt,SEC
2019,Kenyon Tabor, WR ,0.8185,kansas,null,Big 12,NULL
2019,Anthony Spurlock, WR ,0.8181,western kentucky,southeastern louisiana,Conference USA,Southland
2019,Akile Davis, WR ,0.8163,byu,northwestern state,FBS Independents,Southland
2019,Markeyvious Adams, WR ,0.8154,appalachian state,null,Sun Belt,NULL
2019,Kade Greeley, TE ,0.8153,hawaii,null,Mountain West,NULL
2019,Justin McGriff, WR ,0.8134,nebraska,null,Big Ten,NULL
2019,Keyron Catlett, WR ,0.8133,purdue,hampton,Big Ten,MEAC
2019,Jerron Rollins, WR ,0.8111,cincinnati,null,American Athletic,NULL
2019,Harrison Ashby, TE ,0.8111,idaho,null,Big Sky,NULL
2019,Cortez Lewis, WR ,0.8105,wake forest,western michigan,ACC,Mid-American
2019,Cortez Lewis, WR ,0.8105,western michigan,hampton,Mid-American,MEAC
2019,Tyrin Summers, WR ,0.8104,cincinnati,chattanooga,American Athletic,Southern
2019,Xavian Marks, WR ,0.8099,alabama,null,SEC,NULL
2019,Austin Alexander, TE ,0.8098,fresno state,null,Mountain West,NULL
2019,Thomas Muldrow, WR ,0.8098,arkansas,null,SEC,NULL
2019,De'Vaughn Brown, WR ,0.8098,wyoming,null,Mountain West,NULL
2019,Bryson Jackson, WR ,0.8088,tcu,houston,Big 12,American Athletic
2019,Jahod Booker, WR ,0.8075,memphis,alabama state,American Athletic,SWAC
2019,Eric Rooks, WR ,0.8065,hawaii,eastern illinois,Mountain West,Ohio Valley
2019,Malik Rodgers, WR ,0.8065,air force,tulsa,Mountain West,American Athletic
2019,Travis Vokolek, TE ,0.8027,rutgers,nebraska,Big Ten,Big Ten
2019,Obe Fortune, WR ,0.8026,georgia southern,null,Sun Belt,NULL
2019,Darius Wise, WR ,0.8025,colorado state,null,Mountain West,NULL
2019,Tyler Davis, TE ,0.8003,uconn,georgia tech,FBS Independents,ACC
2019,Camron Donatlan, WR ,0.7998,wyoming,null,Mountain West,NULL
2019,Jay Gibson, TE ,0.7998,western kentucky,chattanooga,Conference USA,Southern
2019,Brendan Harmon, WR ,0.7993,rice,null,Conference USA,NULL
2019,Tamir Jones, WR ,0.7977,georgia state,null,Sun Belt,NULL
2019,Hunter Thedford, TE ,0.7977,smu,utah,American Athletic,Pacific-12
2019,Mechane Slade, WR ,0.7971,memphis,georgia state,American Athletic,Sun Belt
2019,Jacob Cassidy, TE ,0.7953,marshall,null,Conference USA,NULL
2019,Keishawn Watson, WR ,0.7946,western michigan,appalachian state,Mid-American,Sun Belt
2019,Baron Odom, TE ,0.7931,oklahoma state,null,Big 12,NULL
2019,Richard Hallman, WR ,0.7929,troy,null,Sun Belt,NULL
2019,Reid Rials, WR ,0.7925,southern mississippi,troy,Conference USA,Sun Belt
2019,Joshua Shelmire, WR ,0.7924,smu,null,American Athletic,NULL
2019,Jay King, WR ,0.7924,coastal carolina,null,Sun Belt,NULL
2019,Willie Cherry, WR ,0.7924,ohio,null,Mid-American,NULL
2019,Diondre Champaigne, WR ,0.7906,georgia state,null,Sun Belt,NULL
2019,Da'kendall James, WR ,0.7898,coastal carolina,norfolk state,Sun Belt,MEAC
2019,Tyquavious Terrell, WR ,0.7898,marshall,murray state,Conference USA,Ohio Valley
2019,Jaden Gragg, WR ,0.7892,coastal carolina,troy,Sun Belt,Sun Belt
2019,Camryn Johnson, WR ,0.7882,georgia state,south carolina state,Sun Belt,MEAC
2019,Jess Trussell, TE ,0.7874,purdue,utep,Big Ten,Conference USA
2019,Jonathan Francois, WR ,0.7857,charlotte,florida atlantic,Conference USA,Conference USA
2019,Kendall Catalon, WR ,0.7853,southern,arkansas,SWAC,SEC
2019,Juwan Moody, WR ,0.7853,east carolina,south carolina state,American Athletic,MEAC
2019,Tobias Enlow, WR ,0.7832,arkansas,central arkansas,SEC,Southland
2019,Steven Enis, TE ,0.7832,memphis,null,American Athletic,NULL
2019,Alex Thomas, WR ,0.7824,cincinnati,null,American Athletic,NULL
2019,Tyler Fleetwood, WR ,0.7824,miami ohio,null,Mid-American,NULL
2019,Dakari Carter, WR ,0.7817,toledo,youngstown state,Mid-American,Missouri Valley
2019,Keyion Dixon, WR ,0.7813,uconn,eastern kentucky,FBS Independents,Ohio Valley
2019,Maaseiah Francis, WR ,0.7800,south alabama,null,Sun Belt,NULL
2019,Tyler Mabry, TE ,0.7790,buffalo,maryland,Mid-American,Big Ten
2019,Avante Cox, WR ,0.7790,wyoming,southern illinois,Mountain West,Missouri Valley
2019,RJ Turner, WR ,0.7750,louisiana monroe,texas tech,Sun Belt,Big 12
2019,Keidren Davis, TE ,0.7750,ball state,null,Mid-American,NULL
2019,Legend Brumbaugh, TE ,0.7731,maryland,colorado,Big Ten,Pacific-12
2019,Devin Papenheim, TE ,0.7731,appalachian state,null,Sun Belt,NULL
2019,Thomas Dutton, TE ,0.7731,air force,stony brook,Mountain West,CAA
2019,Jabril Clewis, WR ,0.7718,tulane,null,American Athletic,NULL
2019,Julian Hicks, WR ,0.7716,central michigan,akron,Mid-American,Mid-American
2019,Kyre Richardson, WR ,0.7682,san diego state,null,Mountain West,NULL
2019,Charlie Jones, WR ,0.7675,buffalo,iowa,Mid-American,Big Ten
2019,David Gardner, WR ,0.7667,south alabama,florida atlantic,Sun Belt,Conference USA
2019,Tyler Williams, TE ,0.7667,central florida,null,American Athletic,NULL
2019,Lionell McConnell, WR ,0.7667,liberty,null,FBS Independents,NULL
2019,Cam Burnette, WR ,0.7667,furman,east carolina,Southern,American Athletic
2019,Kareem Adeniyi, WR ,0.7667,utsa,null,Conference USA,NULL
2019,Malik Gray, WR ,0.7657,east carolina,null,American Athletic,NULL
2019,David Fitzwater, TE ,0.7642,tulsa,northwestern state,American Athletic,Southland
2019,Kris Leach, TE ,0.7642,western kentucky,kent state,Conference USA,Mid-American
2019,Hunter Hill, WR ,0.7631,memphis,bryant,American Athletic,Northeast
2019,Jack Combs, WR ,0.7631,central michigan,iowa,Mid-American,Big Ten
2019,Malik Stanley, WR ,0.7600,south alabama,louisiana tech,Sun Belt,Conference USA
2019,Ricky Baker, WR ,0.7497,utep,null,Conference USA,NULL
2019,Conor Sweeney, TE ,0.7000,purdue,null,Big Ten,NULL
2019,Alex Allen, TE ,NULL,louisiana,louisiana,Sun Belt,Sun Belt
2019,Dejon Brissett, WR ,NULL,richmond,virginia,CAA,ACC
2019,Jordan Brooks-Wess, WR ,NULL,smu,florida atlantic,American Athletic,Conference USA
2019,Ardell Brown, WR ,NULL,uconn,null,FBS Independents,NULL
2019,Weston Carr, WR ,NULL,penn state,null,Big Ten,NULL
2019,Brandon Clark, WR ,NULL,penn state,null,Big Ten,NULL
2019,Taymon Cooke, WR ,NULL,marshall,ncat,Conference USA,MEAC
2019,Michael Cornwell, WR ,NULL,maryland,howard,Big Ten,MEAC
2019,D'Wayne Crawford, WR ,NULL,east carolina,liberty,American Athletic,FBS Independents
2019,Zach Farrar, WR ,NULL,youngstown state,auburn,Missouri Valley,SEC
2019,David Felton, WR ,NULL,indiana,null,Big Ten,NULL
2019,Korie Frausto, WR ,NULL,oklahoma state,morgan state,Big 12,MEAC
2019,Johnny Fritz, WR ,NULL,south florida,null,American Athletic,NULL
2019,Kyle Grady, WR ,NULL,michigan,null,Big Ten,NULL
2019,Kwincy Hall, WR ,NULL,west virginia,kent state,Big 12,Mid-American
2019,Darius Hampton, WR ,NULL,louisiana,null,Sun Belt,NULL
2019,Branden Hohenstein, TE ,NULL,nebraska,null,Big Ten,NULL
2019,Thomas Jackson, WR ,NULL,north carolina,louisville,ACC,ACC
2019,Gregory Jean, WR ,NULL,eastern michigan,null,Mid-American,NULL
2019,Jordan Jefferson, WR ,NULL,virginia tech,null,ACC,NULL
2019,Michael Kouassi, TE ,NULL,georgia state,null,Sun Belt,NULL
2019,Jake Levrier, WR ,NULL,texas tech,null,Big 12,NULL
2019,Carter McCarthy, TE ,NULL,utsa,stony brook,Conference USA,CAA
2019,Jordan McCray, WR ,NULL,south alabama,oklahoma state,Sun Belt,Big 12
2019,Tommy McIntyre, TE ,NULL,cornell,smu,Ivy,American Athletic
2019,Cooper Melton, WR ,NULL,tennessee,georgetown,SEC,Patriot League
2019,Jared Miles, WR ,NULL,smu,null,American Athletic,NULL
2019,Nick Muse, TE ,NULL,wm,south carolina,CAA,SEC
2019,Garyn Prater, WR ,NULL,ohio state,cincinnati,Big Ten,American Athletic
2019,Corey Reed, WR ,NULL,louisville,georgia state,ACC,Sun Belt
2019,Hunter Rison, WR ,NULL,kansas state,null,Big 12,NULL
2019,Nate Shelton, WR ,NULL,texas tech,null,Big 12,NULL
2019,James Sowards, WR ,NULL,smu,sfasu,American Athletic,Southland
2019,Carlton Swopes, WR ,NULL,eastern michigan,null,Mid-American,NULL
2019,Cualan Williams, WR ,NULL,louisiana tech,null,Conference USA,NULL
2019,Latrell Williams, WR ,NULL,tennessee,south florida,SEC,American Athletic
2019,Kainoa Wilson, WR ,NULL,washington state,null,Pacific-12,NULL
2019,Parker Braun, OG ,0.8756,georgia tech,texas,ACC,Big 12
2019,Jonah Jackson, OG ,0.8135,rutgers,ohio state,Big Ten,Big Ten
2019,Larry Boyd, OT ,0.8721,illinois,null,Big Ten,NULL
2019,Drew Richmond, OT ,0.9742,tennessee,usc,SEC,Pacific-12
2019,Nathan Eldridge, OG ,0.8385,arizona,oregon state,Pacific-12,Pacific-12
2019,Ryan Alexander, OT ,0.8199,south alabama,syracuse,Sun Belt,ACC
2019,Tommy Kennedy, OT ,NULL,butler,miami,Pioneer,ACC
2019,Calvin Ashley, OT ,0.9870,auburn,florida atlantic,SEC,Conference USA
2019,Richie Petitbon, OG ,0.9696,alabama,illinois,SEC,Big Ten
2019,Ryan Roberts, OT ,0.7776,northern illinois,florida state,Mid-American,ACC
2019,RJ Proctor, OC ,0.8314,virginia,oklahoma,ACC,Big 12
2019,Brock Hoffman, OG ,0.7580,coastal carolina,virginia tech,Sun Belt,ACC
2019,Landon Dickerson, OT ,0.9814,florida state,alabama,ACC,SEC
2019,Josh Wariboko-Alali, OG ,0.9516,ucla,null,Pacific-12,NULL
2019,Michael Eletise, OG ,0.9240,arizona,hawaii,Pacific-12,Mountain West
2019,Sterling Jenkins, OT ,0.9159,penn state,duquesne,Big Ten,Northeast
2019,Tramonda Moore, OT ,0.9128,oklahoma,null,Big 12,NULL
2019,James Hudson, OT ,0.9121,michigan,cincinnati,Big Ten,American Athletic
2019,Cole Smith, OC ,0.8844,lsu,mississippi state,SEC,SEC
2019,Thiyo Lukusa, OT ,0.8838,arizona,null,Pacific-12,NULL
2019,Tony Gray, OT ,0.8794,ole miss,central florida,SEC,American Athletic
2019,Luke Jones, OT ,0.8776,notre dame,arkansas,FBS Independents,SEC
2019,Matt Jones, OC ,0.8706,west virginia,youngstown state,Big 12,Missouri Valley
2019,Alex Akingbulu, OT ,0.8696,ucla,fresno state,Pacific-12,Mountain West
2019,Brian Chaffin, OC ,0.8691,stanford,rice,Pacific-12,Conference USA
2019,Levon Livingston, OT ,0.8689,smu,null,American Athletic,NULL
2019,Jacob Capra, OG ,0.8630,oregon,san diego state,Pacific-12,Mountain West
2019,Jesus Gibbs, OT ,0.8615,south carolina,towson,SEC,CAA
2019,Dontae Angus, OT ,0.8595,west virginia,null,Big 12,NULL
2019,Francisco Perez, OG ,0.8588,ucla,null,Pacific-12,NULL
2019,Jacob Newborg, OG ,0.8569,iowa,null,Big Ten,NULL
2019,Adam Solomon, OT ,0.8563,illinois,illinois state,Big Ten,Missouri Valley
2019,Quinn Oseland, OG ,0.8553,minnesota,san jose state,Big Ten,Mountain West
2019,Alex Gellerstedt, OT ,0.8550,penn state,virginia,Big Ten,ACC
2019,Thomas Shelmire, OG ,0.8541,boston college,smu,ACC,American Athletic
2019,Tyler Pritchett, OT ,0.8534,north carolina,null,ACC,NULL
2019,Marlon Gonzalez, OG ,0.8509,south florida,null,American Athletic,NULL
2019,Jack York, OT ,0.8505,minnesota,sfasu,Big Ten,Southland
2019,Hayden Mahoney, OG ,0.8493,miami,boston college,ACC,ACC
2019,Max Barth, OT ,0.8477,san jose state,null,Mountain West,NULL
2019,Grant Polk, OT ,0.8466,south florida,eastern kentucky,American Athletic,Ohio Valley
2019,Arlington Hambright, OT ,0.8465,oklahoma state,colorado,Big 12,Pacific-12
2019,Mo Unutoa, OT ,0.8462,utah,byu,Pacific-12,FBS Independents
2019,Cody Shear, OT ,0.8462,oregon,arizona state,Pacific-12,Pacific-12
2019,Eleasah Anderson, OT ,0.8406,baylor,sam houston state,Big 12,Southland
2019,Ben Knutson, OG ,0.8400,virginia,tulane,ACC,American Athletic
2019,Ean Pfeifer, OT ,0.8392,vanderbilt,louisville,SEC,ACC
2019,Darion DeBrossard, OG ,0.8375,vanderbilt,austin peay,SEC,Ohio Valley
2019,Noah Osur-Myers, OG ,0.8374,washington state,utah,Pacific-12,Pacific-12
2019,Philip Walton, OT ,0.8353,north carolina state,charlotte,ACC,Conference USA
2019,Gio Pancotti, OG ,0.8350,texas tech,houston,Big 12,American Athletic
2019,D'Andre Plantin, OT ,0.8345,virginia tech,north texas,ACC,Conference USA
2019,Nolan Ulizio, OT ,0.8342,michigan,pittsburgh,Big Ten,ACC
2019,Ian Leever, OT ,0.8338,miami ohio,tennessee tech,Mid-American,Ohio Valley
2019,Deion Malone, OG ,0.8337,arkansas,null,SEC,NULL
2019,Devin Jordan, OT ,0.8336,akron,nccu,Mid-American,MEAC
2019,Justin Murphy, OT ,0.8326,ucla,houston,Pacific-12,American Athletic
2019,Willa Pierre, OG ,0.8303,florida international,null,Conference USA,NULL
2019,Zeke Martin, OC ,0.8294,illinois,null,Big Ten,NULL
2019,Oge Udeogu, OG ,0.8292,iowa state,central michigan,Big 12,Mid-American
2019,Jared Southers, OG ,0.8289,vanderbilt,georgia tech,SEC,ACC
2019,Ken McLaurin, OG ,0.8244,smu,null,American Athletic,NULL
2019,Andrew Trainer, OT ,0.8240,illinois,wm,Big Ten,CAA
2019,Travion Clayton, OT ,0.8222,southern mississippi,null,Conference USA,NULL
2019,Trey Livingood, OG ,0.8204,marshall,eastern kentucky,Conference USA,Ohio Valley
2019,Zakk McKeehan, OT ,0.8202,georgia tech,nicholls state,ACC,Southland
2019,T.J. McCoy, OC ,0.8200,florida,louisville,SEC,ACC
2019,Jalen Jackson, OG ,0.8158,georgia state,pvamu,Sun Belt,SWAC
2019,Darian Bryant, OT ,0.8133,temple,towson,American Athletic,CAA
2019,Obinna Nwankwo, OG ,0.8127,famu,florida international,MEAC,Conference USA
2019,Zach Davis, OT ,0.8125,south alabama,null,Sun Belt,NULL
2019,Bill Kuduk, OT ,0.8118,kansas state,kent state,Big 12,Mid-American
2019,Ben Becker, OT ,0.8098,south alabama,missouri,Sun Belt,SEC
2019,DaVondre Love, OT ,0.8093,indiana,indiana,Big Ten,Big Ten
2019,Cody Wheeler, OG ,0.8065,texas tech,null,Big 12,NULL
2019,Bryce Wilds, OT ,0.8024,smu,sam houston state,American Athletic,Southland
2019,Woodford Lankford, OT ,0.8005,toledo,western kentucky,Mid-American,Conference USA
2019,Logan Roberson, OG ,0.7982,oklahoma,null,Big 12,NULL
2019,Harrison Barton, OC ,0.7955,smu,null,American Athletic,NULL
2019,Jacob Jimenez, OT ,0.7921,byu,san diego state,FBS Independents,Mountain West
2019,Chris Clark, OT ,0.7903,memphis,null,American Athletic,NULL
2019,Tyler Hall, OT ,0.7898,arkansas,sfasu,SEC,Southland
2019,Zachary Branner, OT ,0.7895,troy,null,Sun Belt,NULL
2019,Wyatt Richthofen, OG ,0.7824,southern mississippi,southeastern louisiana,Conference USA,Southland
2019,James Tunstall, OT ,0.7823,uconn,stony brook,FBS Independents,CAA
2019,Ethan Bingham, OT ,0.7792,marshall,null,Conference USA,NULL
2019,Alex Locklear, OG ,0.7783,marshall,utah,Conference USA,Pacific-12
2019,Delon Jemmott, OT ,0.7749,san diego state,null,Mountain West,NULL
2019,Derek Dumais, OC ,0.7720,massachusetts,null,FBS Independents,NULL
2019,Cameron Durley, OT ,0.7703,kansas,tennessee state,Big 12,Ohio Valley
2019,Owen Okonsky, OT ,0.7697,coastal carolina,null,Sun Belt,NULL
2019,Jenson Misaalefua, OG ,0.7691,utep,null,Conference USA,NULL
2019,Charlie Flores, OG ,0.7667,columbia,smu,Ivy,American Athletic
2019,Rowan Godwin, OT ,0.7667,south alabama,vanderbilt,Sun Belt,SEC
2019,Dylan Porter, OT ,0.7667,nevada,montana state,Mountain West,Big Sky
2019,Chase Farris, OG ,0.7641,western kentucky,null,Conference USA,NULL
2019,Eric Dunn, OT ,0.7630,louisiana tech,pvamu,Conference USA,SWAC
2019,Donovan Outlaw, OT ,0.7581,unlv,northern arizona,Mountain West,Big Sky
2019,Bryce Roberts, OT ,0.7542,new mexico state,oklahoma,FBS Independents,Big 12
2019,Eliki Tanuvasa, OG ,0.7397,eastern illinois,hawaii,Ohio Valley,Mountain West
2019,Dwayne Scott, OT ,0.6997,rhode island,boston college,CAA,ACC
2019,Joey Cave, OT ,NULL,tennessee,appalachian state,SEC,Sun Belt
2019,Michael Cone, OG ,NULL,western kentucky,auburn,Conference USA,SEC
2019,Blake Davis, OG ,NULL,air force,bethune cookman,Mountain West,MEAC
2019,Ben Mason, OC ,NULL,smu,null,American Athletic,NULL
2019,Blake Mitchell, OC ,NULL,mississippi state,austin peay,SEC,Ohio Valley
2019,Carson Shuman, OG ,NULL,washington state,null,Pacific-12,NULL
2019,Nicholas Villano, OC ,NULL,florida,null,SEC,NULL
2019,Aubrey Solomon, DT ,0.9879,michigan,tennessee,Big Ten,SEC
2019,Darrion Daniels, DT ,0.9032,oklahoma state,nebraska,Big 12,Big Ten
2019,Addison Gumbs, WDE ,0.9407,oklahoma,oregon state,Big 12,Pacific-12
2019,Ron Tatum, SDE ,0.8561,oklahoma,null,Big 12,NULL
2019,Trevon Hill, WDE ,0.8766,virginia tech,miami,ACC,ACC
2019,Shameik Blackshear, WDE ,0.9343,south carolina,tcu,SEC,Big 12
2019,Zach Abercrumbia, DT ,0.8534,rice,smu,Conference USA,American Athletic
2019,Malik Barrow, DT ,0.8990,ohio state,central florida,Big Ten,American Athletic
2019,Mohamed Diallo, DT ,0.8665,texas am,central michigan,SEC,Mid-American
2019,Antonneous Clayton, WDE ,0.9823,florida,georgia tech,SEC,ACC
2019,Adam McLean, DT ,0.9433,maryland,null,Big Ten,NULL
2019,Greg Rogers, DT ,0.9432,ucla,southern utah,Pacific-12,Big Sky
2019,Davin Cotton, DT ,0.9027,lsu,southern,SEC,SWAC
2019,Ron Johnson, WDE ,0.9003,michigan,towson,Big Ten,CAA
2019,Tayland Humphrey, DT ,0.8992,florida international,louisiana,Conference USA,Sun Belt
2019,Richard Yeargin III, WDE ,0.8984,clemson,boston college,ACC,ACC
2019,Malik Langham, SDE ,0.8975,florida,vanderbilt,SEC,SEC
2019,Shug Frazier, DT ,0.8838,north carolina state,hampton,ACC,MEAC
2019,Michael Boykin, SDE ,0.8818,louisville,tennessee state,ACC,Ohio Valley
2019,Dante Walker, WDE ,0.8817,marshall,western kentucky,Conference USA,Conference USA
2019,Michael Williams, DT ,0.8763,texas,lsu,Big 12,SEC
2019,Chidi Okonya, SDE ,0.8745,duke,nccu,ACC,MEAC
2019,Cam Goode, DT ,0.8745,virginia tech,central florida,ACC,American Athletic
2019,Dantrell Barkley, DT ,0.8743,charlotte,chattanooga,Conference USA,Southern
2019,Jackson Cravens, DT ,0.8735,utah,boise state,Pacific-12,Mountain West
2019,Daviyon Nixon, DT ,0.8730,iowa,iowa,Big Ten,Big Ten
2019,Darius Fullwood, DT ,0.8711,virginia tech,wm,ACC,CAA
2019,Jauntavius Johnson, DT ,0.8700,auburn,colorado,SEC,Pacific-12
2019,Jauntavius Johnson, DT ,0.8700,colorado,alabama birmingham,Pacific-12,Conference USA
2019,Jalen Bates, SDE ,0.8690,arizona state,colorado state,Pacific-12,Mountain West
2019,Derek Green, DT ,0.8676,oklahoma,vanderbilt,Big 12,SEC
2019,Allen Love, DT ,0.8667,louisville,mississippi state,ACC,SEC
2019,Anthony Payne, SDE ,0.8660,kansas state,missouri state,Big 12,Missouri Valley
2019,Micah Dew-Treadway, DT ,0.8656,notre dame,minnesota,FBS Independents,Big Ten
2019,Courtre Alexander, WDE ,0.8635,arkansas,null,SEC,NULL
2019,Joe Babros, SDE ,0.8623,north carolina state,montana,ACC,Big Sky
2019,Davontae McCrae, SDE ,0.8602,north carolina state,null,ACC,NULL
2019,Israel Antwine, DT ,0.8588,colorado,oklahoma state,Pacific-12,Big 12
2019,Jason Scrempos, SDE ,0.8578,washington,montana state,Pacific-12,Big Sky
2019,Kengera Daniel, SDE ,0.8575,kentucky,null,SEC,NULL
2019,Chris Hart, SDE ,0.8569,utah,alcorn state,Pacific-12,SWAC
2019,Mufi Hunt, WDE ,0.8559,michigan state,utah,Big Ten,Pacific-12
2019,Chris Williams, SDE ,0.8545,louisville,null,ACC,NULL
2019,Reuben Jones, SDE ,0.8539,michigan,west virginia,Big Ten,Big 12
2019,Joshua Croslen, DT ,0.8518,bowling green,utsa,Mid-American,Conference USA
2019,K'Jakyre Daley, WDE ,0.8518,oklahoma,null,Big 12,NULL
2019,Marquies Price, SDE ,0.8518,south florida,aamu,American Athletic,SWAC
2019,B.J. Thompson, SDE ,0.8517,baylor,sfasu,Big 12,Southland
2019,Billy Ferrell, DT ,0.8508,arkansas,null,SEC,NULL
2019,Kurtis Brown, DT ,0.8499,arizona,fresno state,Pacific-12,Mountain West
2019,Charles Cameron, DT ,0.8496,florida atlantic,null,Conference USA,NULL
2019,Mosiah Nasili-Kite, SDE ,0.8485,washington,null,Pacific-12,NULL
2019,Justice Alexander, WDE ,0.8482,michigan state,null,Big Ten,NULL
2019,Kennedy Emesibe, WDE ,0.8478,buffalo,california,Mid-American,Pacific-12
2019,Tevita Mounga, DT ,0.8477,byu,null,FBS Independents,NULL
2019,Tahj Brown, SDE ,0.8476,houston,nicholls state,American Athletic,Southland
2019,Brandon Wilson, DT ,0.8472,indiana,central florida,Big Ten,American Athletic
2019,Michael Badejo, WDE ,0.8472,smu,texas southern,American Athletic,SWAC
2019,Preston Hendry, SDE ,0.8470,washington state,null,Pacific-12,NULL
2019,Angel Dominguez, DT ,0.8468,iowa state,null,Big 12,NULL
2019,Jonathan Lolohea, DT ,0.8461,washington state,northern arizona,Pacific-12,Big Sky
2019,My-King Johnson, WDE ,0.8458,arizona,null,Pacific-12,NULL
2019,Darius Slade, SDE ,0.8457,arizona state,south florida,Pacific-12,American Athletic
2019,Micheal Johnson, DT ,0.8441,baylor,texas southern,Big 12,SWAC
2019,LeShaun Minor, DT ,0.8441,indiana,null,Big Ten,NULL
2019,Brandon Simon, WDE ,0.8438,iowa,illinois state,Big Ten,Missouri Valley
2019,Tava Finau, WDE ,0.8431,colorado,northern colorado,Pacific-12,Big Sky
2019,Wayne Kirby, DT ,0.8422,byu,null,FBS Independents,NULL
2019,Tyrese Allen, DT ,0.8410,west virginia,murray state,Big 12,Ohio Valley
2019,Christopher Whittaker, WDE ,0.8385,kentucky,florida international,SEC,Conference USA
2019,Keldric Preston, WDE ,0.8366,wisconsin,null,Big Ten,NULL
2019,Connor Parks, WDE ,0.8361,kent state,famu,Mid-American,MEAC
2019,Chase Johnston, WDE ,0.8331,kansas state,null,Big 12,NULL
2019,Terriek Roberts, SDE ,0.8329,colorado,null,Pacific-12,NULL
2019,Mikhail Hill, DT ,0.8303,memphis,nicholls state,American Athletic,Southland
2019,Terrell Lucas, WDE ,0.8300,duke,austin peay,ACC,Ohio Valley
2019,Ja'Merez Bowen, DT ,0.8299,indiana,null,Big Ten,NULL
2019,Miles Fox, DT ,0.8294,old dominion,wake forest,Conference USA,ACC
2019,Kayode Rufai, SDE ,0.8240,boise state,idaho,Mountain West,Big Sky
2019,Chazmyn Turner, SDE ,0.8239,purdue,southern,Big Ten,SWAC
2019,Joseph Wallace, DT ,0.8203,texas tech,sam houston state,Big 12,Southland
2019,Torrence Brown, WDE ,0.8178,penn state,southern mississippi,Big Ten,Conference USA
2019,Kevin Murphy, SDE ,0.8149,uconn,louisiana tech,FBS Independents,Conference USA
2019,Nathan Bursch, WDE ,0.8141,minnesota,null,Big Ten,NULL
2019,Vidal Scott, DT ,0.8087,central arkansas,null,Southland,NULL
2019,Damion Daley, DT ,0.8065,colorado state,null,Mountain West,NULL
2019,Garret Jansen, WDE ,0.8048,iowa,null,Big Ten,NULL
2019,Antonio Colclough, WDE ,0.8043,temple,james madison,American Athletic,CAA
2019,Mike Danna, WDE ,0.8013,central michigan,michigan,Mid-American,Big Ten
2019,Ryan Taylor, DT ,0.8004,arkansas state,null,Sun Belt,NULL
2019,Shaquor Newkirk, WDE ,0.8004,coastal carolina,null,Sun Belt,NULL
2019,Derrick Shaw, DT ,0.7993,north texas,null,Conference USA,NULL
2019,Ladante Davenport, DT ,0.7992,louisiana tech,null,Conference USA,NULL
2019,Jacoby Hill, WDE ,0.7991,memphis,tennessee martin,American Athletic,Ohio Valley
2019,Antione Barker, DT ,0.7951,troy,null,Sun Belt,NULL
2019,Allen Daniels, DT ,0.7945,purdue,tennessee state,Big Ten,Ohio Valley
2019,Shawn Wiley, DT ,0.7924,central michigan,null,Mid-American,NULL
2019,Jermaine McDaniel, SDE ,0.7924,appalachian state,ncat,Sun Belt,MEAC
2019,Damien Degruy, SDE ,0.7924,fresno state,mcneese state,Mountain West,Southland
2019,Sione Taufahema, DT ,0.7891,arizona,null,Pacific-12,NULL
2019,Gasetoto Schuster, DT ,0.7884,utah state,southern utah,Mountain West,Big Sky
2019,Dezmond Lance, DT ,0.7871,western michigan,null,Mid-American,NULL
2019,Emeka Ndoh, SDE ,0.7867,fresno state,null,Mountain West,NULL
2019,Wallace Cowins, SDE ,0.7855,coastal carolina,null,Sun Belt,NULL
2019,Malcolm Williams, DT ,0.7853,central florida,null,American Athletic,NULL
2019,Logan Speyer, DT ,0.7850,miami ohio,null,Mid-American,NULL
2019,Ian Bush, DT ,0.7832,georgia southern,null,Sun Belt,NULL
2019,LaMarr Davis, DT ,0.7817,toledo,null,Mid-American,NULL
2019,Khalil Johnson, SDE ,0.7790,memphis,null,American Athletic,NULL
2019,Trace Mascorro, DT ,0.7723,utep,sam houston state,Conference USA,Southland
2019,Clifford Amazan, DT ,0.7683,georgia state,null,Sun Belt,NULL
2019,David Marsh, SDE ,0.7682,miami ohio,null,Mid-American,NULL
2019,Ravontae Holt, DT ,0.7682,wyoming,wyoming,Mountain West,Mountain West
2019,Kyle Junior, SDE ,0.7681,bowling green,oklahoma state,Mid-American,Big 12
2019,Adonis Williams, DT ,0.7675,air force,null,Mountain West,NULL
2019,Dante Cleveland, DT ,0.7667,central michigan,null,Mid-American,NULL
2019,Alema Kapoi, DT ,0.7631,navy,hawaii,American Athletic,Mountain West
2019,Jeffrey Gunter, SDE ,0.7631,coastal carolina,north carolina state,Sun Belt,ACC
2019,Dequarius Henry, WDE ,0.7581,utsa,utsa,Conference USA,Conference USA
2019,Sean Hammonds, SDE ,0.7575,ball state,stony brook,Mid-American,CAA
2019,Matthew Hanson, SDE ,0.7530,akron,null,Mid-American,NULL
