Year,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2021,Cord Sandberg, DUAL ,0.9112,auburn,eastern kentucky,SEC,Ohio Valley
2021,Kasim Hill, PRO ,0.9110,tennessee,rhode island,SEC,CAA
2021,Quincy Patterson, DUAL ,0.9048,virginia tech,north dakota state,ACC,Missouri Valley
2021,Grant Tisdale, DUAL ,0.8925,ole miss,null,SEC,NULL
2021,Jalen Mayden, DUAL ,0.8917,mississippi state,san diego state,SEC,Mountain West
2021,Cale Millen, PRO ,0.8863,oregon,northern arizona,Pacific-12,Big Sky
2021,James Blackman, PRO ,0.8823,florida state,arkansas state,ACC,Sun Belt
2021,Allan Walters, PRO ,0.8784,mississippi state,null,SEC,NULL
2021,Jaden Casey, DUAL ,0.8784,california,null,Pacific-12,NULL
2021,Spencer Brasch, DUAL ,0.8767,california,null,Pacific-12,NULL
2021,Terry Wilson, DUAL ,0.8752,kentucky,new mexico,SEC,Mountain West
2021,Sam Johnson, PRO ,0.8740,boston college,null,ACC,NULL
2021,Kevaris Thomas, DUAL ,0.8667,western kentucky,null,Conference USA,NULL
2021,Ben Bryant, PRO ,0.8643,cincinnati,eastern michigan,American Athletic,Mid-American
2021,Eli Williams, DUAL ,0.8614,tcu,null,Big 12,NULL
2021,Woody Barrett, DUAL ,0.8590,kent state,null,Mid-American,NULL
2021,David Baldwin-Griffin, DUAL ,0.8588,appalachian state,null,Sun Belt,NULL
2021,Jason Shelley, DUAL ,0.8518,utah state,null,Mountain West,NULL
2021,Chris Katrenick, PRO ,0.8518,duke,null,ACC,NULL
2021,Keon Howard, DUAL ,0.8518,tulane,null,American Athletic,NULL
2021,David Summers, PRO ,0.8514,syracuse,null,ACC,NULL
2021,Kade Renfro, PRO ,0.8511,ole miss,arkansas,SEC,SEC
2021,Stone Norton, PRO ,0.8497,florida international,southern illinois,Conference USA,Missouri Valley
2021,Connor Blumrick, PRO ,0.8462,texas am,virginia tech,SEC,ACC
2021,Nik Scalzo, DUAL ,0.8454,kentucky,kentucky,SEC,SEC
2021,Jairus Grissom, DUAL ,0.8452,eastern michigan,null,Mid-American,NULL
2021,Kaiden Bennett, DUAL ,0.8452,nevada,sacramento state,Mountain West,Big Sky
2021,Devon Modster, PRO ,0.8450,california,null,Pacific-12,NULL
2021,Tyrrell Pigrome, DUAL ,0.8429,western kentucky,null,Conference USA,NULL
2021,Matt Valecce, PRO ,0.8423,boston college,null,ACC,NULL
2021,Kennique Bonner-Steward, DUAL ,0.8423,temple,null,American Athletic,NULL
2021,Kenyon Oblad, PRO ,0.8416,unlv,null,Mountain West,NULL
2021,Sheldon Layman, PRO ,0.8410,memphis,austin peay,American Athletic,Ohio Valley
2021,Michael Lindauer, PRO ,0.8373,cincinnati,null,American Athletic,NULL
2021,Jakson Thomson, PRO ,0.8343,louisiana tech,null,Conference USA,NULL
2021,RJ Harvey Jr., DUAL ,0.8317,virginia,central florida,ACC,American Athletic
2021,Stephon Brown, DUAL ,0.8296,tcu,null,Big 12,NULL
2021,Brady Martin, DUAL ,0.8282,rhode island,arkansas state,CAA,Sun Belt
2021,Markevion Quinn, DUAL ,0.8267,memphis,null,American Athletic,NULL
2021,Messiah deWeaver, DUAL ,0.8264,old dominion,null,Conference USA,NULL
2021,Clifton McDowell, DUAL ,0.8261,louisiana,null,Sun Belt,NULL
2021,Asher O'Hara, DUAL ,0.8238,middle tennessee state,sacramento state,Conference USA,Big Sky
2021,TJ Goodwin, PRO ,0.8234,utep,null,Conference USA,NULL
2021,Danny Clark, PRO ,0.8217,vanderbilt,null,SEC,NULL
2021,Ryan Glover, DUAL ,0.8207,pennsylvania,null,Ivy,NULL
2021,Parker McNeil, PRO ,0.8200,troy,null,Sun Belt,NULL
2021,Carson Baker, PRO ,0.8199,san diego state,null,Mountain West,NULL
2021,Jeremiah Oatsvall, DUAL ,0.8194,austin peay,memphis,Ohio Valley,American Athletic
2021,Colby Suits, PRO ,0.8154,louisiana monroe,louisiana monroe,Sun Belt,Sun Belt
2021,Isaac Stiebeling, PRO ,0.8151,eastern michigan,null,Mid-American,NULL
2021,Rhett Rodriguez, DUAL ,0.8149,arizona,null,Pacific-12,NULL
2021,Logan Holgorsen, PRO ,0.8106,houston,null,American Athletic,NULL
2021,Marckell Grayson, PRO ,0.8079,unlv,null,Mountain West,NULL
2021,Isaiah Green, PRO ,0.8073,marshall,tennessee state,Conference USA,Ohio Valley
2021,Jason Bean, PRO ,0.8054,north texas,kansas,Conference USA,Big 12
2021,Alec Trujillo, PRO ,0.8052,san jose state,null,Mountain West,NULL
2021,Michael Bonds, PRO ,0.8046,miami ohio,null,Mid-American,NULL
2021,Chance Lovertich, PRO ,0.8025,south alabama,mississippi state,Sun Belt,SEC
2021,Carson Welch, PRO ,0.8014,smu,null,American Athletic,NULL
2021,Andrew Brito, PRO ,0.8005,massachusetts,null,FBS Independents,NULL
2021,Fred Payton, DUAL ,0.8004,coastal carolina,mercer,Sun Belt,Southern
2021,Jack Smith, PRO ,0.7979,arizona state,null,Pacific-12,NULL
2021,Shai Werts, DUAL ,0.7949,georgia southern,louisville,Sun Belt,ACC
2021,Ben Wooldridge, PRO ,0.7903,fresno state,louisiana,Mountain West,Sun Belt
2021,Jake Simmons, PRO ,0.7900,san jose state,null,Mountain West,NULL
2021,Mark Salazar, PRO ,0.7850,san diego state,null,Mountain West,NULL
2021,Connor Adair, PRO ,0.7843,memphis,null,American Athletic,NULL
2021,Davis Shanley, PRO ,0.7824,western kentucky,null,Conference USA,NULL
2021,Devin Larsen, PRO ,0.7797,iowa state,null,Big 12,NULL
2021,Mario Nolan-Dillard, DUAL ,0.7750,memphis,tennessee state,American Athletic,Ohio Valley
2021,Brayden Hawkins, PRO ,0.7681,akron,null,Mid-American,NULL
2021,Nick Moore, PRO ,0.7667,oregon state,arizona,Pacific-12,Pacific-12
2021,Michael McFarlane, PRO ,0.7597,coastal carolina,null,Sun Belt,NULL
2021,Chris Ferguson, PRO ,0.6997,liberty,null,FBS Independents,NULL
2021,Vincent Amendola, PRO ,NULL,north carolina,towson,ACC,CAA
2021,Nick Ast, PRO ,NULL,kansas state,null,Big 12,NULL
2021,Joey Cambron, PRO ,NULL,middle tennessee state,null,Conference USA,NULL
2021,Jake Constantine, DUAL ,NULL,weber state,rice,Big Sky,Conference USA
2021,Jack Dawson, PRO ,NULL,troy,jacksonville state,Sun Belt,Ohio Valley
2021,Westin Elliott, PRO ,NULL,louisiana tech,null,Conference USA,NULL
2021,Terrance Gipson, DUAL ,NULL,smu,null,American Athletic,NULL
2021,Darren Grainger, DUAL ,NULL,furman,georgia state,Southern,Sun Belt
2021,Drew Gunther, PRO ,NULL,syracuse,bowling green,ACC,Mid-American
2021,Jack Kristofek, DUAL ,NULL,sam houston state,mississippi state,Southland,SEC
2021,Jack Lindsey, PRO ,NULL,arkansas,null,SEC,NULL
2021,Johnathan Mosley, PRO ,NULL,kentucky,null,SEC,NULL
2021,John Seter, PRO ,NULL,georgia,smu,SEC,American Athletic
2021,Colton Taylor, PRO ,NULL,texas am,null,SEC,NULL
2021,Greyson Thompson, PRO ,NULL,north texas,jackson state,Conference USA,SWAC
2021,Demarkcus Bowman, RB ,0.9909,clemson,florida,ACC,SEC
2021,Eric Gray, RB ,0.9244,tennessee,oklahoma,SEC,Big 12
2021,Ty Chandler, RB ,0.9679,tennessee,north carolina,SEC,ACC
2021,Zach Charbonnet, RB ,0.9760,michigan,ucla,Big Ten,Pacific-12
2021,Keaontay Ingram, RB ,0.9324,texas,usc,Big 12,Pacific-12
2021,Markese Stepp, RB ,0.8991,usc,nebraska,Pacific-12,Big Ten
2021,David Bailey, RB ,0.8381,boston college,null,ACC,NULL
2021,D.J. Williams, RB ,0.8975,auburn,florida state,SEC,ACC
2021,Jordan Wilmore, RB ,0.8919,utah,fresno state,Pacific-12,Mountain West
2021,Jaylen Warren, RB ,0.8083,utah state,oklahoma state,Mountain West,Big 12
2021,Deondrick Glass, RB ,0.9133,oklahoma state,null,Big 12,NULL
2021,Re'Mahn Davis, RB ,0.8235,temple,vanderbilt,American Athletic,SEC
2021,Kenneth Walker, RB ,0.8122,wake forest,michigan state,ACC,Big Ten
2021,T.J. Pledger, RB ,0.9543,oklahoma,utah,Big 12,Pacific-12
2021,Chris Curry, RB ,0.8924,lsu,utah,SEC,Pacific-12
2021,John Lovett, RB ,0.8684,baylor,penn state,Big 12,Big Ten
2021,Tre Siggers, RB ,0.8228,north texas,smu,Conference USA,American Athletic
2021,Harold Joiner, RB ,0.9375,auburn,michigan state,SEC,Big Ten
2021,Drake Anderson, RB ,0.8361,northwestern,arizona,Big Ten,Pacific-12
2021,Iverson Clement, RB ,0.8958,florida,temple,SEC,American Athletic
2021,Chase Hayden, RB ,0.8899,east carolina,illinois,American Athletic,Big Ten
2021,Jaren Mangham, RB ,0.8858,colorado,south florida,Pacific-12,American Athletic
2021,Christian Turner, RB ,0.8784,michigan,wake forest,Big Ten,ACC
2021,Deshaun Fenwick, APB ,0.8763,south carolina,oregon state,SEC,Pacific-12
2021,Alan Lamar, RB ,0.7817,yale,arkansas state,Ivy,Sun Belt
2021,Mark-Antony Richards, RB ,0.9589,auburn,central florida,SEC,American Athletic
2021,Tirek Murphy, RB ,0.9047,purdue,null,Big Ten,NULL
2021,Jayvaun Wilson, RB ,0.8863,oregon,unlv,Pacific-12,Mountain West
2021,Kentrail Moran, RB ,0.8832,new mexico,null,Mountain West,NULL
2021,Nakia Watson, RB ,0.8822,wisconsin,washington state,Big Ten,Pacific-12
2021,Cyrus Habibi-Likio, RB ,0.8789,oregon,boise state,Pacific-12,Mountain West
2021,Bradrick Shaw, RB ,0.8779,california,null,Pacific-12,NULL
2021,Kareem Walker, RB ,0.8750,mississippi state,null,SEC,NULL
2021,Robert Burns, RB ,0.8732,miami,null,ACC,NULL
2021,Jahmir Smith, RB ,0.8721,notre dame,appalachian state,FBS Independents,Sun Belt
2021,Kay'Ron Adams, RB ,0.8673,rutgers,massachusetts,Big Ten,FBS Independents
2021,Lee Witherspoon, RB ,0.8668,mississippi state,alabama birmingham,SEC,Conference USA
2021,Jawhar Jordan, RB ,0.8660,syracuse,null,ACC,NULL
2021,Devin Brumfield, RB ,0.8646,utah,tulane,Pacific-12,American Athletic
2021,Isaiah Bowser, RB ,0.8639,northwestern,miami ohio,Big Ten,Mid-American
2021,Anthony Williams Jr., RB ,0.8635,michigan state,akron,Big Ten,Mid-American
2021,Zidane Thomas, RB ,0.8625,san diego state,null,Mountain West,NULL
2021,La’Damian Webb, RB ,0.8615,florida state,troy,ACC,Sun Belt
2021,Kendrell Flowers, RB ,0.8614,wake forest,null,ACC,NULL
2021,Keyon Henry-Brooks, RB ,0.8552,vanderbilt,null,SEC,NULL
2021,Antwuan Branch, RB ,0.8544,north carolina,null,ACC,NULL
2021,Tyreese Jackson, RB ,0.8539,colorado state,null,Mountain West,NULL
2021,Demetrious Flowers, RB ,0.8539,arizona state,null,Pacific-12,NULL
2021,Peter Hayes-Patrick, RB ,0.8538,akron,null,Mid-American,NULL
2021,Devin Darrington, RB ,0.8498,harvard,virginia,Ivy,ACC
2021,Jacob Kibodi, RB ,0.8488,uiw,louisiana,Southland,Sun Belt
2021,Thomas Grayson, RB ,0.8485,kansas state,null,Big 12,NULL
2021,Paris Brown Jr., RB ,0.8466,pittsburgh,null,ACC,NULL
2021,DeMarcus Townsend, RB ,0.8466,florida international,null,Conference USA,NULL
2021,T.J. Green, RB ,0.8465,utah,liberty,Pacific-12,FBS Independents
2021,Jamari Peacock, RB ,0.8463,virginia,null,ACC,NULL
2021,Chawntez Moss, RB ,0.8462,grand valley state,null,NULL,NULL
2021,Alec Sinkfield, RB ,0.8444,west virginia,boston college,Big 12,ACC
2021,Jahmon McClendon, RB ,0.8444,ucla,null,Pacific-12,NULL
2021,Garrison Johnson, RB ,0.8431,syracuse,null,ACC,NULL
2021,Calvin Tyler, RB ,0.8430,oregon state,utah state,Pacific-12,Mountain West
2021,Da'Joun Hewitt, RB ,0.8418,purdue,null,Big Ten,NULL
2021,Shadrick Byrd, RB ,0.8389,iowa,charlotte,Big Ten,Conference USA
2021,Kenyon Sims, RB ,0.8377,illinois,null,Big Ten,NULL
2021,Malik Staples, RB ,0.8372,western kentucky,null,Conference USA,NULL
2021,TaMerik Williams, RB ,0.8335,smu,north dakota state,American Athletic,Missouri Valley
2021,Amare Jones, RB ,0.8326,tulane,georgia southern,American Athletic,Sun Belt
2021,Jamauri Wakefield, RB ,0.8326,vanderbilt,null,SEC,NULL
2021,Marcus Williams Jr, APB ,0.8316,appalachian state,louisiana tech,Sun Belt,Conference USA
2021,Ra'Von Bonner, RB ,0.8315,illinois,temple,Big Ten,American Athletic
2021,Donovan Marshall, RB ,0.8305,arkansas state,null,Sun Belt,NULL
2021,Dylan Downing, RB ,0.8287,unlv,purdue,Mountain West,Big Ten
2021,Isiah Childs, RB ,0.8281,akron,null,Mid-American,NULL
2021,JR Tran-Reno, RB ,0.8276,vanderbilt,samford,SEC,Southern
2021,Johnny Ford, RB ,0.8265,south florida,florida atlantic,American Athletic,Conference USA
2021,Jerry Howard, RB ,0.8258,georgia tech,null,ACC,NULL
2021,Morian Walker, RB ,0.8222,nevada,western illinois,Mountain West,Missouri Valley
2021,Kuj Tapusoa, RB ,0.8209,byu,null,FBS Independents,NULL
2021,Jyran Mitchell, RB ,0.8204,northern illinois,null,Mid-American,NULL
2021,Cedrick Wilcox, RB ,0.8204,marshall,null,Conference USA,NULL
2021,Naveon Mitchell, RB ,0.8199,new mexico state,null,FBS Independents,NULL
2021,Markenzy Pierre, RB ,0.8165,syracuse,null,ACC,NULL
2021,DeShawn Collins, RB ,0.8155,california,null,Pacific-12,NULL
2021,Trivenskey Mosley, RB ,0.8154,southern mississippi,null,Conference USA,NULL
2021,Kory Gainwell, RB ,0.8154,memphis,null,American Athletic,NULL
2021,Ontario Russell, RB ,0.8143,miami ohio,null,Mid-American,NULL
2021,PK Kier, RB ,0.8143,virginia,null,ACC,NULL
2021,Steven Anderson, RB ,0.8128,southern mississippi,null,Conference USA,NULL
2021,Andrew Clair, RB ,0.8106,bowling green,northwestern,Mid-American,Big Ten
2021,Jayy McDonald, RB ,0.8100,middle tennessee state,null,Conference USA,NULL
2021,Jared Cole, APB ,0.8092,massachusetts,virginia tech,FBS Independents,ACC
2021,Johnnie Lang, RB ,0.7993,iowa state,null,Big 12,NULL
2021,Miles Reed, RB ,0.7938,hawaii,null,Mountain West,NULL
2021,Peytton Pickett, RB ,0.7906,liberty,jackson state,FBS Independents,SWAC
2021,Zach Angelillo, FB ,0.7898,california,null,Pacific-12,NULL
2021,Jordan Castleberry, RB ,0.7898,maryland,null,Big Ten,NULL
2021,G'Mone Wilson, RB ,0.7897,marshall,east carolina,Conference USA,American Athletic
2021,Darius Pinnix, RB ,0.7891,east carolina,null,American Athletic,NULL
2021,Stephon Huderson, RB ,0.7824,tulane,null,American Athletic,NULL
2021,Kevin Marks Jr, RB ,0.7709,buffalo,buffalo,Mid-American,Mid-American
2021,Gaej Walker, RB ,0.7709,western kentucky,null,Conference USA,NULL
2021,Adam Cofield, RB ,0.7667,north dakota state,western kentucky,Missouri Valley,Conference USA
2021,Karmi Mackey, RB ,0.7642,eastern michigan,null,Mid-American,NULL
2021,Saevion Johnson, RB ,0.7631,fresno state,null,Mountain West,NULL
2021,Kevin Perkins, RB ,0.7598,southern mississippi,null,Conference USA,NULL
2021,Joshua Crawford, RB ,0.7580,central michigan,null,Mid-American,NULL
2021,Matthew Laroche, RB ,0.7530,georgia southern,null,Sun Belt,NULL
2021,Tony Brown, RB ,0.7497,south alabama,null,Sun Belt,NULL
2021,Baden Pinson, RB ,0.7397,coastal carolina,null,Sun Belt,NULL
2021,Josh Berry, RB ,NULL,south florida,null,American Athletic,NULL
2021,Lorenzo Dorr, RB ,NULL,west virginia,null,Big 12,NULL
2021,Jason Edwards, RB ,NULL,west virginia,null,Big 12,NULL
2021,Keontae Luckett, RB ,NULL,iowa,null,Big Ten,NULL
2021,Bryan Lumsden, RB ,NULL,utah state,null,Mountain West,NULL
2021,Clay Markoff, FB ,NULL,washington state,null,Pacific-12,NULL
2021,Jared Martino, RB ,NULL,massachusetts,null,FBS Independents,NULL
2021,Nick Orekoya, RB ,NULL,massachusetts,null,FBS Independents,NULL
2021,Max Rosenthal, FB ,NULL,michigan state,illinois,Big Ten,Big Ten
2021,Dave Small, RB ,NULL,south florida,null,American Athletic,NULL
2021,Gilberto Torres, RB ,NULL,massachusetts,null,FBS Independents,NULL
2021,Arik Gilbert, TE ,0.9972,lsu,null,SEC,NULL
2021,Wan'Dale Robinson, WR ,0.9597,nebraska,kentucky,Big Ten,SEC
2021,Puka Nacua, WR ,0.9404,washington,byu,Pacific-12,FBS Independents
2021,Charleston Rambo, WR ,0.9289,oklahoma,miami,Big 12,ACC
2021,Grant Calcaterra, TE ,0.9131,oklahoma,smu,Big 12,American Athletic
2021,Mookie Cooper, WR ,0.9574,ohio state,missouri,Big Ten,SEC
2021,Ja'Lynn Polk, WR ,0.8809,texas tech,washington,Big 12,Pacific-12
2021,Bryan Thompson, WR ,0.8793,utah,arizona state,Pacific-12,Pacific-12
2021,Tahj Washington, WR ,0.8248,memphis,usc,American Athletic,Pacific-12
2021,Nate Craig-Myers, WR ,0.9767,colorado state,central florida,Mountain West,American Athletic
2021,D.J. Matthews, WR ,0.9763,florida state,indiana,ACC,Big Ten
2021,Jalin Conyers, TE ,0.9197,oklahoma,arizona state,Big 12,Pacific-12
2021,Mike Woods, WR ,0.8756,arkansas,null,SEC,NULL
2021,Josh Youngblood, WR ,0.8398,kansas state,rutgers,Big 12,Big Ten
2021,Samori Toure, WR ,0.7667,montana,nebraska,Big Sky,Big Ten
2021,Theo Howard, WR ,0.9533,oklahoma,null,Big 12,NULL
2021,K.D. Nixon, WR ,0.8931,colorado,usc,Pacific-12,Pacific-12
2021,Tre'Von Morgan, WR ,0.8829,michigan state,kentucky,Big Ten,SEC
2021,Amad Anderson, WR ,0.8809,purdue,temple,Big Ten,American Athletic
2021,Jafar Armstrong, WR ,0.8709,notre dame,illinois,FBS Independents,Big Ten
2021,Daniel Imatorbhebhe, TE ,0.8624,illinois,kansas state,Big Ten,Big 12
2021,Jelani Woods, TE ,0.8559,oklahoma state,virginia,Big 12,ACC
2021,Makai Polk, WR ,0.8435,california,mississippi state,Pacific-12,SEC
2021,Jahcour Pearson, WR ,0.8075,western kentucky,ole miss,Conference USA,SEC
2021,Dylan Wright, WR ,0.9678,texas am,minnesota,SEC,Big Ten
2021,Ty Jones, WR ,0.9079,washington,fresno state,Pacific-12,Mountain West
2021,Shamar Nash, WR ,0.8904,arkansas,memphis,SEC,American Athletic
2021,Tyrell Shavers, WR ,0.9587,mississippi state,san diego state,SEC,Mountain West
2021,John Dunmore, WR ,0.9469,penn state,florida atlantic,Big Ten,Conference USA
2021,Kam Brown, WR ,0.9182,texas am,ucla,SEC,Pacific-12
2021,Tevailance Hunt, WR ,0.9064,tcu,arkansas state,Big 12,Sun Belt
2021,Nolan Groulx, WR ,0.8921,wake forest,null,ACC,NULL
2021,Casey Washington, WR ,0.8323,illinois,wake forest,Big Ten,ACC
2021,Makiya Tongue, WR ,0.9194,georgia,oregon state,SEC,Pacific-12
2021,Trey Blount, WR ,0.8919,georgia,old dominion,SEC,Conference USA
2021,Ahmarean Brown, WR ,0.8709,georgia tech,south carolina,ACC,SEC
2021,Andrew Parchment, WR ,0.8466,kansas,florida state,Big 12,ACC
2021,Marquis Spiker, WR ,0.9703,washington,null,Pacific-12,NULL
2021,Matthew Hill, WR ,0.9562,auburn,south florida,SEC,American Athletic
2021,Jeremiah Holloman, WR ,0.9431,florida international,null,Conference USA,NULL
2021,Zack Kuntz, TE ,0.9377,penn state,null,Big Ten,NULL
2021,Warren Thompson, WR ,0.9361,florida state,null,ACC,NULL
2021,Trevon Sidney, WR ,0.9360,illinois,null,Big Ten,NULL
2021,Oliver Martin, WR ,0.9251,iowa,nebraska,Big Ten,Big Ten
2021,Dee Anderson, WR ,0.9242,oklahoma state,null,Big 12,NULL
2021,Tommy Bush, WR ,0.9222,georgia,null,SEC,NULL
2021,Jalen Curry, WR ,0.9209,arizona,arizona,Pacific-12,Pacific-12
2021,Austin Osborne, WR ,0.9180,washington,null,Pacific-12,NULL
2021,Jamal Pettigrew, TE ,0.9124,lsu,mcneese state,SEC,Southland
2021,Isaiah Bolden, WR ,0.9120,florida state,jackson state,ACC,SWAC
2021,Daquon Green, WR ,0.9102,murray state,null,Ohio Valley,NULL
2021,Marcus Fleming, WR ,0.9072,nebraska,maryland,Big Ten,Big Ten
2021,Giles Jackson, WR ,0.9004,michigan,null,Big Ten,NULL
2021,Jordan Allen, TE ,0.8967,tennessee,weber state,SEC,Big Sky
2021,Jacob Mathis, TE ,0.8953,south florida,null,American Athletic,NULL
2021,Rodrick Fisher, WR ,0.8947,washington state,null,Pacific-12,NULL
2021,Jackson Lowe, TE ,0.8947,tennessee,jacksonville state,SEC,Ohio Valley
2021,Rashawn Williams, WR ,0.8926,indiana,null,Big Ten,NULL
2021,Jamire Calvin, WR ,0.8923,washington state,null,Pacific-12,NULL
2021,Kedrick James, TE ,0.8921,smu,null,American Athletic,NULL
2021,Ray Rose, WR ,0.8904,north carolina,null,ACC,NULL
2021,Micah Jones, WR ,0.8902,notre dame,illinois state,FBS Independents,Missouri Valley
2021,Ricky Smalling, WR ,0.8868,illinois,null,Big Ten,NULL
2021,Charles Njoku, WR ,0.8862,ucla,null,Pacific-12,NULL
2021,DJ Turner, WR ,0.8829,maryland,pittsburgh,Big Ten,ACC
2021,Blayne Toll, TE ,0.8827,arkansas,colorado,SEC,Pacific-12
2021,Eddie McDoom, WR ,0.8825,south florida,null,American Athletic,NULL
2021,Darryle Simmons, WR ,0.8824,virginia tech,null,ACC,NULL
2021,Randal Grimes, WR ,0.8821,unlv,weber state,Mountain West,Big Sky
2021,Jonah Morris, WR ,0.8813,akron,northern colorado,Mid-American,Big Sky
2021,Seth Green, WR ,0.8813,minnesota,null,Big Ten,NULL
2021,Demarcus Gregory, WR ,0.8791,ole miss,south florida,SEC,American Athletic
2021,Kendall Abdur-Rahman, WR ,0.8789,notre dame,null,FBS Independents,NULL
2021,JaVonta Payton, WR ,0.8785,mississippi state,null,SEC,NULL
2021,CJ Boone, WR ,0.8784,missouri,new mexico,SEC,Mountain West
2021,JR Waters, WR ,0.8777,oregon,null,Pacific-12,NULL
2021,Munir McClain, WR ,0.8763,usc,usc,Pacific-12,Pacific-12
2021,Darion Anderson, WR ,0.8751,georgia southern,null,Sun Belt,NULL
2021,TJ Jones, WR ,0.8750,penn state,null,Big Ten,NULL
2021,Maurice Massey, WR ,0.8742,missouri,null,SEC,NULL
2021,John Stephens, WR ,0.8735,tcu,louisiana,Big 12,Sun Belt
2021,Jamarye Joiner, WR ,0.8734,arizona,arizona,Pacific-12,Pacific-12
2021,Rontavius Groves, WR ,0.8734,north carolina,null,ACC,NULL
2021,Glenn Beal, TE ,0.8723,louisiana,null,Sun Belt,NULL
2021,Elijah Bowick, WR ,0.8709,virginia tech,ncat,ACC,MEAC
2021,Brandon Johnson, WR ,0.8691,tennessee,central florida,SEC,American Athletic
2021,Khyheem Waleed, WR ,0.8689,boise state,arkansas state,Mountain West,Sun Belt
2021,Nolan Matthews, TE ,0.8689,arizona state,smu,Pacific-12,American Athletic
2021,Keshawn Toney, TE ,0.8689,south carolina,chattanooga,SEC,Southern
